Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Воспитатель,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Дворец творчества детей и молодежи"" отдела образования города Семей управления образования области Абай",Вакансия опубликована 24.05.2023,Адреса нет,полный день,Проектная работа,"Сотрудничество с родителями, социальными партнерами;",https://enbek.kz/ru/vacancy/vospitatel~3106827,Молодежная практика,
Педагог-организатор,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Дворец творчества детей и молодежи"" отдела образования города Семей управления образования области Абай",Вакансия опубликована 24.05.2023,Адреса нет,полный день,Проектная работа,"Подготовка и разработка идейно-тематической базы, написание сценария;",https://enbek.kz/ru/vacancy/pedagog-organizator~3106828,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,Коммунальное государственное предприятие на праве хозяйственного ведения «Поликлиника № 2 города Семей» управления здравоохранения области Абай,Вакансия опубликована 24.05.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~3107454,Молодежная практика,Финансы
Акушер(ка),Медицина и фармацевтика,от 103 500 тенге,Коммунальное государственное предприятие на праве хозяйственного ведения «Поликлиника № 2 города Семей» управления здравоохранения области Абай,Вакансия опубликована 24.05.2023,Адреса нет,полный день,Проектная работа,Проведение диспансеризации и патронажа беременных и родильниц;,https://enbek.kz/ru/vacancy/akusher(ka)~3107455,Молодежная практика,Медицина
Техник-программист,IT и телекоммуникации,от 103 500 тенге,Коммунальное государственное предприятие на праве хозяйственного ведения «Поликлиника № 2 города Семей» управления здравоохранения области Абай,Вакансия опубликована 24.05.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания оборудования;,https://enbek.kz/ru/vacancy/tekhnik-programmist~3107456,Молодежная практика,IT
Закройщик,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""УК ЮНИС""",Вакансия опубликована 23.05.2023,Адреса нет,полный день,Проектная работа,"Раскрой шерстяных, шелковых, хлопчатобумажных трикотажных полотен;",https://enbek.kz/ru/vacancy/zakroishchik~3104308,Первое рабочее место,Сервисное обслуживание/производство
Юрист,Юриспруденция,от 103 500 тенге,ЧСИ КАЖЕКЕНОВ ДАИР СЕРИККАНОВИЧ,Вакансия опубликована 23.05.2023,Адреса нет,полный день,Проектная работа,Знание основных законов и правовых процедур;,https://enbek.kz/ru/vacancy/yurist~3104775,Первое рабочее место,Юриспруденция
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,ИП Нурмухаметов Нурлан Сержанович,Вакансия опубликована 23.05.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~3105419,Первое рабочее место,Финансы
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""YNITI""",Вакансия опубликована 22.05.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/marketolog~3101509,Молодежная практика,Журналистика
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""YNITI""",Вакансия опубликована 22.05.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~3101510,Молодежная практика,Финансы
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""YNITI""",Вакансия опубликована 22.05.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~3101511,Молодежная практика,Менеджмент
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,ИП Natije Білім беру орталығы,Вакансия опубликована 19.05.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~3108125,Молодежная практика,
Учитель физической культуры и спорта,Образование и воспитание,от 103 500 тенге,ИП Natije Білім беру орталығы,Вакансия опубликована 19.05.2023,Адреса нет,полный день,Проектная работа,Оказание первой медицинской помощи;,https://enbek.kz/ru/vacancy/uchitel-fizicheskoi-kultury-i-sporta~3108123,Молодежная практика,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,ИП Natije Білім беру орталығы,Вакансия опубликована 19.05.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~3108124,Молодежная практика,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,ИП Natije Білім беру орталығы,Вакансия опубликована 19.05.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~3108126,Молодежная практика,
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП Natije Білім беру орталығы,Вакансия опубликована 19.05.2023,Адреса нет,полный день,Проектная работа,Маркетинговая деятельность;,https://enbek.kz/ru/vacancy/smm-menedzher~3108133,Первое рабочее место,Журналистика
Офис-менеджер,HR и секретариат,от 103 500 тенге,ИП Natije Білім беру орталығы,Вакансия опубликована 19.05.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/ofis-menedzher~3108134,Первое рабочее место,Менеджмент
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,ИП Natije Білім беру орталығы,Вакансия опубликована 19.05.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~3108135,Первое рабочее место,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,ИП Natije Білім беру орталығы,Вакансия опубликована 19.05.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~3108136,Первое рабочее место,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,Коммунальное государственное предприятие на праве хозяйственного ведения «Поликлиника № 2 города Семей» управления здравоохранения области Абай,Вакансия опубликована 19.05.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3107457,Молодежная практика,Финансы
Обойщик мебели,Производство,от 103 500 тенге,ИП ЖАКУПОВ АСХАТ КЫДЫРБАЕВИЧ,Вакансия опубликована 19.05.2023,Адреса нет,полный день,Проектная работа,Раскрой материалов для мягкой фурнитуры;,https://enbek.kz/ru/vacancy/oboishchik-mebeli~3106659,Первое рабочее место,Сервисное обслуживание/производство
Шлифовщик по дереву,Производство,от 103 500 тенге,ИП ЖАКУПОВ АСХАТ КЫДЫРБАЕВИЧ,Вакансия опубликована 19.05.2023,Адреса нет,полный день,Проектная работа,Шлифовальная обработка и доводка деталей;,https://enbek.kz/ru/vacancy/shlifovshchik-po-derevu~3106658,Первое рабочее место,Сервисное обслуживание/производство
Швея,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""УК ЮНИС""",Вакансия опубликована 18.05.2023,Адреса нет,полный день,Проектная работа,"Умение определять дефекты материалов, кроя, полуфабрикатов и изделий;",https://enbek.kz/ru/vacancy/shveya~3104307,Первое рабочее место,Сервисное обслуживание/производство
Сварщик,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""КОРПОРАЦИЯ ""АҚШЫҢ""",Вакансия опубликована 17.05.2023,Адреса нет,полный день,Проектная работа,Контактная сварка;,https://enbek.kz/ru/vacancy/svarshchik~3101716,Молодежная практика,Строительство и архитектура
Специалист по сухим строительным работам,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Кырлай""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Выполнение внешний штукатурки стен;,https://enbek.kz/ru/vacancy/specialist-po-sukhim-stroitelnym-rabotam~3097535,Первое рабочее место,Строительство и архитектура
Помощник юриста,Юриспруденция,от 103 500 тенге,ЧСИ КАЖЕКЕНОВ ДАИР СЕРИККАНОВИЧ,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Знание основных законов и правовых процедур;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~3089861,Молодежная практика,Юриспруденция
Домбрист,Культура и спорт,от 103 500 тенге,ИП ИКЛАСОВА ИНДИРА ДАУЫЛҚЫЗЫ,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Работа с оркестровыми партиями;,https://enbek.kz/ru/vacancy/dombrist~3096546,Первое рабочее место,
Швея,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""УК ЮНИС""",Вакансия опубликована 11.05.2023,Адреса нет,полный день,Проектная работа,"Умение определять дефекты материалов, кроя, полуфабрикатов и изделий;",https://enbek.kz/ru/vacancy/shveya~3078828,Молодежная практика,Сервисное обслуживание/производство
Помощник юриста,Юриспруденция,от 103 500 тенге,ИП ЖАНАСПАЕВ БАУРЖАН МАКЕНОВИЧ,Вакансия опубликована 05.05.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~3080657,Молодежная практика,Юриспруденция
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"""Семейский региональный филиал общественного объединения ""Казахстанское общество глухих""",Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,"Установка, наладка, настройка и сопровождение аппаратного и программного обеспечения;",https://enbek.kz/ru/vacancy/tekhnik-programmist~3077374,Молодежная практика,IT
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,ИП ИКЛАСОВА ИНДИРА ДАУЫЛҚЫЗЫ,Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3075901,Первое рабочее место,Медицина
Эколог,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Эко-САД""",Вакансия опубликована 28.04.2023,Адреса нет,полный день,Проектная работа,"Соблюдение экологической безопасности процессов, объектов и продукции аквакультуры;",https://enbek.kz/ru/vacancy/ekolog~3060051,Молодежная практика,Сервисное обслуживание/производство
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Эко-САД""",Вакансия опубликована 28.04.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания оборудования;,https://enbek.kz/ru/vacancy/tekhnik-programmist~3060052,Молодежная практика,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,Товарищество с ограниченной ответственностью «Семейское учебно-производственное предприятие общественного объединения «Казахское общество слепых»,Вакансия опубликована 26.04.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3063725,Молодежная практика,Финансы
Учитель музыки,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""rakhat0425""",Вакансия опубликована 26.04.2023,Адреса нет,полный день,Проектная работа,Развитие творческих способностей учащихся;,https://enbek.kz/ru/vacancy/uchitel-muzyki~3056917,Молодежная практика,
Бухгалтер-кассир,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Барыс ЛТД20""",Вакансия опубликована 25.04.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter-kassir~3054980,Молодежная практика,Финансы
Комплектовщик мебели,Производство,от 103 500 тенге,ИП Ельчибекова Рыскуль Токановна,Вакансия опубликована 24.04.2023,Адреса нет,полный день,Проектная работа,Раскрой материалов для всех видов мебели;,https://enbek.kz/ru/vacancy/komplektovshchik-mebeli~3052418,Первое рабочее место,Сервисное обслуживание/производство
Дизайнер мебели,Производство,от 103 500 тенге,ИП Ельчибекова Рыскуль Токановна,Вакансия опубликована 24.04.2023,Адреса нет,полный день,Проектная работа,Применение 3D процессов в разработке трехмерной модели пространства;,https://enbek.kz/ru/vacancy/dizainer-mebeli~3052419,Первое рабочее место,Сервисное обслуживание/производство
Сборщик мебели (деревянной),Производство,от 103 500 тенге,ИП Ельчибекова Рыскуль Токановна,Вакансия опубликована 24.04.2023,Адреса нет,полный день,Проектная работа,Сборка и разборка мебели;,https://enbek.kz/ru/vacancy/sborshchik-mebeli-(derevyannoi)~3052420,Первое рабочее место,Сервисное обслуживание/производство
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП РЫСБЕКОВА НЕЙЛЯ ТҰРЛЫБЕКҚЫЗЫ,Вакансия опубликована 23.04.2023,Адреса нет,полный день,Проектная работа,Маркетинговая деятельность;,https://enbek.kz/ru/vacancy/smm-menedzher~3057065,Первое рабочее место,Журналистика
Офис-менеджер,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""BARLYQ LTD""",Вакансия опубликована 21.04.2023,Адреса нет,полный день,Проектная работа,Подготовка писем и обращений;,https://enbek.kz/ru/vacancy/ofis-menedzher~3047333,Первое рабочее место,Менеджмент
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП АЛИМОВА АСЕМ ХАЛЕЛОВНА,Вакансия опубликована 21.04.2023,Адреса нет,полный день,Проектная работа,"Информирование о маркетинговых акциях, продуктах и специальных предложений;",https://enbek.kz/ru/vacancy/smm-menedzher~3049236,Первое рабочее место,Журналистика
Программист 1С,IT и телекоммуникации,от 103 500 тенге,ИП НУРГАЛИЕВ ЕРЛАН САЙЛЯУБАЕВИЧ,Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/programmist-1s~3052500,Первое рабочее место,IT
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП НУРГАЛИЕВ ЕРЛАН САЙЛЯУБАЕВИЧ,Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~3052498,Первое рабочее место,Журналистика
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Competent accounting""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~3051243,Молодежная практика,Журналистика
Финансист,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Отдел внутренней политики города Семей области Абай""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Финансово-хозяйственная деятельность;,https://enbek.kz/ru/vacancy/finansist~3041280,Молодежная практика,Финансы
Политолог,Наука и консалтинг,от 103 500 тенге,"Государственное учреждение ""Отдел внутренней политики города Семей области Абай""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Оценка ценности культуры и общей политики предприятия;,https://enbek.kz/ru/vacancy/politolog~3041281,Молодежная практика,Наука
Преподаватель религии и религиоведения,Образование и воспитание,от 103 500 тенге,"Государственное учреждение ""Отдел внутренней политики города Семей области Абай""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Создание новых знаний прикладного характера в области своей профессиональной деятельности;,https://enbek.kz/ru/vacancy/prepodavatel-religii-i-religiovedeniya~3041282,Молодежная практика,
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Государственное учреждение ""Отдел внутренней политики города Семей области Абай""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Написание редакционных статей и подготовка комментариев;,https://enbek.kz/ru/vacancy/zhurnalist~3041284,Молодежная практика,Журналистика
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Отдел внутренней политики города Семей области Абай""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~3041285,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Отдел внутренней политики города Семей области Абай""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3041286,Молодежная практика,Финансы
Инженер-строитель,Строительство и архитектура,от 103 500 тенге,ИП МЫРЗАГУМАРОВ АЙДЫН СЕРИКБЕКОВИЧ,Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Разработка проектно-сметной документации;,https://enbek.kz/ru/vacancy/inzhener-stroitel~3047434,Молодежная практика,Строительство и архитектура
Логопед,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Ясли-сад №5 ""Бала әлемі"" отдела образования города Семей управления образования области Абай",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Выявление причин возникновения дефектов;,https://enbek.kz/ru/vacancy/logoped~3038147,Молодежная практика,
Детский психолог,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Ясли-сад №5 ""Бала әлемі"" отдела образования города Семей управления образования области Абай",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Определение психотипа клиента по вербальным и невербальным признакам;,https://enbek.kz/ru/vacancy/detskii-psikholog~3038148,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Ясли-сад №5 ""Бала әлемі"" отдела образования города Семей управления образования области Абай",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/vospitatel~3038149,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Филиал Республиканского государственного казенного предприятия ""Центр судебных экспертиз Министерства юстиции Республики Казахстан"" Институт судебных экспертиз по области Абай",Вакансия опубликована 17.04.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3036186,Молодежная практика,Финансы
Инженер-программист,IT и телекоммуникации,от 103 500 тенге,"Филиал Республиканского государственного казенного предприятия ""Центр судебных экспертиз Министерства юстиции Республики Казахстан"" Институт судебных экспертиз по области Абай",Вакансия опубликована 17.04.2023,Адреса нет,полный день,Проектная работа,Сервисное обслуживание аппаратного и программного обеспечения;,https://enbek.kz/ru/vacancy/inzhener-programmist~3036187,Молодежная практика,IT
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Филиал Республиканского государственного казенного предприятия ""Центр судебных экспертиз Министерства юстиции Республики Казахстан"" Институт судебных экспертиз по области Абай",Вакансия опубликована 17.04.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания компьютеров и периферийного оборудования и их эксплуатация;,https://enbek.kz/ru/vacancy/tekhnik-programmist~3036188,Молодежная практика,IT
Делопроизводитель,HR и секретариат,от 103 500 тенге,ИП ОМАРОВА ЖАДЫРА МУКТАРАМОВНА,Вакансия опубликована 14.04.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~3034028,Молодежная практика,Менеджмент
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""СемейТау""",Вакансия опубликована 13.04.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3039941,Молодежная практика,Медицина
Медицинский массажист,Медицина и фармацевтика,от 103 500 тенге,ИП АЛИМЖАНОВА АРАЙЛЫМ МАГАШЕВНА,Вакансия опубликована 12.04.2023,Адреса нет,полный день,Проектная работа,Оказание первой медицинской помощи;,https://enbek.kz/ru/vacancy/medicinskii-massazhist~3034800,Молодежная практика,Медицина
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""TECAS -KZ""",Вакансия опубликована 07.04.2023,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~3026390,Молодежная практика,Финансы
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""СемейТау""",Вакансия опубликована 07.04.2023,Адреса нет,полный день,Проектная работа,Оценка психологического состояния учащегося;,https://enbek.kz/ru/vacancy/logoped-defektolog~3026451,Первое рабочее место,
Няня в детском саду,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""СемейТау""",Вакансия опубликована 07.04.2023,Адреса нет,полный день,Проектная работа,Уход за младенцем;,https://enbek.kz/ru/vacancy/nyanya-v-detskom-sadu~3026453,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""СемейТау""",Вакансия опубликована 07.04.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~3026452,Первое рабочее место,
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП Калиева Нәзира Бекенқызы,Вакансия опубликована 07.04.2023,Адреса нет,полный день,Проектная работа,Разработка маркетинговых мероприятий для продвижения товара;,https://enbek.kz/ru/vacancy/smm-menedzher~3025873,Первое рабочее место,Журналистика
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Almaty Brainy Centre""",Вакансия опубликована 07.04.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~3025506,Молодежная практика,
Дизайнер интерьера,Культура и спорт,от 103 500 тенге,ИП БАҚЫТЖАН,Вакансия опубликована 27.03.2023,Адреса нет,полный день,Проектная работа,Инициирование творческих идей художественных проектов;,https://enbek.kz/ru/vacancy/dizainer-interera~2991341,Первое рабочее место,
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП БАҚЫТЖАН,Вакансия опубликована 27.03.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2991342,Первое рабочее место,Журналистика
Помощник юриста,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Богдан К""",Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Проверка соответствия законодательству документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2985067,Молодежная практика,Юриспруденция
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""SMARTSTART""",Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2986111,Молодежная практика,Финансы
Помощник юриста,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""SMARTSTART""",Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,Проверка соответствия законодательству документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2986112,Молодежная практика,Юриспруденция
Кассир,Финансы и бухучет,от 103 500 тенге,ОЛЖАБАЕВА ГУЛЬВИРА ОРАЗБЕКОВНА,Вакансия опубликована 20.03.2023,Адреса нет,полный день,Проектная работа,"Эксплуатация контрольно-кассовой техники (ККТ), выполнение расчета с покупателями;",https://enbek.kz/ru/vacancy/kassir~2986688,Первое рабочее место,Финансы
Инженер по землеустройству,Строительство и архитектура,от 103 500 тенге,"Республиканское государственное учреждение ""Семейская районная эксплуатационная часть"" Министерства обороны Республики Казахстан",Вакансия опубликована 17.03.2023,Адреса нет,полный день,Проектная работа,Сопровождение систем по кадастру и ГИС;,https://enbek.kz/ru/vacancy/inzhener-po-zemleustroistvu~2983605,Молодежная практика,Строительство и архитектура
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Семейская районная эксплуатационная часть"" Министерства обороны Республики Казахстан",Вакансия опубликована 17.03.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2983606,Молодежная практика,Финансы
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Республиканское государственное учреждение ""Семейская районная эксплуатационная часть"" Министерства обороны Республики Казахстан",Вакансия опубликована 17.03.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2983607,Молодежная практика,Менеджмент
Переводчик (письменный),Наука и консалтинг,от 103 500 тенге,Коммунальное государственное учреждение «Средняя общеобразовательная школа № 43» отдела образования города Семей управления образования области Абай,Вакансия опубликована 16.03.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/perevodchik-(pismennyi)~2986897,Молодежная практика,Наука
Помощник юриста,Юриспруденция,от 103 500 тенге,АХТАНОВ БЕРИККАЛИ АХТАНОВИЧ,Вакансия опубликована 16.03.2023,Адреса нет,полный день,Проектная работа,Проверка соответствия законодательству документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2979039,Молодежная практика,Юриспруденция
Помощник юриста,Юриспруденция,от 103 500 тенге,"Семейский городской филиал Республиканского общественного объединения ""Организация ветеранов""",Вакансия опубликована 16.03.2023,Адреса нет,полный день,Проектная работа,Проверка соответствия законодательству документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2979081,Молодежная практика,Юриспруденция
Ассистент стоматолога,Медицина и фармацевтика,от 103 500 тенге,ИП Кабдыканов Сымбат Камалканович,Вакансия опубликована 15.03.2023,Адреса нет,полный день,Проектная работа,,https://enbek.kz/ru/vacancy/assistent-stomatologa~2976214,Молодежная практика,Медицина
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Көкжартас-құрылыс""",Вакансия опубликована 14.03.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2973221,Первое рабочее место,Журналистика
Менеджер по онлайн-продажам,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Көкжартас-құрылыс""",Вакансия опубликована 14.03.2023,Адреса нет,полный день,Проектная работа,Ведение переговоров с потенциальными покупателями;,https://enbek.kz/ru/vacancy/menedzher-po-onlain-prodazham~2973222,Первое рабочее место,Журналистика
Бухгалтер,Финансы и бухучет,от 103 500 тенге,Апсалямова М.Е,Вакансия опубликована 14.03.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2973674,Первое рабочее место,Финансы
