Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Детский сад ""Айнелёк""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2840307,Молодежная практика,
Учитель музыки,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное учреждение ""Областной центр проведения школьных олимпиад и внешкольных мероприятий"" управления образования акимата Жамбылской области",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/uchitel-muzyki~2845522,Молодежная практика,
Хореограф,Культура и спорт,от 103 500 тенге,"Коммунальное государственное учреждение ""Областной центр проведения школьных олимпиад и внешкольных мероприятий"" управления образования акимата Жамбылской области",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/khoreograf~2845523,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное учреждение ""Областной центр проведения школьных олимпиад и внешкольных мероприятий"" управления образования акимата Жамбылской области",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2845525,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ansarik"" Balabaqsha""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/vospitatel~2845103,Молодежная практика,
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Медицинский центр ""Sauran""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2829452,Молодежная практика,Медицина
Экономист,Финансы и бухучет,от 103 500 тенге,"Жамбылский областной филиал Республиканского общественного объединения ""Всемирная ассоциация казахов""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Контроль финансово-экономической деятельности организации;,https://enbek.kz/ru/vacancy/ekonomist~2829613,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Жамбылский областной филиал Республиканского общественного объединения ""Всемирная ассоциация казахов""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~2829614,Молодежная практика,Финансы
Финансист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""Атамекен Тараз""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Управление финансовыми рисками;,https://enbek.kz/ru/vacancy/finansist~2829828,Молодежная практика,Финансы
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Arena S"" (Арена S)",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания компьютеров и периферийного оборудования и их эксплуатация;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2829969,Молодежная практика,IT
Финансист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Энерджи-Тараз""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Контроль финансово-экономической деятельности организации;,https://enbek.kz/ru/vacancy/finansist~2830624,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Энерджи-Тараз""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~2830625,Молодежная практика,Финансы
Радиотехник,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Энерджи-Тараз""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/radiotekhnik~2830627,Молодежная практика,IT
Экономист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Энерджи-Тараз""",Вакансия опубликована 12.01.2023,Адреса нет,полный день,Проектная работа,Составление бюджета предприятия;,https://enbek.kz/ru/vacancy/ekonomist~2830628,Молодежная практика,Финансы
Швея,Производство,от 103 500 тенге,ИП   ADE  ADU,Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Работа на швейном оборудовании различного типа;,https://enbek.kz/ru/vacancy/shveya~2842471,Молодежная практика,Сервисное обслуживание/производство
Швея,Производство,от 103 500 тенге,ИП  АНУАРОВ ТОЙШЫБАЙ МАРАТОВИЧ,Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Работа на швейном оборудовании различного типа;,https://enbek.kz/ru/vacancy/shveya~2842441,Молодежная практика,Сервисное обслуживание/производство
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Хозяйственное управление аппарата акима Жамбылской области""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~2842386,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Хозяйственное управление аппарата акима Жамбылской области""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2842387,Молодежная практика,Юриспруденция
Швея,Производство,от 103 500 тенге,"Общественное объединение инвалидов ""Бақытты болашақ үшін""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Работа на швейном оборудовании различного типа;,https://enbek.kz/ru/vacancy/shveya~2842353,Молодежная практика,Сервисное обслуживание/производство
Экономист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Комитета по регулированию естественных монополий Министерства национальной экономики Республики Казахстан по Жамбылской области""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Экономический анализ хозяйственно-финансовой деятельности;,https://enbek.kz/ru/vacancy/ekonomist~2842342,Молодежная практика,Финансы
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Областной консультативно-диагностический медицинский центр Садыхан""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Амбулаторный прием и обслуживание больных на дому;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2842303,Молодежная практика,Медицина
Психолог,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Сағи-Жарқын""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Отбор психологического инструментария исследования;,https://enbek.kz/ru/vacancy/psikholog~2842231,Молодежная практика,Медицина
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Сағи-Жарқын""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2842232,Молодежная практика,Юриспруденция
Техник-строитель,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление строительства акимата Жамбылской области""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,"Обеспечение технического состояния оборудования, зданий и сооружений;",https://enbek.kz/ru/vacancy/tekhnik-stroitel~2842039,Молодежная практика,Строительство и архитектура
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Общественное объединение ""Адал қоғам""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,"Поиск, сбор и анализ информации;",https://enbek.kz/ru/vacancy/zhurnalist~2841965,Молодежная практика,Журналистика
Филолог,Наука и консалтинг,от 103 500 тенге,"Общественное объединение ""Адал қоғам""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,"Координация проведений занятий (лекций, практических занятий, консультаций, семинаров);",https://enbek.kz/ru/vacancy/filolog~2841970,Первое рабочее место,Наука
Финансист,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел финансов акимата города Тараза""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Контроль финансово-экономической деятельности организации;,https://enbek.kz/ru/vacancy/finansist~2841902,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""KANLY Security""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2833493,Молодежная практика,Юриспруденция
Радиотехник,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""KAZYNA TAU""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,ТО радиотехнического оборудования и средств связи;,https://enbek.kz/ru/vacancy/radiotekhnik~2841608,Молодежная практика,IT
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""KAZYNA TAU""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Обслуживание локальных сетей и сетевого оборудования;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2841609,Молодежная практика,IT
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""KAZYNA TAU""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,"Поиск, сбор и анализ информации;",https://enbek.kz/ru/vacancy/zhurnalist~2841610,Молодежная практика,Журналистика
Инженер-строитель,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел архитектуры и градостроительства акимата города Тараза""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/inzhener-stroitel~2841111,Молодежная практика,Строительство и архитектура
Фельдшер,Медицина и фармацевтика,от 103 500 тенге,"Государственное коммунальное предприятие на праве хозяйственного ведения ""Жамбылская областная станция скорой медицинской помощи управления здравоохранения акимата Жамбылской области""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/feldsher~2829813,Молодежная практика,Медицина
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли-сад «Барыс""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,"Сотрудничество с родителями, социальными партнерами;",https://enbek.kz/ru/vacancy/vospitatel~2841032,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 91 890 тенге,"Товарищество с ограниченной ответственностью ""Научно-клинический центр кардиохирургии и трансплантологии""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2840904,Молодежная практика,Финансы
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Научно-клинический центр кардиохирургии и трансплантологии""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2840905,Молодежная практика,Медицина
Юрист,Юриспруденция,от 103 500 тенге,"Учреждение ""Таразский колледж ""Парасат""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2840403,Молодежная практика,Юриспруденция
Учитель информатики,Образование и воспитание,от 103 500 тенге,"Учреждение ""Таразский колледж ""Парасат""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Наставничество и обучение;,https://enbek.kz/ru/vacancy/uchitel-informatiki~2840404,Молодежная практика,
Учитель биологии,Образование и воспитание,от 103 500 тенге,"Учреждение ""Таразский колледж ""Парасат""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Изучение минерального и химического состава почв;,https://enbek.kz/ru/vacancy/uchitel-biologii~2840407,Молодежная практика,
Учитель физики,Образование и воспитание,от 103 500 тенге,"Учреждение ""Таразский колледж ""Парасат""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Изучение минерального и химического состава почв;,https://enbek.kz/ru/vacancy/uchitel-fiziki~2840409,Молодежная практика,
Учитель истории,Образование и воспитание,от 103 500 тенге,"Учреждение ""Таразский колледж ""Парасат""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-istorii~2840410,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"Государственное коммунальное предприятие на праве хозяйственного ведения ""Жамбылская областная многопрофильная больница управления здравоохранения акимата Жамбылской области""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/yurist~2840135,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Государственное коммунальное предприятие на праве хозяйственного ведения ""Жамбылская областная многопрофильная больница управления здравоохранения акимата Жамбылской области""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/bukhgalter~2840136,Молодежная практика,Финансы
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Государственное коммунальное предприятие на праве хозяйственного ведения ""Жамбылская областная многопрофильная больница управления здравоохранения акимата Жамбылской области""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2840137,Молодежная практика,IT
Техник по кадастру и землеустройству,Строительство и архитектура,от 91 890 тенге,"Коммунальное государственное учреждение ""Управление земельных отношений акимата Жамбылской области""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Мониторинг и оценка состояния орошаемых земель;,https://enbek.kz/ru/vacancy/tekhnik-po-kadastru-i-zemleustroistvu~2838654,Молодежная практика,Строительство и архитектура
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Общественное объединение инвалидов ""Союз ветеранов и инвалидов войны в Афганистане Жамбылской области и города Тараз""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2839425,Молодежная практика,Финансы
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли-сад ""Адемай""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/vospitatel~2839071,Молодежная практика,
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Объединение юридических лиц ""Ассоциация молодежных организаций Жамбылской области""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,"Анализ потока событий, обработка актуальных событий, написание материала;",https://enbek.kz/ru/vacancy/zhurnalist~2838988,Первое рабочее место,Журналистика
Филолог,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ID Corp""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Редактирование и исправление переведенного материала;,https://enbek.kz/ru/vacancy/filolog~2838999,Первое рабочее место,Журналистика
Социолог,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ID Corp""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Работа с социальными группами;,https://enbek.kz/ru/vacancy/sociolog~2839000,Первое рабочее место,Журналистика
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Таразский специализированный колледж""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания компьютеров и периферийного оборудования и их эксплуатация;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2838878,Молодежная практика,IT
Учитель биологии,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Таразский специализированный колледж""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-biologii~2838877,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Служба пожаротушения и аварийно-спасательных работ Департамента по чрезвычайным ситуациям Жамбылской области Министерства по чрезвычайным ситуациям Республики Казахстан (город Тараз)""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2824673,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Жамбылское учебно-производственное предприятие общественного объединения ""Казахское общество слепых""",Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2825382,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП ПАЗИЛЬБАЕВА ФЕРУЗА АБДУМАНАПОВНА,Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~2827897,Молодежная практика,Финансы
Экономист,Финансы и бухучет,от 103 500 тенге,ИП Электрострой2007,Вакансия опубликована 11.01.2023,Адреса нет,полный день,Проектная работа,Контроль финансово-экономической деятельности организации;,https://enbek.kz/ru/vacancy/ekonomist~2827898,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,ЧСИ АБЫЛАЙХАНОВ ЕРЖАН АБЫЛАЙХАНҰЛЫ,Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2838062,Молодежная практика,Юриспруденция
Экономист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Агентства по защите и развитию конкуренции Республики Казахстан по Жамбылской области""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Бюджетное планирование;,https://enbek.kz/ru/vacancy/ekonomist~2831249,Молодежная практика,Финансы
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""M.A.K. Corporation""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Амбулаторный прием и обслуживание больных на дому;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2837525,Молодежная практика,Медицина
Техник-программист,IT и телекоммуникации,от 91 890 тенге,"Коммунальное государственное учреждение ""Отдел экономики и бюджетного планирования акимата города Тараза""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Обслуживание локальных сетей и сетевого оборудования;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2837444,Молодежная практика,IT
Финансист,Финансы и бухучет,от 91 890 тенге,"Коммунальное государственное учреждение ""Отдел экономики и бюджетного планирования акимата города Тараза""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Управление финансовыми рисками;,https://enbek.kz/ru/vacancy/finansist~2837446,Молодежная практика,Финансы
Экономист,Финансы и бухучет,от 91 890 тенге,"Коммунальное государственное учреждение ""Отдел экономики и бюджетного планирования акимата города Тараза""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Бюджетное планирование;,https://enbek.kz/ru/vacancy/ekonomist~2837447,Молодежная практика,Финансы
Швея,Производство,от 103 500 тенге,ИП КОККОЗОВА И.Б,Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Работа на швейном оборудовании различного типа;,https://enbek.kz/ru/vacancy/shveya~2836993,Молодежная практика,Сервисное обслуживание/производство
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Коммунальное государственное учреждение ""Молодежный ресурсный центр"" коммунального государственного учреждения ""Отдела внутренней политики акимата города Тараз""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/zhurnalist~2836794,Молодежная практика,Журналистика
Филолог,Маркетинг и СМИ,от 103 500 тенге,"Коммунальное государственное учреждение ""Молодежный ресурсный центр"" коммунального государственного учреждения ""Отдела внутренней политики акимата города Тараз""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/filolog~2836795,Молодежная практика,Журналистика
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Молодежный ресурсный центр"" коммунального государственного учреждения ""Отдела внутренней политики акимата города Тараз""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/yurist~2836796,Молодежная практика,Юриспруденция
Инженер-строитель,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление государственного архитектурно-строительного контроля акимата Жамбылской области""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/inzhener-stroitel~2831740,Молодежная практика,Строительство и архитектура
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ел Дария""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2836201,Молодежная практика,
Музыкальный руководитель,Культура и спорт,от 103 500 тенге,"Коммунальное государственное учреждение ""Центр оказания специальных социальных услуг № 4"" Управления координации занятости и социальных программ акимата Жамбылской области",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Музыкальное оформление спектаклей;,https://enbek.kz/ru/vacancy/muzykalnyi-rukovoditel~2836044,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное учреждение ""Центр оказания специальных социальных услуг № 4"" Управления координации занятости и социальных программ акимата Жамбылской области",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2836045,Молодежная практика,
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Коммунальное государственное учреждение ""Центр оказания специальных социальных услуг № 4"" Управления координации занятости и социальных программ акимата Жамбылской области",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Испытание узлов и деталей для промышленного робота;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2836046,Молодежная практика,IT
Инженер по информационно-вычислительной системе,IT и телекоммуникации,от 103 500 тенге,"Жамбылский областной филиал Общественного объединения ""Общество Красного Полумесяца Республики Казахстан""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Регулирование и управление работой обслуживаемого оборудования;,https://enbek.kz/ru/vacancy/inzhener-po-informacionno-vychislitelnoi-sisteme~2835834,Молодежная практика,IT
Специалист по охране труда и технике безопасности,Производство,от 91 890 тенге,"Коммунальное государственное учреждение ""Управление инспекции труда акимата Жамбылской области""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Расследование несчастных случаев на производстве;,https://enbek.kz/ru/vacancy/specialist-po-okhrane-truda-i-tekhnike-bezopasnosti~2835708,Молодежная практика,Сервисное обслуживание/производство
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление координации занятости и социальных программ акимата Жамбылской области""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2835640,Молодежная практика,Финансы
Администратор информационных систем,IT и телекоммуникации,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление координации занятости и социальных программ акимата Жамбылской области""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Написание кода на языках программирования;,https://enbek.kz/ru/vacancy/administrator-informacionnykh-sistem~2835641,Молодежная практика,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Жамбылский областной центр по профилактике и борьбе с синдромом приобретенного иммунодефицита управления здравоохранения акимата Жамбылской области""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~2835586,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,Частный судебный исполнитель  Акимова Асель Батыржановна,Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2835558,Молодежная практика,Юриспруденция
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""SKT Capital""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Разработка обучающих программ;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2835532,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""SKT Capital""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2835533,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,Частный судебный исполнитель  Болтаев Еркебулан Бекайдарович,Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2835401,Молодежная практика,Юриспруденция
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Таразский городской филиал Республиканского общественного объединения ""Организация ветеранов""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2835295,Молодежная практика,IT
Техник-строитель,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ECO-Block""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,"Обеспечение технического состояния оборудования, зданий и сооружений;",https://enbek.kz/ru/vacancy/tekhnik-stroitel~2835287,Молодежная практика,Строительство и архитектура
Инженер-строитель,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Kulan Service""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Разработка и проверка рабочих чертежей по эскизам инженеров и конструкторов;,https://enbek.kz/ru/vacancy/inzhener-stroitel~2835189,Молодежная практика,Строительство и архитектура
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное учреждение ""Медиа центр акимата города Тараз"" коммунального государственного учреждения ""Аппарат акима города Тараз Жамбылской области""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Ведение учебной документации;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2834995,Первое рабочее место,
Филолог,Наука и консалтинг,от 103 500 тенге,"Коммунальное государственное учреждение ""Медиа центр акимата города Тараз"" коммунального государственного учреждения ""Аппарат акима города Тараз Жамбылской области""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Развитие перспективных научных направлений;,https://enbek.kz/ru/vacancy/filolog~2834996,Первое рабочее место,Наука
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Коммунальное государственное учреждение ""Медиа центр акимата города Тараз"" коммунального государственного учреждения ""Аппарат акима города Тараз Жамбылской области""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,"Поиск, сбор и анализ информации;",https://enbek.kz/ru/vacancy/zhurnalist~2834991,Молодежная практика,Журналистика
