Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Модельер-конструктор,Производство,от 103 500 тенге,ИП АУЕЛБЕКОВА КУРАЛАЙ АРКАБАЕВНА,Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Построение модельных конструкций и лекал (трикотаж и головные уборы);,https://enbek.kz/ru/vacancy/modeler-konstruktor~2834896,Молодежная практика,Сервисное обслуживание/производство
Швея,Производство,от 91 890 тенге,ИП АУЕЛБЕКОВА КУРАЛАЙ АРКАБАЕВНА,Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Работа на швейном оборудовании различного типа;,https://enbek.kz/ru/vacancy/shveya~2834897,Молодежная практика,Сервисное обслуживание/производство
Швея,Производство,от 103 500 тенге,ИП АУЕЛБЕКОВА КУРАЛАЙ АРКАБАЕВНА,Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Работа на швейном оборудовании различного типа;,https://enbek.kz/ru/vacancy/shveya~2834894,Первое рабочее место,Сервисное обслуживание/производство
Инженер-программист,IT и телекоммуникации,от 103 500 тенге,"Жамбылский областной филиал Республиканского общественного объединения ""Организация ветеранов""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Работа в основных программах системы Мiсгоsоft;,https://enbek.kz/ru/vacancy/inzhener-programmist~2830176,Молодежная практика,IT
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""БАҒЫТ Тараз""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2833910,Молодежная практика,
Инженер-строитель,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""БАҒЫТ Тараз""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Разработка и проверка рабочих чертежей по эскизам инженеров и конструкторов;,https://enbek.kz/ru/vacancy/inzhener-stroitel~2833911,Молодежная практика,Строительство и архитектура
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли-сад ""Нур Орда""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/logoped-defektolog~2833477,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли-сад ""Нур Орда""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/vospitatel~2833515,Молодежная практика,
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Сағи-Жарқын""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/logoped-defektolog~2833562,Первое рабочее место,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Сағи-Жарқын""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2833563,Первое рабочее место,
Учитель музыки,Образование и воспитание,от 91 890 тенге,ИП ТИЛЬТАЕВА ГУЛЬЗАТ ТОРЕБЕКОВНА,Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Владение современными технологиями и методиками преподавания;,https://enbek.kz/ru/vacancy/uchitel-muzyki~2833502,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 91 890 тенге,ИП ТИЛЬТАЕВА ГУЛЬЗАТ ТОРЕБЕКОВНА,Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2833504,Молодежная практика,
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Научная интеллектуальная школа - лицей ""Келешек-Тараз""",Вакансия опубликована 10.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2833380,Первое рабочее место,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,"ИП ""KZ.ELEMENT""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2827134,Молодежная практика,
Учитель химии,Образование и воспитание,от 103 500 тенге,"ИП ""KZ.ELEMENT""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/uchitel-khimii~2827135,Молодежная практика,
Архитектор,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление государственного архитектурно-строительного контроля акимата Жамбылской области""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/arkhitektor~2831741,Молодежная практика,Строительство и архитектура
Учитель информатики,Образование и воспитание,от 103 500 тенге,ИП «Карлыгаш Канатовна»,Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,программист;,https://enbek.kz/ru/vacancy/uchitel-informatiki~2828002,Молодежная практика,
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,ИП «Карлыгаш Канатовна»,Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Работа с учащимися с особыми потребностями;,https://enbek.kz/ru/vacancy/logoped-defektolog~2828004,Молодежная практика,
Учитель русского языка и литературы,Образование и воспитание,от 103 500 тенге,ИП «Карлыгаш Канатовна»,Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-russkogo-yazyka-i-literatury~2828005,Молодежная практика,
Сборщик мебели (деревянной),Производство,от 103 500 тенге,"ИП "" Пернебаев """,Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Сборка и разборка мебели;,https://enbek.kz/ru/vacancy/sborshchik-mebeli-(derevyannoi)~2831737,Молодежная практика,Сервисное обслуживание/производство
Художник,Культура и спорт,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Би-Даулет""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Работа в творческом коллективе с художником;,https://enbek.kz/ru/vacancy/khudozhnik~2831313,Молодежная практика,
Дизайнер интерьера,Культура и спорт,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Би-Даулет""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Художественно-техническая разработка дизайн-проекта;,https://enbek.kz/ru/vacancy/dizainer-interera~2831312,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Государственное коммунальное казенное предприятие ""Центр обучения языкам"" управления по развитию языков акимата Жамбылской области",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2829790,Молодежная практика,
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"Государственное коммунальное казенное предприятие ""Центр обучения языкам"" управления по развитию языков акимата Жамбылской области",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2829792,Молодежная практика,
Филолог,Маркетинг и СМИ,от 103 500 тенге,"Государственное коммунальное казенное предприятие ""Центр обучения языкам"" управления по развитию языков акимата Жамбылской области",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/filolog~2829793,Молодежная практика,Журналистика
Инженер-программист,IT и телекоммуникации,от 91 890 тенге,"Жамбылский областной филиал общественного объединения ""Партия ""AMANAT""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Компьютерная обработка информации;,https://enbek.kz/ru/vacancy/inzhener-programmist~2830010,Молодежная практика,IT
Учитель казахского языка и литературы,Образование и воспитание,от 91 890 тенге,"Жамбылский областной филиал общественного объединения ""Партия ""AMANAT""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Компьютерная обработка информации;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2830011,Молодежная практика,
Юрист,Юриспруденция,от 91 890 тенге,"Жамбылский областной филиал общественного объединения ""Партия ""AMANAT""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2830012,Молодежная практика,Юриспруденция
Ассистент бухгалтера,Финансы и бухучет,от 91 890 тенге,"Жамбылский областной филиал общественного объединения ""Партия ""AMANAT""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2830013,Молодежная практика,Финансы
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Медицинский центр ""Даримет""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Оказание доврачебной медицинской помощи;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2829533,Молодежная практика,Медицина
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""TARAZ 24""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2829492,Первое рабочее место,
Филолог,Наука и консалтинг,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""TARAZ 24""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Определение способов практического использования научных результатов;,https://enbek.kz/ru/vacancy/filolog~2829467,Молодежная практика,Наука
Филолог,Наука и консалтинг,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""KZ MEDIA GROUP""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Научно-исследовательская деятельность;,https://enbek.kz/ru/vacancy/filolog~2829443,Молодежная практика,Наука
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""KZ MEDIA GROUP""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2829444,Молодежная практика,
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""KZ MEDIA GROUP""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,"Поиск, сбор и анализ информации;",https://enbek.kz/ru/vacancy/zhurnalist~2829445,Молодежная практика,Журналистика
Финансист,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление финансов акимата Жамбылской области""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Финансовое планирование;,https://enbek.kz/ru/vacancy/finansist~2829326,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Агентства Республики Казахстан по делам государственной службы по Жамбылской области""",Вакансия опубликована 07.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/bukhgalter~2828378,Молодежная практика,Финансы
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Агентства Республики Казахстан по делам государственной службы по Жамбылской области""",Вакансия опубликована 07.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/zhurnalist~2828380,Молодежная практика,Журналистика
Юрист,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Агентства Республики Казахстан по делам государственной службы по Жамбылской области""",Вакансия опубликована 07.01.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/yurist~2828381,Молодежная практика,Юриспруденция
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Раъно-Бегим""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/vospitatel~2827008,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Радуга Алем""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2826786,Молодежная практика,
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Радуга Алем""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Работа с учащимися с особыми потребностями;,https://enbek.kz/ru/vacancy/logoped-defektolog~2826785,Молодежная практика,
Психолог,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""DARA BALA kz""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Оценка психологического состояния учащегося;,https://enbek.kz/ru/vacancy/psikholog~2825389,Первое рабочее место,Медицина
Психолог,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""DARA BALA kz""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Ответственность;,https://enbek.kz/ru/vacancy/psikholog~2825376,Молодежная практика,Медицина
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 91 890 тенге,"Товарищество с ограниченной ответственностью ""VESTRI MEDICUS""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Оказание доврачебной медицинской помощи;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2826262,Молодежная практика,Медицина
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Редакция газеты ""Жамбыл-Тараз""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,"Поиск, сбор и анализ информации;",https://enbek.kz/ru/vacancy/zhurnalist~2825845,Молодежная практика,Журналистика
Филолог,Наука и консалтинг,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Редакция газеты ""Жамбыл-Тараз""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Научно-исследовательская деятельность;,https://enbek.kz/ru/vacancy/filolog~2825846,Молодежная практика,Наука
Учитель биологии,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Редакция газеты ""Жамбыл-Тараз""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Умение самостоятельно конструировать урок;,https://enbek.kz/ru/vacancy/uchitel-biologii~2825847,Молодежная практика,
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Редакция газеты ""Жамбыл-Тараз""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,"Поддержка веб-страницы компании в Интернете, социальных сетях;",https://enbek.kz/ru/vacancy/zhurnalist~2825864,Первое рабочее место,Журналистика
Инженер по информационно-вычислительной системе,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Редакция газеты ""Жамбыл-Тараз""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Регулирование и управление работой обслуживаемого оборудования;,https://enbek.kz/ru/vacancy/inzhener-po-informacionno-vychislitelnoi-sisteme~2825844,Молодежная практика,IT
Земледел,Производство,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел земельных отношений акимата города Тараза""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Создание шаблонов по чертежам и плазам;,https://enbek.kz/ru/vacancy/zemledel~2825739,Молодежная практика,Сервисное обслуживание/производство
Техник-строитель,Строительство и архитектура,от 103 500 тенге,"Филиал некоммерческого акционерного общества ""Государственная корпорация ""Правительство для граждан"" по Жамбылской области",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,"Обеспечение технического состояния оборудования, зданий и сооружений;",https://enbek.kz/ru/vacancy/tekhnik-stroitel~2825425,Молодежная практика,Строительство и архитектура
Финансист,Финансы и бухучет,от 103 500 тенге,"Филиал некоммерческого акционерного общества ""Государственная корпорация ""Правительство для граждан"" по Жамбылской области",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Контроль финансово-экономической деятельности организации;,https://enbek.kz/ru/vacancy/finansist~2825426,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Филиал некоммерческого акционерного общества ""Государственная корпорация ""Правительство для граждан"" по Жамбылской области",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2825427,Молодежная практика,Юриспруденция
Техник по кадастру и землеустройству,Строительство и архитектура,от 103 500 тенге,"Филиал некоммерческого акционерного общества ""Государственная корпорация ""Правительство для граждан"" по Жамбылской области",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Оценка состояния мелиорируемых земель и рационального использования воды;,https://enbek.kz/ru/vacancy/tekhnik-po-kadastru-i-zemleustroistvu~2825428,Молодежная практика,Строительство и архитектура
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Филиал некоммерческого акционерного общества ""Государственная корпорация ""Правительство для граждан"" по Жамбылской области",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~2825429,Молодежная практика,Финансы
Финансист,Финансы и бухучет,от 103 500 тенге,"Общественное объединение ""Жеңіс қаһарманы""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Анализ результатов финансовых операций;,https://enbek.kz/ru/vacancy/finansist~2825406,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Общественное объединение ""Жеңіс қаһарманы""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2825405,Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""K A A N""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2825303,Молодежная практика,Юриспруденция
Психолог,Медицина и фармацевтика,от 103 500 тенге,"Государственное учреждение ""Управление полиции города Тараз Департамента полиции Жамбылской области Министерства внутренних дел Республики Казахстан""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Определение психотипа клиента по вербальным и невербальным признакам;,https://enbek.kz/ru/vacancy/psikholog~2824949,Молодежная практика,Медицина
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Государственное учреждение ""Управление полиции города Тараз Департамента полиции Жамбылской области Министерства внутренних дел Республики Казахстан""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Испытание узлов и деталей для промышленного робота;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2824950,Молодежная практика,IT
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Управление полиции города Тараз Департамента полиции Жамбылской области Министерства внутренних дел Республики Казахстан""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2824951,Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Аппарат акима города Тараз Жамбылской области""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2824960,Молодежная практика,Юриспруденция
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Высший медицинский колледж ""Тараз-Болашак""",Вакансия опубликована 05.01.2023,Адреса нет,полный день,Проектная работа,Рефлексия и анализ педагогической деятельности;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2822075,Молодежная практика,
Учитель химии,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Высший медицинский колледж ""Тараз-Болашак""",Вакансия опубликована 05.01.2023,Адреса нет,полный день,Проектная работа,Изучение минерального и химического состава почв;,https://enbek.kz/ru/vacancy/uchitel-khimii~2822076,Молодежная практика,
Учитель информатики,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Высший медицинский колледж ""Тараз-Болашак""",Вакансия опубликована 05.01.2023,Адреса нет,полный день,Проектная работа,Наставничество и обучение;,https://enbek.kz/ru/vacancy/uchitel-informatiki~2822080,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Высший медицинский колледж ""Тараз-Болашак""",Вакансия опубликована 05.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2822081,Молодежная практика,Юриспруденция
Инженер по информационно-вычислительной системе,IT и телекоммуникации,от 91 890 тенге,"Товарищество с ограниченной ответственностью ""KAZYNA TAU""",Вакансия опубликована 10.10.2022,Адреса нет,полный день,Проектная работа,Регулирование и управление работой обслуживаемого оборудования;,https://enbek.kz/ru/vacancy/inzhener-po-informacionno-vychislitelnoi-sisteme~2663697,Первое рабочее место,IT
