Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Детский мир ""АНТОШКА""",Вакансия опубликована 29.12.2022,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~2804897,Молодежная практика,Финансы
Офис-менеджер,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""HALF TO HALF ing.""",Вакансия опубликована 29.12.2022,Адреса нет,полный день,Проектная работа,Подготовка писем и обращений;,https://enbek.kz/ru/vacancy/ofis-menedzher~2804823,Первое рабочее место,Менеджмент
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""HALF TO HALF ing.""",Вакансия опубликована 29.12.2022,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2804824,Первое рабочее место,Финансы
Архитектор,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""HALF TO HALF ing.""",Вакансия опубликована 29.12.2022,Адреса нет,полный день,Проектная работа,Разработка проектной документации;,https://enbek.kz/ru/vacancy/arkhitektor~2804831,Молодежная практика,Строительство и архитектура
Техник по кадастру и землеустройству,Производство,от 103 500 тенге,Филиал некоммерческого акционерного общества «Государственная корпорация «Правительство для граждан» по Павлодарской области,Вакансия опубликована 29.12.2022,Адреса нет,полный день,Проектная работа,"Составлять генеральный план участка, план расстановки технологического оборудования;",https://enbek.kz/ru/vacancy/tekhnik-po-kadastru-i-zemleustroistvu~2804738,Молодежная практика,Сервисное обслуживание/производство
Бухгалтер,Финансы и бухучет,от 103 500 тенге,Филиал некоммерческого акционерного общества «Государственная корпорация «Правительство для граждан» по Павлодарской области,Вакансия опубликована 29.12.2022,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2804739,Молодежная практика,Финансы
Помощник юриста,Юриспруденция,от 103 500 тенге,Филиал некоммерческого акционерного общества «Государственная корпорация «Правительство для граждан» по Павлодарской области,Вакансия опубликована 29.12.2022,Адреса нет,полный день,Проектная работа,Работа с претензиями;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2804740,Молодежная практика,Юриспруденция
Специалист по информационной безопасности,IT и телекоммуникации,от 103 500 тенге,"Государственное учреждение ""Отдел занятости и социальных программ города Павлодара""",Вакансия опубликована 29.12.2022,Адреса нет,полный день,Проектная работа,знание компьютера;,https://enbek.kz/ru/vacancy/specialist-po-informacionnoi-bezopasnosti~2804640,Молодежная практика,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Бухгалтерская компания ""Elite bookkeeper""",Вакансия опубликована 29.12.2022,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2804610,Молодежная практика,Финансы
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,Государственное коммунальное предприятие на праве хозяйственного ведения «Павлодарская областная ветеринарная станция» управления ветеринарии Павлодарской области,Вакансия опубликована 29.12.2022,Адреса нет,полный день,Проектная работа,Ведение кассовых операций;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2804191,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное казенное предприятие «Ясли-сад № 112 города Павлодара» отдела образования города Павлодара, управления образования Павлодарской области",Вакансия опубликована 29.12.2022,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2804090,Молодежная практика,Финансы
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,ИП  AINUR,Вакансия опубликована 28.12.2022,Адреса нет,полный день,Проектная работа,Добропорядочность;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2803871,Первое рабочее место,
Программист 1С,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""САГЫНАЙ KZ""",Вакансия опубликована 28.12.2022,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/programmist-1s~2803799,Молодежная практика,IT
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,ИП  AINUR,Вакансия опубликована 28.12.2022,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2803737,Молодежная практика,
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,ИП  AINUR,Вакансия опубликована 28.12.2022,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2803674,Молодежная практика,
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,ИП  AINUR,Вакансия опубликована 28.12.2022,Адреса нет,полный день,Проектная работа,Оценка психологического состояния учащегося;,https://enbek.kz/ru/vacancy/logoped-defektolog~2803675,Молодежная практика,
