Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
"Тренер (тренинги, переподготовка и повышение квалификации)",Образование и воспитание,от 103 500 тенге,"""ПСН Темиртау 1""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Организация обучения и повышения квалификации кадров;,"https://enbek.kz/ru/vacancy/trener-(treningi,-perepodgotovka-i-povyshenie-kvalifikacii)~2818902",Молодежная практика,
Юрисконсульт,Юриспруденция,от 103 500 тенге,"""ПСН Темиртау 1""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yuriskonsult~2818903,Молодежная практика,Юриспруденция
Администратор информационных систем,IT и телекоммуникации,от 103 500 тенге,"""ПСН Темиртау 1""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,"Установка и настройка системного и прикладного ПО, необходимого для функционирования ИС;",https://enbek.kz/ru/vacancy/administrator-informacionnykh-sistem~2818905,Молодежная практика,IT
Инструктор по туризму,Культура и спорт,от 103 500 тенге,"""ПСН Темиртау 1""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Проведение групповых и индивидуальных занятий;,https://enbek.kz/ru/vacancy/instruktor-po-turizmu~2818908,Молодежная практика,
Делопроизводитель,HR и секретариат,от 103 500 тенге,"""ПСН Темиртау 1""",Вакансия опубликована 09.01.2023,Адреса нет,полный день,Проектная работа,Организация документооборота;,https://enbek.kz/ru/vacancy/deloproizvoditel~2818910,Молодежная практика,Менеджмент
Монтажник строительных конструкций,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""СК Комплекс-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,"Распределение, укладка и предварительное уплотнение асфальтобетонной смесей;",https://enbek.kz/ru/vacancy/montazhnik-stroitelnykh-konstrukcii~2826038,Молодежная практика,Строительство и архитектура
Рабочий по комплексному обслуживанию и ремонту зданий,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""СК Комплекс-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Ремонт и техническое обслуживание оборудования;,https://enbek.kz/ru/vacancy/rabochii-po-kompleksnomu-obsluzhivaniyu-i-remontu-zdanii~2826039,Молодежная практика,Строительство и архитектура
Маляр-штукатур,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""СК Комплекс-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,"Выполнение малярных, плотницких и столярных работ;",https://enbek.kz/ru/vacancy/malyar-shtukatur~2826040,Молодежная практика,Строительство и архитектура
Монтажник строительных конструкций,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""СК Комплекс-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,"Распределение, укладка и предварительное уплотнение асфальтобетонной смесей;",https://enbek.kz/ru/vacancy/montazhnik-stroitelnykh-konstrukcii~2826041,Первое рабочее место,Строительство и архитектура
Рабочий по комплексному обслуживанию и ремонту зданий,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""СК Комплекс-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Ремонт и техническое обслуживание оборудования;,https://enbek.kz/ru/vacancy/rabochii-po-kompleksnomu-obsluzhivaniyu-i-remontu-zdanii~2826042,Первое рабочее место,Строительство и архитектура
Маляр-штукатур,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""СК Комплекс-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,"Выполнение малярных, плотницких и столярных работ;",https://enbek.kz/ru/vacancy/malyar-shtukatur~2826043,Первое рабочее место,Строительство и архитектура
Электромонтер (общий профиль),Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЛидерСтрой-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Выполнение электро-слесарных работ;,https://enbek.kz/ru/vacancy/elektromonter-(obshchii-profil)~2825954,Первое рабочее место,Строительство и архитектура
Слесарь-электромонтажник,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЛидерСтрой-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Выполнение электро-слесарных работ;,https://enbek.kz/ru/vacancy/slesar-elektromontazhnik~2825955,Первое рабочее место,Сервисное обслуживание/производство
Монтажник строительных конструкций,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЛидерСтрой-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,"Распределение, укладка и предварительное уплотнение асфальтобетонной смесей;",https://enbek.kz/ru/vacancy/montazhnik-stroitelnykh-konstrukcii~2825956,Первое рабочее место,Строительство и архитектура
Слесарь-сантехник,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЛидерСтрой-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Устранение неисправностей систем водоснабжения и водоотведения;,https://enbek.kz/ru/vacancy/slesar-santekhnik~2825957,Первое рабочее место,Строительство и архитектура
Электрогазосварщик,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЛидерСтрой-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Кислородная резка металлов;,https://enbek.kz/ru/vacancy/elektrogazosvarshchik~2825958,Первое рабочее место,Сервисное обслуживание/производство
Маляр-штукатур,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЛидерСтрой-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,"Выполнение малярных, плотницких и столярных работ;",https://enbek.kz/ru/vacancy/malyar-shtukatur~2825959,Первое рабочее место,Строительство и архитектура
Слесарь по эксплуатации и ремонту газового оборудования,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЛидерСтрой-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,"Очистка сооружениях водопровода и канализации, насосных станций;",https://enbek.kz/ru/vacancy/slesar-po-ekspluatacii-i-remontu-gazovogo-oborudovaniya~2825967,Молодежная практика,Сервисное обслуживание/производство
Маляр-штукатур,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЛидерСтрой-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,"Выполнение малярных, плотницких и столярных работ;",https://enbek.kz/ru/vacancy/malyar-shtukatur~2825968,Молодежная практика,Строительство и архитектура
Электрогазосварщик,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЛидерСтрой-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Кислородная резка металлов;,https://enbek.kz/ru/vacancy/elektrogazosvarshchik~2825969,Молодежная практика,Сервисное обслуживание/производство
Слесарь-сантехник,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЛидерСтрой-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Устранение неисправностей систем водоснабжения и водоотведения;,https://enbek.kz/ru/vacancy/slesar-santekhnik~2825970,Молодежная практика,Строительство и архитектура
Монтажник строительных конструкций,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЛидерСтрой-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,"Распределение, укладка и предварительное уплотнение асфальтобетонной смесей;",https://enbek.kz/ru/vacancy/montazhnik-stroitelnykh-konstrukcii~2825971,Молодежная практика,Строительство и архитектура
Электромонтер (общий профиль),Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ЛидерСтрой-2020""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Ответственность;,https://enbek.kz/ru/vacancy/elektromonter-(obshchii-profil)~2825972,Молодежная практика,Строительство и архитектура
Юрисконсульт,Юриспруденция,от 103 500 тенге,"республиканское государственное учреждение ""Управление государственных доходов по городу Темиртау Департамента государственных доходов по Карагандинской области Комитета государственных доходов Министерства финансов Республики Казахстан""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yuriskonsult~2825200,Молодежная практика,Юриспруденция
Экономист,Финансы и бухучет,от 103 500 тенге,"республиканское государственное учреждение ""Управление государственных доходов по городу Темиртау Департамента государственных доходов по Карагандинской области Комитета государственных доходов Министерства финансов Республики Казахстан""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Бюджетное планирование;,https://enbek.kz/ru/vacancy/ekonomist~2825201,Молодежная практика,Финансы
Педагог-организатор,Образование и воспитание,от 103 500 тенге,"Общественное объединение ""Темиртауский Молодежный Клуб""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/pedagog-organizator~2821321,Молодежная практика,
Учитель физической культуры и спорта,Культура и спорт,от 103 500 тенге,"Общественное объединение ""Темиртауский Молодежный Клуб""",Вакансия опубликована 06.01.2023,Адреса нет,полный день,Проектная работа,Проведение групповых и индивидуальных занятий;,https://enbek.kz/ru/vacancy/uchitel-fizicheskoi-kultury-i-sporta~2821322,Молодежная практика,
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Бюро национальной статистики Агентства по стратегическому планированию и реформам Республики Казахстан по Карагандинской области""",Вакансия опубликована 05.01.2023,Адреса нет,полный день,Проектная работа,Ведение документации и формирование отчетности;,https://enbek.kz/ru/vacancy/deloproizvoditel~2820255,Молодежная практика,Менеджмент
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Отдел предпринимательства и сельского хозяйства города Темиртау""",Вакансия опубликована 05.01.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yurist~2821436,Молодежная практика,Юриспруденция
Швея,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Швейная фабрика ФОРТУНА""",Вакансия опубликована 05.01.2023,Адреса нет,полный день,Проектная работа,Работа на швейном оборудовании различного типа;,https://enbek.kz/ru/vacancy/shveya~2820356,Молодежная практика,Сервисное обслуживание/производство
Специалист канцелярии,HR и секретариат,от 103 500 тенге,"Государственное учреждение ""Аппарат акима города Темиртау""",Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Учет и регистрация документов;,https://enbek.kz/ru/vacancy/specialist-kancelyarii~2819375,Первое рабочее место,Менеджмент
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Аппарат акима города Темиртау""",Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,"Ведение кассовых, организационно-распорядительных, отчетных документов;",https://enbek.kz/ru/vacancy/bukhgalter~2819424,Молодежная практика,Финансы
Экономист,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Аппарат акима города Темиртау""",Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Бюджетное планирование;,https://enbek.kz/ru/vacancy/ekonomist~2819425,Молодежная практика,Финансы
Программист приложений,IT и телекоммуникации,от 103 500 тенге,"Государственное учреждение ""Аппарат акима города Темиртау""",Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Координация проверки результатов тестирования приложений;,https://enbek.kz/ru/vacancy/programmist-prilozhenii~2819426,Молодежная практика,IT
Юрисконсульт,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Аппарат акима города Темиртау""",Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yuriskonsult~2819427,Молодежная практика,Юриспруденция
"Судебный исполнитель, частный",Юриспруденция,от 103 500 тенге,Частный судебный исполнитель Балтабаев Аян Хайдарович,Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Прием и распределение входящих звонков;,"https://enbek.kz/ru/vacancy/sudebnyi-ispolnitel,-chastnyi~2817744",Первое рабочее место,Юриспруденция
"Судебный исполнитель, частный",Юриспруденция,от 103 500 тенге,Частный судебный исполнитель Балтабаев Аян Хайдарович,Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Владение ПК;,"https://enbek.kz/ru/vacancy/sudebnyi-ispolnitel,-chastnyi~2817747",Молодежная практика,Юриспруденция
Юрисконсульт,Юриспруденция,от 103 500 тенге,Частный судебный исполнитель Жунусов Бекзат Ерикович,Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yuriskonsult~2815143,Молодежная практика,Юриспруденция
Помощник юриста,Юриспруденция,от 103 500 тенге,"филиал ""Межрайонный территориальный отдел по исполнению судебных актов города Темиртау"" Департамента юстиции Карагандинской области Министерства юстиции Республики Казахстан",Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Проверка соответствия законодательству документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2818351,Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,Филиал в городе Темиртау Палаты предпринимателей Карагандинской области,Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Составление договоров;,https://enbek.kz/ru/vacancy/yurist~2817822,Молодежная практика,Юриспруденция
Делопроизводитель,HR и секретариат,от 103 500 тенге,Филиал в городе Темиртау Палаты предпринимателей Карагандинской области,Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2817823,Молодежная практика,Менеджмент
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Центр модернизации жилищного фонда Карагандинской области""",Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yurist~2818150,Молодежная практика,Юриспруденция
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,"Негосударственное учреждение ""ДЕТСТВО""",Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Чтение детям книг или рассказывание историй;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~2817724,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,Частный судебный исполнитель Дакиев Даулет Габдусаматович,Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Контроль соблюдения законодательных актов;,https://enbek.kz/ru/vacancy/yurist~2817659,Молодежная практика,Юриспруденция
Ассистент фармацевта,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""PARACELS""",Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Знание фармакологии;,https://enbek.kz/ru/vacancy/assistent-farmacevta~2817088,Первое рабочее место,Медицина
Фармацевт (средней квалификации),Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""PARACELS""",Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Знание фармакологии;,https://enbek.kz/ru/vacancy/farmacevt-(srednei-kvalifikacii)~2817089,Первое рабочее место,Медицина
Ассистент фармацевта,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""PARACELS""",Вакансия опубликована 04.01.2023,Адреса нет,полный день,Проектная работа,Знание фармакологии;,https://enbek.kz/ru/vacancy/assistent-farmacevta~2817105,Молодежная практика,Медицина
