Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Повар в кофейню,94,от 200 000 до 270 000 KZT на руки,ИП Ванилла Кунаева,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, улица Кунаева, 130",сменный график,Полная занятость,Стрессоустойчивость;Дисциплина;Аккуратность;,https://almaty.hh.kz/vacancy/81136619,,
Начинающий специалист,40,от 800 000 KZT на руки,ТОО АГ ТЕХНОЛОДЖИ,Вакансия опубликована 28 мая 2023 в Алматы,"Алматы, Алатау, улица Абиша Кекилбайулы, 34",полный день,Полная занятость,Работа в команде;Грамотная речь;Навыки продаж;Ориентация на результат;Навыки межличностного общения;Телефонные переговоры;Прямые продажи;Организаторские навыки;,https://almaty.hh.kz/vacancy/80008814,,
Backend Php Laravel (стажёр),96,з/п не указана,ТОО MAK IT,Вакансия опубликована 18 мая 2023 в Алматы,"Алматы, улица Утеген Батыра, 76А",полный день,Стажировка,PHP;MySQL;Git;ООП;SQL;Казахский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80671155,,IT
Санитарка/санитар,40,от 150 000 KZT на руки,"ТОО Фирма Экомед, ТОО (Клиника репродукции человека Экомед, ТМ)",Вакансия опубликована 25 мая 2023 в Алматы,"Алматы, проспект Гагарина, 78",полный день,Полная занятость,Медицинское оборудование;Медицинская документация;Умение работать в команде;,https://almaty.hh.kz/vacancy/81034907,,
Специалист консультативного отдела на гибкий график,146,от 175 000 KZT до вычета налогов,ТОО OP Legal Case,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, улица Амангельды, 4",гибкий график,Частичная занятость,E9,https://almaty.hh.kz/vacancy/79881445,,
Сборщик готовых блюд,40,от 120 000 до 170 000 KZT на руки,ИП КУДУСОВА С.К,Вакансия опубликована 24 мая 2023 в Алматы,"Алматы, улица Толе Би, 174",полный день,Полная занятость,Пользователь ПК;Работа в команде;Поиск информации в интернет;Google Chrome;MS Paint;,https://almaty.hh.kz/vacancy/80159643,,
Диспетчер в таксопарк,39,от 200 000 до 250 000 KZT на руки,"ТОО Aport taxi, ТМ (ДанаЕл, ТОО)",Вакансия опубликована 24 мая 2023 в Алматы,"Алматы, Витебская улица, 38",сменный график,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80936776,,
Online operator (with English language),93,от 500 до 1 500 EUR на руки,SOL NETWORKS LIMITED,Вакансия опубликована 27 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Английский язык;Internet;Time management;Communication skills;Английский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/78536955,,
Учитель математики,132,от 80 000 до 400 000 KZT на руки,ИП СЕКСЕНАЛЫ,Вакансия опубликована 29 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Казахский — C1 — Продвинутый;Русский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80274692,,
Помощник администратора,8,от 60 000 KZT на руки,ТОО Genom (Education NonStop),Вакансия опубликована 12 мая 2023 в Алматы,"Алматы, Москва, микрорайон Таугуль-1, 59",сменный график,Частичная занятость,Английский — B2 — Средне-продвинутый;Казахский — C1 — Продвинутый;Русский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80352383,,
Архивариус,33,до 180 000 KZT на руки,ТОО Маревен Фуд Тянь-Шань,Вакансия опубликована 16 мая 2023 в Алматы,Алматы,полный день,Полная занятость,MS PowerPoint;Продвинутый пользователь ПК;Делопроизводство;Ведение архива;Архивирование;Деловое общение;Электронный архив;Архивная опись документации;,https://almaty.hh.kz/vacancy/80476633,,Юриспруденция
Начинающий специалист,40,от 200 000 KZT на руки,ТОО Альянс региональных групп оптового сбыта,Вакансия опубликована 18 мая 2023 в Алматы,"Алматы, Алмалы, Жибек Жолы, Райымбек батыра, Жибек -жолы 115-116\46, уг. ул. Наурызбай батыра",полный день,Полная занятость,Деловое общение;,https://almaty.hh.kz/vacancy/80627045,,
Специалист по работе в чате,121,от 200 000 KZT на руки,ИП СМАГУЛОВА,Вакансия опубликована 12 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Грамотная речь;Работа в команде;Грамотность;Высокая скорость печати;Английский — A2 — Элементарный;проактивное мышление;высокий уровень эмпатии;умение импровизировать в любой ситуации;умение легко и непринужденно налаживать контакты;сохранение высокого уровня энергии и концентрации в стрессовых ситуациях;готовность к интенсивной деятельности;гибкость характера;социальная гибкость;умение выстраивать конструктивный диалог;системный подход к решению задач;анализ поведенческих стратегий клиентов;построение моделей системы мотивации клиентов;Английский — A2 — Элементарный;,https://almaty.hh.kz/vacancy/79856052,,
Помощник руководителя в отдел HR,118,от 200 000 KZT на руки,ТОО TECHNO POWER,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, проспект Рыскулова, 70",полный день,Полная занятость,Корпоративные мероприятия;Управление временем;Обучение и развитие;Грамотная речь;Работа в команде;Организаторские навыки;Подбор персонала;Ориентация на результат;Организация мероприятий;Мотивация персонала;Деловая коммуникация;,https://almaty.hh.kz/vacancy/80360258,,Менеджмент
Медицинская сестра/Медицинский брат,64,от 170 000 KZT на руки,ТОО Лазерный центр Коновалова,Вакансия опубликована 2 мая 2023 в Алматы,"Алматы, улица Курмангазы, 93/1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79960855,,Медицина
Преподаватель математики онлайн / Репетитор по математике / Учитель математики️,132,от 264 000 до 336 000 KZT до вычета налогов,ИП Кайф Групп,Вакансия опубликована 29 мая 2023 в Алматы,Алматы,удаленная работа,Полная занятость,Грамотная речь;Ориентация на результат;Преподавание;Работа с детьми;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/81198805,,
Лифтер,173,от 160 000 до 180 000 KZT на руки,ТОО Управляющая компания Радостная жизнь,Вакансия опубликована 20 мая 2023 в Алматы,"Алматы, улица Северное Кольцо, 3",полный день,Полная занятость,Русский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80719335,,Сервисное обслуживание/производство
Помощник бухгалтера,33,от 120 000 до 150 000 KZT на руки,ТОО Первомайские деликатесы,Вакансия опубликована 29 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Работа с документами;Ведение архива;Уверенный пользователь ПК;Регистрация счетов-фактур;Планирование карьеры;Подготовка документации к архивированию;Пунктуален;Сосредоточенность;Умение адаптироваться;Анализ текущей ситуации;Высокая степень ответственности;Уверенный пользователь компьютера;Умение организовать работу;,https://almaty.hh.kz/vacancy/80826593,,Юриспруденция
Технический специалист,121,от 160 000 до 300 000 KZT на руки,ТОО Khan Group,Вакансия опубликована 23 мая 2023 в Алматы,"Алматы, проспект Жибек Жолы, 135",полный день,Полная занятость,Обучение персонала;Пользователь ПК;Деловое общение;Клиентоориентированность;,https://almaty.hh.kz/vacancy/80570987,,
Менеджер по административным делам,76,з/п не указана,АО Торгово-промышленный Банк Китая в городе Алматы ICBC,Вакансия опубликована 29 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Пользователь ПК;Письменный перевод;Английский язык;Internet;Устный перевод;,https://almaty.hh.kz/vacancy/80856367,,Менеджмент
Хостес в ресторан Raw,140,от 150 000 KZT до вычета налогов,ТОО AB Restaurants,Вакансия опубликована 11 мая 2023 в Алматы,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80307279,,
Аналитик в отделе продаж,10,з/п не указана,ТОО Аврора Холдинг,Вакансия опубликована 26 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Управленческая отчетность;Ведение отчетности;Сбор и анализ информации;Аналитическое мышление;Умение работать в команде;MS Excel;Power BI;Умение работать в условиях многозадачности;Работа с большим объемом информации;,https://almaty.hh.kz/vacancy/81088838,,IT
Research Assistant for Data Analysis,40,от 900 USD до вычета налогов,Stanford University (ИП Луканин Александр Александрович),Вакансия опубликована 17 мая 2023 в Алматы,Алматы,удаленная работа,Полная занятость,MS Excel;Fluent English;Statistics;Python;R;Data Analysis;Data Visualization;Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80552372,,
Юрист первичного приема,146,от 200 000 KZT на руки,ИП Scales ofJustice,Вакансия опубликована 25 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81005790,,
Менеджер по продажам в Интернет Магазин,54,от 110 000 до 350 000 KZT на руки,ТОО БИКАС Group,Вакансия опубликована 15 мая 2023 в Алматы,"Алматы, улица Дала, 146",полный день,Полная занятость,Грамотная речь;Грамотность;входящие звонки;исходящие звонки;Ведение переговоров;Опыт продаж;Деловое общение;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80414828,,Менеджмент
Ученик маркетолога для работы с интернет площадками,3,от 100 000 до 250 000 KZT на руки,ТОО TECHNO POWER,Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, проспект Рыскулова, 70",полный день,Полная занятость,Креативность;Ориентация на результат;Обучение и развитие;Желание расти и развиваться;Высокая энергичность и инициативность;,https://almaty.hh.kz/vacancy/76922374,,Менеджмент
Специалист контроля качества видео,40,з/п не указана,C. S.,Вакансия опубликована 16 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Внимательность;Отчетность;Грамотность;Пользователь ПК;,https://almaty.hh.kz/vacancy/72536880,,
"Voyager of Front Office Department at The Ritz-Carlton, Almaty",8,з/п не указана,"ТОО The Ritz-Carlton, Almaty (Кэпитал Тауэр Девелопмент)",Вакансия опубликована 3 мая 2023 в Алматы,"Алматы, проспект Аль-Фараби, 77/7",полный день,Стажировка,Hospitality;Business English;Internship;Communication;Teamplayer;Responsibility;Английский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80071769,,
Сестра-хозяйка,40,з/п не указана,ТОО Mediker International Hospital,Вакансия опубликована 22 мая 2023 в Алматы,"Алматы, микрорайон Горный Гигант, улица Азербаева, 67",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80794136,,
Marketing Specialist,68,з/п не указана,"Danone, ТМ",Вакансия опубликована 11 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Sales Planning;MS PowerPoint;Marketing Analysis;Английский язык;Business English;,https://almaty.hh.kz/vacancy/80270974,,Менеджмент
Менеджер по эксплуатации административно хозяйственных объектов,40,з/п не указана,ТОО Мобайл Телеком-Сервис (Объединенная Компания Tele2/ALTEL),Вакансия опубликована 29 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80912724,,
Пекарь-кондитер / пекарь / ночной пекарь,94,от 180 000 KZT на руки,ТОО ADRIANO,Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, улица Муканова, 190",полный день,Полная занятость,Работа в команде;Сосредоточенность;Работа в условиях многозадачности;Поварское дело;,https://almaty.hh.kz/vacancy/80190039,,
Клерк табачного цеха,40,з/п не указана,ТОО JTI Kazakhstan,Вакансия опубликована 23 мая 2023 в Алматы,село Байсерке,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80863000,,
Оператор резки на станке,85,до 250 000 KZT на руки,ТОО TEPLOSTIL,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, Алатауский район, микрорайон Алгабас",полный день,Полная занятость,Грамотность;Ответственность и пунктуальность;Умение работать в команде;,https://almaty.hh.kz/vacancy/80923510,,Сервисное обслуживание/производство
Помощник бухгалтера,18,от 200 000 до 350 000 KZT до вычета налогов,ИП Енсебаев М.Ж.,Вакансия опубликована 16 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Работа с первичной документацией;,https://almaty.hh.kz/vacancy/79434218,,Финансы
Кассир,40,от 90 000 до 130 000 KZT на руки,ТОО MyRoom Group,Вакансия опубликована 18 мая 2023 в Алматы,Алматы,гибкий график,Полная занятость,"Русский язык;Казахский язык;Разрешение конфликтных ситуаций;Работа в команде;Спокойствие;Материальная ответственность;Способность к обучению и восприятию информации;Дружелюбность;Общение;навыки обслуживания людей, умение проявлять тактичность и толерантность;",https://almaty.hh.kz/vacancy/80652185,,
Помощник юриста со знанием английского языка,145,от 150 000 до 200 000 KZT на руки,ТОО Артюшенко и партнеры,Вакансия опубликована 26 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Корпоративное право;Английский язык;Юридическая поддержка;Юридический консалтинг;Юридическое сопровождение;,https://almaty.hh.kz/vacancy/81070712,,
Бухгалтер-ассистент,18,от 200 000 до 250 000 KZT до вычета налогов,ТОО Вериграм,Вакансия опубликована 24 мая 2023 в Алматы,"Алматы, улица Сатпаева, 9Б",полный день,Полная занятость,Бумажный документооборот;Внутренняя документация;Исходящая документация;Организация хранения документации;,https://almaty.hh.kz/vacancy/80927160,,Финансы
Практикант в отдел кадров,117,до 200 000 KZT до вычета налогов,"АО Евразия, Страховая компания",Вакансия опубликована 15 мая 2023 в Алматы,"Алматы, Жибек Жолы, улица Желтоксан, 59",полный день,Стажировка,Работа с большим объемом информации;кадровый документооборот;Грамотность;Внутренняя документация;,https://almaty.hh.kz/vacancy/80408947,,Менеджмент
Помощник бухгалтера,18,до 200 000 KZT до вычета налогов,ТОО Golden Line Logistics,Вакансия опубликована 25 мая 2023 в Алматы,"Алматы, проспект Абая, 151",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80995686,,Финансы
Инженер-химик,79,з/п не указана,ТОО АНКОР Центральная Азия,Вакансия опубликована 24 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80923848,,Наука
Специалист по таможенному оформлению,67,з/п не указана,АО ALG Company,Вакансия опубликована 16 мая 2023 в Алматы,"Алматы, проспект Суюнбая, 258В",полный день,Полная занятость,ведении документации таможенного отдела;знание таможенного законодательства;Работа с большим объемом информации;,https://almaty.hh.kz/vacancy/80478039,,
"Сборщик алюминиевых окон, дверей, витражей",109,от 200 000 до 500 000 KZT на руки,ТОО Aluminium solutions,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, улица Тимофеева, 10",полный день,Полная занятость,Стремление к профессиональному росту;Работа в команде;Ответственность и пунктуальность;,https://almaty.hh.kz/vacancy/81137339,,Сервисное обслуживание/производство
Менеджер проекта в проектную организацию,48,от 300 000 до 350 000 KZT до вычета налогов,ТОО ARGIMAK,Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, улица Толе Би, 285/8к4",полный день,Полная занятость,Выстраивание отношений с клиентом;Разрешение конфликтных ситуаций;Сильные навыки планирования;AutoCAD;Деловое общение;Autodesk Revit;,https://almaty.hh.kz/vacancy/80576454,,Сервисное обслуживание/производство
Администратор,8,от 180 000 до 180 000 KZT на руки,ТОО Хуа Ю Интернационал в Казахстане,Вакансия опубликована 24 мая 2023 в Алматы,"Алматы, проспект Назарбаева, 110",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80938784,,
Администратор-кассир,8,от 230 000 KZT на руки,ТОО Маленькая Италия,Вакансия опубликована 28 мая 2023 в Алматы,Алматы,сменный график,Полная занятость,Грамотная речь;Работа в команде;Пользователь ПК;Деловое общение;Организаторские навыки;,https://almaty.hh.kz/vacancy/80086969,,
Швея-портной,141,от 120 000 до 350 000 KZT на руки,ИП Мукенева,Вакансия опубликована 5 мая 2023 в Алматы,"Алматы, улица Мукаева, 31",полный день,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Удаленная работа;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/80160686,,Сервисное обслуживание/производство
Продавец-консультант,40,от 180 000 до 300 000 KZT на руки,Sulpak,Вакансия опубликована 29 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81202265,,
Помощник бухгалтера,18,от 120 000 до 300 000 KZT до вычета налогов,ТОО Нано Пчёлка,Вакансия опубликована 15 мая 2023 в Алматы,"Алматы, Абая, улица Луганского, 21А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80412042,,Финансы
Агент/Менеджер по визам,40,от 150 000 до 200 000 KZT на руки,ТОО Global Air,Вакансия опубликована 19 мая 2023 в Алматы,"Алматы, улица Муратбаева, 189",полный день,Полная занятость,Сопровождение клиентов;Умение работать с большим объемом информации;Консультирование;Деловая переписка;Визовая поддержка;Опытный пользователь ПК;Грамотная речь;Visa Support;Знание MS Office;,https://almaty.hh.kz/vacancy/80708518,,
Контролер обходчик,40,от 150 000 до 250 000 KZT на руки,ТОО Альянс региональных групп оптового сбыта,Вакансия опубликована 4 мая 2023 в Алматы,"Алматы, Алмалы, Жибек Жолы, Райымбек батыра, Жибек -жолы 115-116\46, уг. ул. Наурызбай батыра",полный день,Полная занятость,Пользователь ПК;Работа в команде;Умение работать в команде;Ведение документации;,https://almaty.hh.kz/vacancy/78934103,,
Помощник в цех по производству аквариумов,40,от 200 000 KZT на руки,ИП Aquapro,Вакансия опубликована 12 мая 2023 в Алматы,"Алматы, Москва, микрорайон Аксай-4, 70Б",полный день,Полная занятость,Аквариум;мастерская;Работа в команде;Работа с людьми;Работа в условиях многозадачности;Умение работать с клиентами;Английский — A1 — Начальный;,https://almaty.hh.kz/vacancy/80357902,,
Сервисный инженер,121,от 320 000 до 435 000 KZT до вычета налогов,ТОО RIMAKS(РИМАКС),Вакансия опубликована 4 мая 2023 в Алматы,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80010740,,
Преподаватель биологии,132,от 100 000 KZT на руки,ИП СЕКСЕНАЛЫ,Вакансия опубликована 27 мая 2023 в Алматы,Алматы,гибкий график,Полная занятость,Казахский — C1 — Продвинутый;Русский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80947171,,
Стажер-программист 1С,96,от 150 000 до 300 000 KZT на руки,ТОО Первый БИТ,Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, улица Наурызбай Батыра, 17/1",полный день,Стажировка,1С: Предприятие 8;Поиск информации в интернет;Обновление конфигурации 1С;1С программирование;Internet;Подбор персонала;,https://almaty.hh.kz/vacancy/80583356,,IT
Intern in Financial Audit IT Group,116,з/п не указана,ТОО EY (Ernst & Young),Вакансия опубликована 22 мая 2023 в Алматы,"Нур-Султан (Астана), улица Достык, 16",полный день,Стажировка,SQL;MS SQL;Английский язык;Pascal;,https://almaty.hh.kz/vacancy/80793476,,IT
Мобильный мерчендайзер (Магнум),77,от 150 000 KZT на руки,ТОО ТК Пищевик,Вакансия опубликована 17 мая 2023 в Алматы,"Алматы, улица Жарокова, 280В",полный день,Полная занятость,Мерчандайзинг;Умение работать в команде;Работа в команде;Проведение инвентаризаций;Пополнение товарных запасов;Стабильность;,https://almaty.hh.kz/vacancy/80582228,,
Администратор бессерверного приложения AWS node.js,160,от 1 000 до 2 000 EUR на руки,ECAPZ,Вакансия опубликована 29 апреля 2023 в Алматы,Алматы,удаленная работа,Полная занятость,Node.js;AWS;Удаленная работа;Администрирование;,https://almaty.hh.kz/vacancy/79942311,,IT
Помощник бухгалтера в отдел учета и экономики,84,до 200 000 KZT на руки,ТОО Алтын Алма,Вакансия опубликована 24 мая 2023 в Алматы,"Алматы, улица Нурмакова, 75",полный день,Полная занятость,1С: Предприятие 8;MS Excel;,https://almaty.hh.kz/vacancy/80923220,,IT
Аналитик,10,з/п не указана,ТОО Neo Service,Вакансия опубликована 15 мая 2023 в Алматы,"Алматы, улица Пирогова, 31",полный день,Полная занятость,Excel;MC Excel;Работа в команде;Работа с большим объемом информации;Умение работать в условиях многозадачности;Умение работать в команде и самостоятельно;,https://almaty.hh.kz/vacancy/80433690,,IT
СММ-специалист,3,от 50 000 до 150 000 KZT до вычета налогов,ИП Phoenix,Вакансия опубликована 14 мая 2023 в Алматы,Алматы,гибкий график,Частичная занятость,Английский язык;Грамотная речь;Работа в команде;Adobe Photoshop;Грамотность;Монтаж видео;Любознательность;Креативность;Видеомонтаж;MS PowerPoint;Обработка видео;,https://almaty.hh.kz/vacancy/80390059,,Менеджмент
ГИС-Универсал (полевая работа),14,з/п не указана,ТОО 2ГИС-Справочник Двух Столиц,Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, проспект Жибек Жолы, 135",полный день,Полная занятость,Грамотная речь;Работа в команде;Грамотность;Работа с большим объемом информации;Работа с базами данных;AutoCAD;ArcGIS;Excel;MapInfo Professional;Английский — A1 — Начальный;,https://almaty.hh.kz/vacancy/79987614,,Искусство
"QA инженер, Департамент сопровождения информационных систем",124,з/п не указана,АО Jusan Bank,Вакансия опубликована 10 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79111740,,IT
Специалист Мидл-офиса,40,от 150 000 до 250 000 KZT на руки,АО Страховая компания Сентрас Иншуранс,Вакансия опубликована 17 мая 2023 в Алматы,"Алматы, улица Мынбаева, 151",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80574795,,
Intern in Consulting department (ESG),40,з/п не указана,ТОО EY (Ernst & Young),Вакансия опубликована 18 мая 2023 в Алматы,Алматы,полный день,Стажировка,ESG;Risks;Анализ данных;Английский язык;Работа в команде;,https://almaty.hh.kz/vacancy/79448556,,
"Маркировщик товаров для хобби (г. Алматы, ТРЦ ""Grand Park"")",40,от 130 000 KZT на руки,ТОО Арт Град,Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, улица Кабдолова, 1",полный день,Полная занятость,Обучение и развитие;Умение работать в команде;Контроль сроков годности;,https://almaty.hh.kz/vacancy/80306393,,
Дневной парковщик (электросамокаты),40,от 170 000 до 200 000 KZT на руки,ТОО Jet Sharing,Вакансия опубликована 29 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80808190,,
Менеджер по туризму,72,от 300 000 до 400 000 KZT до вычета налогов,ИП Енсебаев М.Ж.,Вакансия опубликована 16 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Грамотная речь;Деловое общение;Английский язык;,https://almaty.hh.kz/vacancy/79439676,,
Оператор VR в батутный парк KANGO,40,з/п не указана,ТОО Kango,Вакансия опубликована 29 мая 2023 в Алматы,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81100691,,
Ассистент в отдел ИМПОРТНЫХ ЗАКУПОК и ЛОГИСТИКИ,67,от 200 000 до 350 000 KZT на руки,Koroleva HR,Вакансия опубликована 24 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Работа с поставщиками;Грамотная речь;Деловая переписка;Телефонные переговоры;Ведение переговоров;Закупка товаров и услуг;Работа в команде;Поиск поставщиков;Логистика поставок;Договоры поставки;Excel;Коммуникабельность;Документальное сопровождение;Деловое общение;1С: Предприятие 8;,https://almaty.hh.kz/vacancy/80938183,,
Младший аналитик в отдел аналитики бизнес-процессов и эффективности продаж,10,з/п не указана,АО Home Credit Bank,Вакансия опубликована 16 мая 2023 в Алматы,Алматы,полный день,Полная занятость,SQL;,https://almaty.hh.kz/vacancy/80479285,,IT
Посудомойщик / Посудомойщица,40,от 150 000 до 180 000 KZT на руки,ИП Бугимбаева Ч.Ч.,Вакансия опубликована 4 мая 2023 в Алматы,Алматы,гибкий график,Полная занятость,Уборка;Работа в коллективе;Умение работать в команде;,https://almaty.hh.kz/vacancy/80102418,,
Практикант в отдел кадров,117,з/п не указана,ТОО Royal Tulip Almaty (ЕЛ-ТАИР),Вакансия опубликована 29 мая 2023 в Алматы,Алматы,полный день,Стажировка,E9,https://almaty.hh.kz/vacancy/80764877,,Менеджмент
Страховой агент (Дистанционная работа),122,з/п не указана,АО NOMAD insurance,Вакансия опубликована 28 мая 2023 в Алматы,Алматы,удаленная работа,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80684336,,
Ассистент Монтессори педагога,132,от 150 000 до 150 000 KZT на руки,ТОО Зеленый Дом Алматы,Вакансия опубликована 12 мая 2023 в Алматы,"Алматы, Абая, 5-я Кирпичнозаводская улица, 15",полный день,Полная занятость,Грамотная речь;Работа в команде;Грамотность;Самодисциплина;Умение работать с детьми;Взаимодействие с детьми;Работа с клиентами;Дружелюбность;Умение быстро учиться;,https://almaty.hh.kz/vacancy/80341180,,
Младший специалист,10,з/п не указана,ТОО Техинвест проект,Вакансия опубликована 27 мая 2023 в Алматы,Алматы,гибкий график,Полная занятость,"Работа с большим объемом информации;Аналитическое мышление;Обучение и развитие;Логическое мышление;Умение находить общий язык с людьми;Быстрое обучение;Стабильность;Внимательность, ответственность;",https://almaty.hh.kz/vacancy/81139082,,IT
Ревизор контрольно-ревизионного отдела,16,от 300 000 до 350 000 KZT на руки,ТОО Fast Meals and Goods,Вакансия опубликована 28 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80472762,,Финансы
Инженер-проектировщик/инженер-конструктор,48,от 290 000 KZT до вычета налогов,Акустик Групп,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, Алатау, Москва, Сайран, улица Жандосова, 98",полный день,Полная занятость,AutoCAD;Строительство;Инженерные системы;Разработка проектной документации;Проектирование;,https://almaty.hh.kz/vacancy/80431614,,Сервисное обслуживание/производство
Помощник главного бухгалтера,18,з/п не указана,ТОО RG Brands Kazakhstan,Вакансия опубликована 24 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80959582,,Финансы
Оператор в отдел бронирования и размещения гостей в отель,40,от 100 000 до 100 000 KZT на руки,ТОО Royal Tulip Almaty (ЕЛ-ТАИР),Вакансия опубликована 27 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Прием и распределение телефонных звонков;Грамотная речь;Пользователь ПК;Умение работать в команде;входящие звонки;,https://almaty.hh.kz/vacancy/80409850,,
Администратор в гостиницу,94,от 100 000 до 150 000 KZT на руки,ИП Халмуратова Майра,Вакансия опубликована 28 мая 2023 в Алматы,"Алматы, улица Айтиева, 31",полный день,Полная занятость,Работа в команде;Грамотная речь;Поиск информации в интернет;Пользователь ПК;Умение работать в команде;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80223850,,
Помощник главного бухгалтера,18,от 130 000 до 150 000 KZT на руки,ТОО Saia Group,Вакансия опубликована 18 мая 2023 в Алматы,"Алматы, проспект Рыскулова, 61В",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80641048,,Финансы
"Мерчендайзер с функцией торгового представителя в сеть ""МАГНУМ""",129,от 150 000 до 220 000 KZT на руки,ТОО Прима-Мороженое,Вакансия опубликована 16 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80471865,,
Ассистент менеджера по работе с клиентами,54,до 185 000 KZT на руки,АО Нурбанк,Вакансия опубликована 22 мая 2023 в Алматы,"Алматы, Абая, улица Желтоксан, 173",полный день,Полная занятость,Деловая переписка;Работа в команде;Деловое общение;Документальное сопровождение;Деловая коммуникация;,https://almaty.hh.kz/vacancy/80788072,,Менеджмент
Оператор ПК,84,от 200 000 KZT до вычета налогов,Insolutions,Вакансия опубликована 27 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Английский — B1 — Средний;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80412369,,IT
Повар-сушист,94,от 300 000 KZT на руки,ИП КАРНАУХ Е Б,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, улица Желтоксан, 118",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80171474,,
IT специалист/системный администратор (Алматы),40,от 100 000 до 160 000 KZT на руки,ТОО 7е,Вакансия опубликована 10 мая 2023 в Алматы,"Алматы, улица Тажибаевой, 184",полный день,Полная занятость,Настройка ПК;Настройка сетевых подключений;Техническая поддержка;Установка Windows;Ремонт ПК;Сборка ПК;Настройка ПО;Работа в условиях многозадачности;Продвинутый пользователь ПК;Поддержка пользователей;Установка ПО;Установка и настройка ПО;Решение проблем;Умение работать в условиях многозадачности;Администрирование;,https://almaty.hh.kz/vacancy/80212972,,
