Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
"Геолог (ВКО, Глубоковский район, п. Алтайский)",28,з/п не указана,ТОО Востокцветмет ТОО,Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81201668,,Гео
Менеджер по маркетингу,68,от 270 000 до 310 000 KZT до вычета налогов,"АО УМЗ, АО",Вакансия опубликована 23 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80891325,,Менеджмент
Модератор карт,40,от 250 000 до 250 000 KZT до вычета налогов,ТОО Апару,Вакансия опубликована 5 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80135121,,
Помощник главного бухгалтера,18,от 200 000 KZT на руки,ТОО LOGYGROUND,Вакансия опубликована 23 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Тохтарова, 48/2",полный день,Полная занятость,Кадровое делопроизводство;1С: Бухгалтерия;Работа с документами;Сверка взаиморасчетов с поставщиками товаров и услуг;Первичные документы;Внутренняя документация;,https://almaty.hh.kz/vacancy/80856675,,Финансы
Администратор фитнес-клуба Orange Area,8,от 250 000 KZT на руки,ИП Джерихов С.В.,Вакансия опубликована 11 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, проспект Ауэзова, 1/1",сменный график,Полная занятость,Грамотная речь;Пользователь ПК;Деловое общение;Навыки продаж;Телефонные переговоры;Прием и распределение телефонных звонков;,https://almaty.hh.kz/vacancy/79665776,,
Администратор салона красоты,8,от 120 000 до 150 000 KZT на руки,ИП Рифель Н.Н,Вакансия опубликована 28 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Крылова, 66",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80788409,,
Лаборант химического анализа,168,от 200 000 KZT на руки,"ТОО Багратион Улан, ТОО",Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81196223,,Наука
Инженер Управления связи Представительства,112,з/п не указана,АО Национальные информационные технологии,Вакансия опубликована 24 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80923270,,IT
Оператор,84,от 130 000 KZT до вычета налогов,АО Объединённая ЭнергоСервисная Компания,Вакансия опубликована 25 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Бажова, 10",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80993298,,IT
Торговый представитель,129,от 250 000 до 300 000 KZT до вычета налогов,"ТОО Багратион Улан, ТОО",Вакансия опубликована 26 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81065992,,
Оператор по упаковке весовой продукции,85,от 220 000 до 250 000 KZT до вычета налогов,АО Aitas KZ,Вакансия опубликована 12 мая 2023 в Усть-Каменогорске,Усть-Каменогорск,сменный график,Полная занятость,Пользователь ПК;Работа в команде;Грамотность;Работа в условиях многозадачности;Опыт личностного общения и успешных продаж;,https://almaty.hh.kz/vacancy/80330624,,Сервисное обслуживание/производство
Веб-дизайнер,96,от 150 000 до 300 000 KZT до вычета налогов,ИП Аянбек Досумбаев,Вакансия опубликована 23 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80859203,,IT
IOS Developer,96,з/п не указана,ТОО Апару,Вакансия опубликована 18 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Кайсенова, 123",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80633787,,IT
Хостес,140,до 150 000 KZT на руки,ИП Нечепуренко А.М,Вакансия опубликована 10 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Антона Чехова, 46к1",полный день,Полная занятость,Работа в команде;Грамотная речь;Опрятность;Приветливость;Дружелюбность;Опрятный внешний вид;Встреча гостей;Умение проявлять тактичность и толерантность;,https://almaty.hh.kz/vacancy/80231629,,
Специалист по подбору кадров,118,от 200 000 до 500 000 KZT до вычета налогов,Workle Pro,Вакансия опубликована 25 мая 2023 в Усть-Каменогорске,Алматы,удаленная работа,Частичная занятость,Подбор персонала;Рекрутмент;,https://almaty.hh.kz/vacancy/81011602,,Менеджмент
Электромонтажник/монтажник,143,от 395 000 до 620 000 KZT на руки,ЗАО ЭнергоСтрой,Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,"Екатеринбург, Геологическая, Площадь 1905 года, Чкаловская, улица Начдива Васильева, 3А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80060485,,Сервисное обслуживание/производство
Намотчица/намотчик секций силовых конденсаторов,40,от 180 000 KZT на руки,ТОО Усть-Каменогоркий конденсаторный завод,Вакансия опубликована 23 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Жакыпбека Малдыбаева, 1",полный день,Полная занятость,Пользователь ПК;Google Chrome;Работа с людьми;,https://almaty.hh.kz/vacancy/80886721,,
Оператор отдела по работе с потребителями,40,от 150 000 KZT на руки,"Усть-Каменогорские тепловые сети, АО",Вакансия опубликована 22 мая 2023 в Усть-Каменогорске,Г.Усть-Каменогорск,полный день,Полная занятость,Прием и распределение телефонных звонков;Грамотная речь;Работа с базами данных;работа с физическими лицами;,https://almaty.hh.kz/vacancy/79774034,,
Секретарь директора Банка,40,з/п не указана,АО Bereke Bank,Вакансия опубликована 24 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80922003,,
Специалист по подбору кадров,118,от 200 000 до 500 000 KZT до вычета налогов,Workle Pro,Вакансия опубликована 24 мая 2023 в Усть-Каменогорске,Алматы,удаленная работа,Частичная занятость,Подбор персонала;Рекрутмент;,https://almaty.hh.kz/vacancy/80933315,,Менеджмент
Специалист отдела снабжения,66,от 200 000 до 268 000 KZT на руки,ТОО General WAY,Вакансия опубликована 18 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Тохтарова, 51",полный день,Полная занятость,Заключение договоров;Пользователь ПК;Закупка товаров и услуг;Управление поставками;Документальное сопровождение;Согласование договоров;Работа с поставщиками;Контроль поставок;Контроль оформления документов;Договоры поставки;Логистика поставок;,https://almaty.hh.kz/vacancy/80657076,,Менеджмент
Менеджер в мессенджерах,8,от 70 000 до 150 000 руб. до вычета налогов,Нагорнов Илья Викторович,Вакансия опубликована 27 мая 2023 в Усть-Каменогорске,Алматы,гибкий график,Полная занятость,Навыки продаж;Деловая переписка;Умение работать в команде;Консультирование клиентов по телефону;Управление отношениями с клиентами;Деловое общение;Продажи;Навыки межличностного общения;Работа в команде;Грамотная речь;Образованность;Общение;Индивидуальный подход;Консультирование;Работа с клиентами;CRM;Проведение опросов;Грамотность;Деловая коммуникация;,https://almaty.hh.kz/vacancy/80392999,,
Медицинский представитель,65,от 200 000 до 500 000 KZT на руки,ТОО Новатор Фарма,Вакансия опубликована 25 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Навыки продаж;Коммуникативные навыки;Навыки презентации;Работа в команде;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/81028576,,Медицина
Специалист по подбору кадров,118,от 200 000 до 500 000 KZT до вычета налогов,Workle Pro,Вакансия опубликована 5 мая 2023 в Усть-Каменогорске,Алматы,удаленная работа,Частичная занятость,Подбор персонала;Рекрутмент;,https://almaty.hh.kz/vacancy/80152943,,Менеджмент
"Тайный покупатель, удаленно",40,з/п не указана,ТОО PLAN business consult,Вакансия опубликована 16 мая 2023 в Усть-Каменогорске,Алматы,удаленная работа,Частичная занятость,Грамотная речь;Ответственность;,https://almaty.hh.kz/vacancy/80516636,,
Мастер по ремонту оборудования,115,от 150 000 до 200 000 руб. на руки,ИП Bakishev,Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,Усть-Каменогорск,полный день,Полная занятость,Работа в команде;Водительское удостоверение категории B;Водительское удостоверение категории BC;MS Dos;,https://almaty.hh.kz/vacancy/81246042,,Сервисное обслуживание/производство
Менеджер химчистки ковров,40,от 150 000 до 250 000 KZT до вычета налогов,ИП K-Service,Вакансия опубликована 17 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Новаторов, 5",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80559224,,
Экономист отдела снабжения,66,от 205 000 KZT до вычета налогов,ТОО Усть-Каменогоркий конденсаторный завод,Вакансия опубликована 4 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Жакыпбека Малдыбаева, 1",полный день,Полная занятость,Закупки;Английский язык;Закупка товаров и услуг;Планирование закупок;Оптимизация закупок;,https://almaty.hh.kz/vacancy/80079255,,Менеджмент
Мерчендайзер,77,от 160 000 KZT на руки,"Galanz Bottlers, АО",Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Работать в команде;Мобильность;Визуальный мерчандайзинг;,https://almaty.hh.kz/vacancy/81199734,,
Электромонтажник,143,от 300 000 KZT на руки,ТОО Elit Stroy group,Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79969766,,Сервисное обслуживание/производство
Торговый представитель,129,от 255 000 KZT на руки,ТОО DELVITA-Алматы,Вакансия опубликована 27 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Мерчендайзинг;работа с текущей базой клиентов;Поиск и привлечение клиентов;Прямые продажи;Активные продажи;Грамотная речь;Работа с дебиторской задолженностью;,https://almaty.hh.kz/vacancy/80019772,,
Слесарь по обслуживанию и ремонту оборудования на подземных горных работах (Алтайский край),111,з/п не указана,Уральская горно-металлургическая компания,Вакансия опубликована 24 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80920965,,Сервисное обслуживание/производство
Специалист по оборудованию,111,от 120 000 KZT на руки,ТОО Алтын Алма,Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, проспект Абая, 189",полный день,Полная занятость,MS Dos;,https://almaty.hh.kz/vacancy/81232649,,Сервисное обслуживание/производство
Начинающий специалист по подбору персонала/рекрутер,118,от 150 000 до 170 000 KZT на руки,ТОО ExpertFinance,Вакансия опубликована 4 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, проспект Абая, 189",полный день,Полная занятость,Подбор персонала;Адаптация персонала;Обучение и развитие;Организаторские навыки;Работа в команде;,https://almaty.hh.kz/vacancy/80123629,,Менеджмент
Территориальный агент Beeline,40,от 100 000 до 250 000 KZT на руки,"Beeline, ТМ",Вакансия опубликована 19 мая 2023 в Усть-Каменогорске,Алматы,гибкий график,Частичная занятость,Поиск и привлечение клиентов;Консультация клиентов;Грамотная речь;,https://almaty.hh.kz/vacancy/77831198,,
Помощник юриста,145,от 35 000 руб. на руки,BY business group,Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, проспект Сатпаева, 7",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80699880,,
Промоутер-консультант/Хостес в табачный бренд,140,от 112 000 до 200 000 KZT на руки,ТОО CONTINEO,Вакансия опубликована 28 мая 2023 в Усть-Каменогорске,Алматы,гибкий график,Частичная занятость,Работа в команде;Проведение презентаций;Ведение переговоров;Грамотная речь;Активные продажи;,https://almaty.hh.kz/vacancy/81025237,,
Вальцовщик холодного металла/Прессовщик на гидропрессах/Станочник,128,от 200 000 до 285 000 KZT до вычета налогов,"АО УМЗ, АО",Вакансия опубликована 24 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80938792,,Сервисное обслуживание/производство
Бухгалтер по реализации,18,от 150 000 до 160 000 KZT на руки,ТОО Эмиль,Вакансия опубликована 15 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Александра Протозанова, 5",полный день,Полная занятость,1С: Предприятие 8;Знание 1С;1C: Предприятие;Работа с документами постоянного хранения;Работа с документами временного хранения;,https://almaty.hh.kz/vacancy/79997325,,Финансы
Медицинская сестра/медицинский брат,64,з/п не указана,"ТОО Олимп КДЛ, ТМ (ТОО Мырза Хан)",Вакансия опубликована 25 мая 2023 в Усть-Каменогорске,Алматы,сменный график,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;проведение опросов общественного мнения;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/79853387,,Медицина
Диспетчер Service Desk,121,до 140 000 KZT на руки,ТОО Logitex,Вакансия опубликована 2 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Грамотная речь;Ведение переговоров;Деловая переписка;Телефонные переговоры;Техническая поддержка;,https://almaty.hh.kz/vacancy/79960883,,
Бухгалтер-стажер,18,от 130 000 до 150 000 KZT на руки,ТОО ExpertFinance,Вакансия опубликована 4 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, проспект Абая, 189",полный день,Стажировка,Первичная документация;Бухгалтерский учет;Авансовые отчеты;1С: Предприятие 8;Учет поступающих ТМЦ;Пользователь ПК;Работа с большим объемом информации;1C: Зарплата и кадры;1С: Предприятие: Бухгалтерский Учет;Грамотность;Ответственность;,https://almaty.hh.kz/vacancy/80124173,,Финансы
Оператор ресепшен,40,от 109 000 до 109 000 KZT до вычета налогов,АО TECHNODOM Operator (Технодом Оператор),Вакансия опубликована 19 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80728865,,
Экспедитор,40,от 160 000 до 165 000 KZT до вычета налогов,"Радуга, ТОО (Компания Raduga KDR)",Вакансия опубликована 17 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Работа в команде;Умение принимать решения;Умение работать в коллективе;,https://almaty.hh.kz/vacancy/80583184,,
Уборщик торговых помещений,40,от 140 000 до 140 000 KZT на руки,ТОО Крепёжная застава (сеть магазинов строительных материалов ТНП),Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Казахстан, 159",полный день,Полная занятость,Клининг;Не конфликтность;Умение работать в команде;Опрятность;,https://almaty.hh.kz/vacancy/81070829,,
Оператор производственной линии,85,до 150 000 KZT на руки,ТОО ТАГБЕНТ,Вакансия опубликована 25 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Карла Либкнехта, 21",полный день,Полная занятость,Контроль качества;Работа в команде;Производственный контроль;Производственное планирование;Умение работать в команде;Контроль отгрузок;Организация производства;Уборка;Организация рабочего процесса;,https://almaty.hh.kz/vacancy/80993696,,Сервисное обслуживание/производство
Сервисный инженер,111,з/п не указана,ТОО Neo Service,Вакансия опубликована 4 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80081582,,Сервисное обслуживание/производство
Диспетчер,39,от 115 000 до 115 000 KZT до вычета налогов,ТОО Гелиос,Вакансия опубликована 16 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,MS Outlook;Организаторские навыки;Пользователь ПК;,https://almaty.hh.kz/vacancy/80488571,,
Преподаватель в школу робототехники,132,от 70 000 KZT на руки,ТОО Mutayev & CO,Вакансия опубликована 2 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, проспект Абая, 9/1",полный день,Частичная занятость,Умение общаться с людьми;Опытный пользователь ПК;Грамотная речь;Творческий подход к работе;Обучение;Работа в команде;Творческое мышление;Умение работать в команде;Грамотность;Индивидуальный подход;,https://almaty.hh.kz/vacancy/79983607,,
Удаленный сотрудник по работе с клиентами,40,от 100 000 до 160 000 KZT до вычета налогов,ТОО Oktrening,Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,Алматы,удаленная работа,Полная занятость,Грамотная речь;Работа в команде;Грамотность;Работа с большим объемом информации;Деловое общение;,https://almaty.hh.kz/vacancy/79196848,,
