Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Оператор по обработке архивных документов (г. Алматы),40,от 150 000 до 150 000 KZT на руки,ТОО АСиВ,Вакансия опубликована 19 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Пользователь ПК;Грамотная речь;Работа в команде;Грамотность;Русский язык;Набор текста;Быстрый набор текста;Высокая скорость работы;,https://almaty.hh.kz/vacancy/80688429,,
Ассистент HR-менеджера,118,от 280 000 до 500 000 KZT на руки,ТОО АГ ТЕХНОЛОДЖИ,Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, Сары-Арка, Наурызбайский район, микрорайон Каргалы, улица Туруспекова, 50",полный день,Полная занятость,Грамотная речь;Грамотный русский язык;Умение работать с людьми;Работа в условиях многозадачности;Работа с компьютером;,https://almaty.hh.kz/vacancy/81254788,,Менеджмент
Начинающий специалист IT отдела,84,от 150 000 KZT на руки,АО Страховая компания Amanat,Вакансия опубликована 17 мая 2023 в Алматы,"Алматы, проспект Достык, 232",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80018543,,IT
Помощник менеджера по тендерам со знанием компьютера,119,з/п не указана,ТОО FINTEND,Вакансия опубликована 22 мая 2023 в Алматы,"Алматы, улица Ломоносова, 61",полный день,Полная занятость,"Навыки составления отчетности;Google таблицы;Деловая переписка;Грамотная речь;Деловое общение;умение работать с программами Word, Excel, Power Point;Желание расти и развиваться;Профессиональный пользователь ПК;",https://almaty.hh.kz/vacancy/80785370,,Менеджмент
Оператор в службу доставки,40,от 200 000 KZT до вычета налогов,ИП Мороз,Вакансия опубликована 29 мая 2023 в Алматы,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80868753,,
Контролер билетов,40,от 150 000 до 150 000 KZT на руки,ТОО Транспортный холдинг города Алматы,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, Алатауский район, микрорайон Самгау, улица Кокорай, 2А/1",сменный график,Полная занятость,"вежливость, ответственность за свою работу;Казахский — B2 — Средне-продвинутый;Русский — B2 — Средне-продвинутый;",https://almaty.hh.kz/vacancy/81080165,,
IT Intern (Paid Internship),10,з/п не указана,ТОО Caspian International Restaurants company,Вакансия опубликована 4 мая 2023 в Алматы,Алматы,полный день,Стажировка,MS PowerPoint;Analytical skills;Time management;Работа с документами;MS Excel;Communication skills;,https://almaty.hh.kz/vacancy/80084680,,IT
Дизайнер/Junior Designer,34,от 100 000 до 200 000 KZT на руки,ТОО Alberto Casiano,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, улица Курмангазы, 97",гибкий график,Полная занятость,CorelDRAW;Adobe Photoshop;Figma;Графический дизайн;Опытный пользователь ПК;Дружелюбность;Организованность;Желание обучаться;Позитивное мышление;Быстро учусь;Усидчивость;,https://almaty.hh.kz/vacancy/80931722,,Массмедиа
Офис-менеджер,40,от 200 000 до 400 000 KZT до вычета налогов,ТОО BIG STAR for everyone,Вакансия опубликована 17 мая 2023 в Алматы,"Алматы, улица Оспанова, 26",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80570803,,
Администратор,8,от 150 000 KZT на руки,ИП Scales ofJustice,Вакансия опубликована 25 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80494755,,
Специалист по работе с документами,40,от 185 000 KZT до вычета налогов,ТОО 001KZ (001КЗ),Вакансия опубликована 15 мая 2023 в Алматы,"Алматы, улица Муратбаева, 180",сменный график,Частичная занятость,"оформление заказов;Работа в программе 1С;Электронная почта;Уверенный пользователь ПК;Работа с оргтехникой;Работа с большим объемом информации;Работа в команде;Бесконфликтность;Google Chrome;Заинтересованность;Внимательность, ответственность;Опрятность;Оператор ПК;Умение работать в команде;Работа с электронной почтой;Коммуникация;Печать;Пользователь ПК;",https://almaty.hh.kz/vacancy/80433425,,
Администратор Образовательного Центра,8,от 200 000 KZT на руки,ИП Эрудит,Вакансия опубликована 1 мая 2023 в Алматы,"Алматы, проспект Достык, 162к5",полный день,Полная занятость,Пользователь ПК;Грамотная речь;Организаторские навыки;Управление персоналом;Ведение переговоров;Проявление тактичности и толерантности;Организация учебного процесса;CRM;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/79952967,,
Помощник педагога/вожатый в дневной лагерь,40,з/п не указана,ТОО Sivital-Казахстан,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, проспект Назарбаева, 264",полный день,Полная занятость,Обучение и развитие;Организация мероприятий;Творчество;Работа в команде;Многозадачность;Творческое мышление;Организаторские навыки;Умение работать в коллективе;Работа с детьми;организация досуга;Творческий подход к работе;Готовность к обучению;Любовь к детям;,https://almaty.hh.kz/vacancy/80435732,,
Помощник мастера по ремонту стиральных машин,40,от 300 000 до 450 000 KZT на руки,ИП Захарчук Леонид Дмитриевич (A Service),Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, Линия А, метро Абая",полный день,Полная занятость,Пользователь ПК;Ремонт бытовой техники;Ремонт техники;Гарантийное обслуживание;Ремонт;Терпеливость;Стабильность;Техническая грамотность;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/79818720,,
Бухгалтер,18,от 400 000 до 500 000 KZT на руки,ТОО МедИнвестГрупп Казахстан,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, Турксибский район",полный день,Полная занятость,1С: Предприятие 8;Работа с большим объемом информации;Ведение отчетности;Подготовка отчетов;Знание 1С;,https://almaty.hh.kz/vacancy/81101254,,Финансы
Медицинский регистратор,8,от 180 000 до 250 000 KZT до вычета налогов,ТОО Достар Мед сервис,Вакансия опубликована 3 мая 2023 в Алматы,"Алматы, улица Сеченова, 28",полный день,Полная занятость,"Пользователь ПК;Грамотная речь;Умение работать в команде;Работа с большим объемом информации;Телефонные переговоры;Ответственное хранение;Работа с документами;Деловая этика;Работа с документами временного хранения;грамотная русская речь (устная и письменная);грамотная устная речь, хорошо поставленный голос, необходимая дикция;",https://almaty.hh.kz/vacancy/80016349,,
Тайный проверящий,40,от 100 000 KZT до вычета налогов,ООО 4Service Holdings GmbH,Вакансия опубликована 15 мая 2023 в Алматы,Алматы,гибкий график,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80400723,,
Стажер в отдел IT,40,з/п не указана,ТОО Нестле Фуд Казахстан,Вакансия опубликована 11 мая 2023 в Алматы,"Алматы, улица Тимирязева, 28В",полный день,Стажировка,Деловая коммуникация;MS Excel;Усидчивость;Коммуникативные навыки;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/79182371,,
Администратор,140,от 250 000 до 350 000 KZT до вычета налогов,ТОО HAIM GROUP (ХАЙМ ГРУПП),Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, Абая, микрорайон Кок-Тобе, улица Радлова, 68",сменный график,Полная занятость,Грамотность;Умение расставлять приоритеты;Умение работать с людьми;Навыки улаживания конфликтов;Не конфликтность;Высокая энергичность и инициативность;Умение адаптироваться;Опрятность;,https://almaty.hh.kz/vacancy/80433457,,
СММ-менеджер/мобилограф,3,от 100 000 KZT на руки,ИП КАРБОЗОВ Н. С,Вакансия опубликована 22 мая 2023 в Алматы,Алматы,гибкий график,Частичная занятость,Креативность;Adobe Photoshop;Грамотность;Написание текстов;СММ;,https://almaty.hh.kz/vacancy/80802674,,Менеджмент
Мерчендайзер,77,от 180 000 до 200 000 KZT на руки,ТОО БТЛ МЫ (Планограмма),Вакансия опубликована 26 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Мерчендайзинг;Мерчандайзинг;Мобильный мерчандайзинг;Работа с магазинами премиум-класса;Работа с магазинами эконом-класса;Выкладка товаров;Отчетность;Русский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/81089990,,
Помощник мастера по ремонту бытовой техники,40,от 300 000 до 450 000 KZT на руки,ИП Захарчук Леонид Дмитриевич (A Service),Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, Линия А, метро Байконур",полный день,Полная занятость,Пользователь ПК;Ремонт бытовой техники;Ремонт техники;Гарантийное обслуживание;Ремонт;Терпеливость;Стабильность;Техническая грамотность;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/80167281,,
Фотограф/видеограф,20,от 175 000 до 225 000 KZT на руки,"АО РТС Деко, АО",Вакансия опубликована 15 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Обработка видео;Репортажная фотосъемка;,https://almaty.hh.kz/vacancy/79960825,,Массмедиа
Системный администратор,113,от 350 000 до 400 000 KZT на руки,ИП Енсебаев М.Ж.,Вакансия опубликована 16 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Знание компьютера;,https://almaty.hh.kz/vacancy/79433870,,IT
HR-менеджер ( рассмотрим без опыта),8,от 350 000 до 550 000 KZT на руки,"ТОО Этажи, ТМ (ТОО Etagi Almaty)",Вакансия опубликована 17 мая 2023 в Алматы,"Алматы, Абая, проспект Назарбаева, 223",полный день,Полная занятость,Подбор персонала;Управление персоналом;Обучение персонала;Поиск персонала в открытых источниках;Подбор сотрудников;HR;Многозадачность;Первичная адаптация;Работа с персоналом;Работа в коллективе;Желание учиться и развиваться;Составление планов по подбору;,https://almaty.hh.kz/vacancy/80185873,,
Логист (удаленно),67,от 80 000 KZT на руки,ИП Health Food (Зоров В. Time Service),Вакансия опубликована 15 мая 2023 в Алматы,Алматы,удаленная работа,Частичная занятость,Пользователь ПК;Поиск информации в интернет;Грамотная речь;Internet;Google Chrome;Распределительная логистика;Логистика;Транспортная логистика;,https://almaty.hh.kz/vacancy/80427424,,
Фасовщик,146,от 170 000 до 225 000 KZT на руки,ТОО Тен и Ко (TM BASILIC),Вакансия опубликована 4 мая 2023 в Алматы,"Алматы, Райымбек батыра, проспект Суюнбая, 15",полный день,Полная занятость,Грамотная речь;Договорная работа;Ориентация на результат;Умение планировать;Юриспруденция;,https://almaty.hh.kz/vacancy/80099789,,
Администратор в музыкальную школу,8,от 150 000 до 150 000 KZT на руки,ИП JK MUSIC SCHOOL,Вакансия опубликована 22 мая 2023 в Алматы,"Алматы, улица Кабдолова, 22В",полный день,Полная занятость,Консультирование клиентов по телефону;Умение работать в команде;Консультирование;Работа с людьми;Консультирование клиентов;Уверенный пользователь ПК;Грамотная устная и письменная речь;Составление графиков работы;Любовь к детям;Русский язык;Казахский язык;Умение расставлять приоритеты;Работа в CRM системе;Работа с базами данных;,https://almaty.hh.kz/vacancy/80850225,,
Помощник адвоката,146,до 300 000 KZT на руки,ТОО Каймаков и Партнеры,Вакансия опубликована 24 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80989390,,
Администратор,40,от 180 000 до 350 000 KZT на руки,ИП Егоров Александр Николаевич,Вакансия опубликована 29 мая 2023 в Алматы,"городская гмина Познань, улица Радлова, 22",полный день,Полная занятость,Поиск информации в интернет;Телефонные переговоры;Активные продажи;Любовь к детями;,https://almaty.hh.kz/vacancy/80282585,,
Семейная помощница / Семейный помощник,40,от 200 200 до 200 200 KZT до вычета налогов,Частное образовательное Учреждение SOS Детская деревня Алматы,Вакансия опубликована 18 мая 2023 в Алматы,"Алматы, улица Луганского, 95",полный день,Полная занятость,Навыки межличностного общения;Работа в команде;Психология Личности;,https://almaty.hh.kz/vacancy/77284730,,
Архивариус,33,от 180 000 до 180 000 KZT на руки,ТОО МИКРОФИНАНСОВАЯ ОРГАНИЗАЦИЯ SOFI FINANCE (СОФИ ФИНАНС),Вакансия опубликована 11 мая 2023 в Алматы,"Алматы, проспект Сакена Сейфуллина, 502",полный день,Полная занятость,Ведение архива;Электронный документооборот;Делопроизводство;Архивирование;Экспертиза ценности документов;Подготовка документации к архивированию;Работа с документами длительного хранения;Отчетность;,https://almaty.hh.kz/vacancy/80271397,,Юриспруденция
Оператор на производство,85,до 300 000 KZT на руки,ТОО КазФерроСталь,Вакансия опубликована 12 мая 2023 в Алматы,"Алматы, Илийский тракт, 17",сменный график,Полная занятость,Стремление к профессиональному росту;,https://almaty.hh.kz/vacancy/80335512,,Сервисное обслуживание/производство
Преподаватель английского онлайн / Репетитор по английскому / Учитель английского языка,132,от 264 000 до 336 000 KZT до вычета налогов,ИП Кайф Групп,Вакансия опубликована 29 мая 2023 в Алматы,Алматы,удаленная работа,Полная занятость,Грамотная речь;Ориентация на результат;Преподавание;Работа с детьми;Русский — C2 — В совершенстве;Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/81198886,,
Аниматор на квест,13,от 120 000 до 150 000 KZT на руки,ИП Арыстан,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, Алатау, Алмалы, Байконур, Театр имени Ауэзова, улица Шагабутдинова, 114",полный день,Полная занятость,Работа в команде;Деловая коммуникация;,https://almaty.hh.kz/vacancy/80175800,,
Менеджер по направлению маркетплейсы,68,от 300 000 до 500 000 KZT на руки,ТОО Еком Маркетинг,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, Москва, улица Утеген Батыра, 7/2",полный день,Полная занятость,Adobe Photoshop;Figma;Маркетплейсы;Аналитическое мышление;Google таблицы;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80937970,,Менеджмент
Промоутер (электросамокаты),40,от 180 000 до 350 000 KZT на руки,ТОО Jet Sharing,Вакансия опубликована 29 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80850337,,
Хостес,140,от 150 000 до 220 000 KZT на руки,ИП Сулейменова,Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, микрорайон Кемел",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80868988,,
Администратор в медицинский офис,8,от 150 000 KZT на руки,ТОО INVITRO (ТОО ИНВИТРО-Казахстан),Вакансия опубликована 25 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Работа в команде;Материальная ответственность;Работа с оргтехникой;Клиентоориентированность;Работа с кассой;Ведение отчетности;Работа с большим объемом информации;Грамотная речь;Документальное сопровождение;Деловое общение;Пользователь ПК;,https://almaty.hh.kz/vacancy/80997997,,
Хостес,140,от 150 000 до 200 000 KZT на руки,ИП Ким А.В.,Вакансия опубликована 11 мая 2023 в Алматы,"Алматы, Алатау, Байконур, Театр имени Ауэзова, улица Ауэзова, 84",сменный график,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Деловое общение;Телефонные переговоры;,https://almaty.hh.kz/vacancy/80310889,,
Ассистент стоматолога хирурга,15,от 150 000 до 170 000 KZT до вычета налогов,ТОО Лаборатория улыбок,Вакансия опубликована 28 мая 2023 в Алматы,"Алматы, проспект Абая, 51",полный день,Полная занятость,Работа в 4 руки;Работа в условиях многозадачности;Ответственность и пунктуальность;,https://almaty.hh.kz/vacancy/81034436,,Медицина
Стажер в отдел бухгалтерии и финансов,40,з/п не указана,LC Waikiki,Вакансия опубликована 22 мая 2023 в Алматы,Алматы,полный день,Стажировка,E9,https://almaty.hh.kz/vacancy/80785360,,
2D-художник,34,з/п не указана,Fntastic,Вакансия опубликована 28 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Adobe Photoshop;Разработка компьютерных Игр;Gamedev;Работа в условиях многозадачности;Игровой опыт;Художник;Концептирование;,https://almaty.hh.kz/vacancy/81000512,,Массмедиа
TikTok менеджер начинающий,3,от 120 000 до 180 000 KZT до вычета налогов,ТОО REDlab.kz,Вакансия опубликована 16 мая 2023 в Алматы,Алматы,гибкий график,Частичная занятость,Наполнение контентом;SMM;Написание текстов;Креативность;Обработка видео;Поиск информации в интернет;Английский — A1 — Начальный;Русский — A1 — Начальный;,https://almaty.hh.kz/vacancy/80471538,,Менеджмент
Фармацевт-провизор,133,от 130 000 до 170 000 KZT на руки,ТОО DOSFARM,Вакансия опубликована 25 мая 2023 в Алматы,"Алматы, 4-й микрорайон, 2Б",сменный график,Полная занятость,Деловое общение;Пользователь ПК;Грамотная речь;Деловая этика;,https://almaty.hh.kz/vacancy/81004841,,Медицина
Администратор,8,от 180 000 до 300 000 руб. до вычета налогов,ИП Егоров Александр Николаевич,Вакансия опубликована 12 мая 2023 в Алматы,"Алматы, 5-й переулок, 14",сменный график,Полная занятость,Организаторские навыки;исходящие звонки;Стрессоустойчивость;Продажи;Заключение договоров;,https://almaty.hh.kz/vacancy/80354317,,
Авиаагент,40,от 207 000 до 207 000 KZT до вычета налогов,ТОО Трансавиа,Вакансия опубликована 4 мая 2023 в Алматы,"Алматы, микрорайон Керемет, 5к17",гибкий график,Стажировка,Отличное знание ПК;Поставленная речь;Логическое мышление;Работа в команде;Умение работать с людьми;Телефонные переговоры;,https://almaty.hh.kz/vacancy/80119326,,
Ассистент маркетолога,68,до 200 000 KZT на руки,ТОО КоКо Корейская косметика,Вакансия опубликована 4 мая 2023 в Алматы,"Алматы, проспект Аль-Фараби, 7к4А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79376197,,Менеджмент
Сестра-хозяйка/брат-хозяин (специалист по хозяйственному обеспечению),40,до 300 000 KZT на руки,ТОО DOSFARM,Вакансия опубликована 12 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80331808,,
Ассистент учителя (Teaching Assistant),132,от 160 000 KZT на руки,Казахстанская школа интеллекта,Вакансия опубликована 18 мая 2023 в Алматы,"Алматы, проспект Аль-Фараби, 118/15",полный день,Полная занятость,умение организовывать работу и работать в команде;профессионализм;Английский язык;Любовь к детям;Преподаватель;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/80626091,,
Флорист-продавец,40,з/п не указана,ИП Serpin,Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, Абая, проспект Абая, 47",полный день,Полная занятость,Грамотная речь;Флористика;Креативность;Умение работать в команде;Работа в режиме многозадачности;Желание расти и развиваться;Чистоплотность;Английский — A1 — Начальный;Казахский — C1 — Продвинутый;Русский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/79763678,,
Администратор офиса,140,от 150 000 KZT на руки,ИП Istudy,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, Бауыржан Момышулы, микрорайон Мамыр-1, 29/6",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80421424,,
Affiliate manager,71,з/п не указана,ООО Бизнес Енд Маркетинг Солюшинс,Вакансия опубликована 10 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Английский язык;Работа в команде;Грамотная речь;Деловая коммуникация;Организаторские навыки;Ориентация на результат;Обучение и развитие;Многозадачность;Выездные мероприятия;Анализ рынка;Работа в режиме многозадачности;Деловое общение;Работа с большим объемом информации;Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80244731,,Менеджмент
Кадровый менеджер,118,от 200 000 до 500 000 KZT до вычета налогов,Workle Pro,Вакансия опубликована 12 мая 2023 в Алматы,Алматы,удаленная работа,Частичная занятость,Подбор персонала;,https://almaty.hh.kz/vacancy/80338226,,Менеджмент
Видеооператор/видеомонтажёр,20,от 350 000 до 600 000 KZT на руки,ТОО BLVCKSQUAR,Вакансия опубликована 22 мая 2023 в Алматы,"Алматы, проспект Жибек Жолы, 135",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80808104,,Массмедиа
Экспедитор,40,от 300 000 KZT на руки,ТОО SD Trade In,Вакансия опубликована 15 мая 2023 в Алматы,"Алматы, Алатауский район, микрорайон Болашак, 32",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/78489135,,
Кадровик,118,от 200 000 до 500 000 KZT до вычета налогов,Workle Pro,Вакансия опубликована 22 мая 2023 в Алматы,Алматы,удаленная работа,Частичная занятость,Подбор персонала;,https://almaty.hh.kz/vacancy/80791706,,Менеджмент
SMM / Продакт-менеджер - GAME OVER SHOP,3,от 250 000 до 300 000 KZT до вычета налогов,ИП GOSH,Вакансия опубликована 17 мая 2023 в Алматы,Алматы,сменный график,Полная занятость,Работа в команде;SMM;Креативность;,https://almaty.hh.kz/vacancy/80594777,,Менеджмент
Начинающий специалист,40,от 400 000 до 1 500 000 KZT на руки,ТОО АГ ТЕХНОЛОДЖИ,Вакансия опубликована 16 мая 2023 в Алматы,"Алматы, Алатау, улица Абиша Кекилбайулы, 34",полный день,Полная занятость,Грамотная речь;Консультирование;Навыки переговоров;Навыки продаж;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80498203,,
SMM-специалист,3,от 150 000 до 600 000 KZT до вычета налогов,ТОО GARCOM,Вакансия опубликована 27 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Инстаграм;Тик Ток;Социальные сети;Продвижение в социальных группах;Cоциальный маркетинг;Наполнение контентом;Instagram;Ведение социальных сетей;Видеосъемка;Видеомонтаж;,https://almaty.hh.kz/vacancy/80773887,,Менеджмент
Помощник повара,94,от 150 000 до 300 000 KZT до вычета налогов,ТОО СУМО-САН,Вакансия опубликована 8 мая 2023 в Алматы,"Алматы, Абая, Байконур, Театр имени Ауэзова, улица Байтурсынова, 159",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80185928,,
Швея-портной,141,от 200 000 KZT до вычета налогов,ИП Salta,Вакансия опубликована 22 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Креативность;Умение слушать;Ответственное отношение к работе;Быстро учусь;Умение работать в условиях многозадачности;,https://almaty.hh.kz/vacancy/80794404,,Сервисное обслуживание/производство
Агент командирского груза,40,з/п не указана,"AIR ASTANA, АО",Вакансия опубликована 23 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Клиентоориентированность;Гибкость;Логическое мышление;Коммуникабельность;,https://almaty.hh.kz/vacancy/80872573,,
Косметолог,56,з/п не указана,ИП Black and Pink,Вакансия опубликована 15 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80420828,,Медицина
Помощник администратора,8,от 160 000 KZT на руки,ТОО Eurodent,Вакансия опубликована 28 мая 2023 в Алматы,"город Алматы, Алатау, улица Жандосова, 42",сменный график,Частичная занятость,Поддержка работы офиса;Работа в команде;,https://almaty.hh.kz/vacancy/81027136,,
Стажер в области устойчивого развития,40,з/п не указана,"AIR ASTANA, АО",Вакансия опубликована 29 мая 2023 в Алматы,Алматы,полный день,Стажировка,Английский язык;Многозадачность;Аналитическое мышление;Проведение презентаций;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/81259600,,
Администратор в гостиницу,8,от 140 000 до 250 000 KZT на руки,ИП ЕРМАХАНОВА Б.Р.,Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, Театр имени Ауэзова, улица Толе Би, 128",сменный график,Полная занятость,Ответственность;Умение решать задачи самостоятельно;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/81214843,,
Фармацевт-провизор,133,от 200 000 до 250 000 KZT на руки,ТОО АНЦ Аптека низких цен,Вакансия опубликована 22 мая 2023 в Алматы,"Алматы, микрорайон Орбита-3, 1",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80784642,,Медицина
SMM-менеджер,3,от 250 000 до 300 000 KZT на руки,ИП Енсебаев М.Ж.,Вакансия опубликована 16 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79440635,,Менеджмент
Бухгалтер на первичную документацию,18,от 200 000 до 250 000 KZT до вычета налогов,ИП AlmaGlass,Вакансия опубликована 28 мая 2023 в Алматы,"Алматы, улица Василия Бенберина, 16",полный день,Полная занятость,Акты сверок;1С: Предприятие 8;Первичная бухгалтерская документация;Первичные документы;Составление договоров;,https://almaty.hh.kz/vacancy/80683277,,Финансы
Вечерний Администратор офиса,8,от 100 000 до 100 000 KZT на руки,ТОО Smartschool,Вакансия опубликована 28 мая 2023 в Алматы,"Алматы, микрорайон Самал-2, улица Жолдасбекова, 9А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80230904,,
Администратор в общественную баню,8,от 250 000 до 400 000 KZT на руки,ИП Конарбаев Б.Б.,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, Бауыржан Момышулы, улица Фаризы Онгарсыновой, 81",полный день,Полная занятость,"Пользователь ПК;Работа в команде;Умение работать в коллективе;Материальная ответственность;Работа с людьми;Дружелюбность;Чистоплотность;Умение управлять временем;Работа с ПК;навыки обслуживания людей, умение проявлять тактичность и толерантность;",https://almaty.hh.kz/vacancy/80632984,,
Direct-менеджер / Instagram-менеджер,3,от 75 000 до 150 000 KZT до вычета налогов,ТОО today.travel UK,Вакансия опубликована 15 мая 2023 в Алматы,"Алматы, улица Курмангазы, 143",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80438902,,Менеджмент
Торговый представитель на категорию ВС,129,от 150 000 до 500 000 KZT на руки,ТОО TANDEM DISTRIBUTION,Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, Райымбек батыра, улица Булкушева, 15А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81228211,,
Архитектор,14,от 150 000 KZT на руки,ИП Рамазан,Вакансия опубликована 22 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Autodesk Revit;CorelDRAW;Творческое мышление;Творчество;Моделирование;,https://almaty.hh.kz/vacancy/80851028,,Строительство и архитектура
Начинающий менеджер по работе с маркетплейсами,84,от 250 000 до 300 000 KZT до вычета налогов,Qualitica,Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, улица Муратбаева, 61",полный день,Полная занятость,Грамотная речь;Розничная торговля;Exсel;Маркетплейсы;Контент-менеджер;Английский — A2 — Элементарный;,https://almaty.hh.kz/vacancy/79968107,,IT
Тьютор (помощник),101,от 70 000 до 90 000 KZT на руки,ИП Мурат.Ш,Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, улица Кожедуба, 50",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81197794,,Медицина
Специалист по сопровождению (логистика),67,от 1 000 USD на руки,SWG,Вакансия опубликована 11 мая 2023 в Алматы,Алматы,полный день,Полная занятость,Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80322167,,
Младший юрисконсульт,145,з/п не указана,ТОО MAGNUM. Юридическая служба и аудит/Заң қызметі және аудит,Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, микрорайон Астана, 1/10",полный день,Полная занятость,Доверенности;Делопроизводство;Документооборот;Деловая переписка;Работа с документами;Внутренняя документация;Точность и внимательность к деталям;Грамотность;Высокая скорость печати;Казахский язык;Деловое общение;Заключение договоров;Телефонные переговоры;Деловая коммуникация;Работа с оргтехникой;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/81230625,,
Монтажник слаботочных и эектрических систем,143,от 150 000 до 250 000 KZT на руки,ТОО ЯСАР,Вакансия опубликована 27 мая 2023 в Алматы,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79845693,,Сервисное обслуживание/производство
Делопроизводитель,117,от 200 000 до 250 000 KZT на руки,ИП G-Top,Вакансия опубликована 28 мая 2023 в Алматы,"Алматы, проспект Аль-Фараби, 7к4А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80822204,,Менеджмент
Дизайнер,34,з/п не указана,ТОО Subaru Kazakhstan,Вакансия опубликована 29 мая 2023 в Алматы,"Алматы, проспект Аль-Фараби, 107",полный день,Полная занятость,Английский — A1 — Начальный;,https://almaty.hh.kz/vacancy/80890881,,Массмедиа
