Должность,professionalroleid,Зарплата,Опыт,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка
Менеджер по туризму,72,от 100 000 до 1 000 000 KZT до вычета налогов,не требуется,ТОО Poedem 11 (Турагентство Поедем),Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, проспект Достык, 42А",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80021654
Торговый представитель,129,от 180 000 до 400 000 KZT на руки,не требуется,ТОО Neostrim,Вакансия опубликована 10 мая 2023 в Алматы,"Алматы, Алатау, улица Ауэзова, 1А",полный день,"Полная занятость, полный день","Внимательность, ответственность;Активные продажи;Деловое общение;Умение работать с клиентами;",https://almaty.hh.kz/vacancy/80235314
Преподаватель по географии,132,от 150 000 до 150 000 KZT на руки,не требуется,ТОО Білімді Болашақ,Вакансия опубликована 7 мая 2023 в Алматы,"Алматы, улица Мауленова, 85",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80184008
Помощник повара,94,от 180 000 KZT до вычета налогов,не требуется,ТОО Grande Сuisine,Вакансия опубликована 26 мая 2023 в Алматы,Алматы,сменный график,"Полная занятость, сменный график",Деловое общение;Работа в команде;Контроль качества;Организаторские навыки;Технологии производства блюд;Ответственное хранение;Общественное питание;Русский — C1 — Продвинутый;Английский — A1 — Начальный;,https://almaty.hh.kz/vacancy/80575142
Переводчик с английского на казахский язык,93,з/п не указана,не требуется,"Манкент, Переводческое агентство",Вакансия опубликована 3 мая 2023 в Алматы,"Алматы, микрорайон Таугуль-1, 72",полный день,"Полная занятость, полный день",Английский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80023318
SMM-менеджер,3,з/п не указана,не требуется,ТОО OXYPROP,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, улица Макатаева, 127/11блок1",полный день,"Полная занятость, полный день",Копирайтинг;Креативность;Грамотность;Написание текстов;Грамотная речь;Обработка видео;Видеомонтаж;Редактирование;Социальные сети;SMM;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80654333
Оператор-диспетчер,39,от 800 USD на руки,не требуется,Restart HVAC,Вакансия опубликована 16 мая 2023 в Алматы,город Маунтин-Вью,полный день,"Полная занятость, полный день",Знание английского языка;Точность и внимательность к деталям;Работа с претензиями;,https://almaty.hh.kz/vacancy/80473004
Intern in HR Consulting,117,з/п не указана,не требуется,ТОО EY (Ernst & Young),Вакансия опубликована 27 мая 2023 в Алматы,"Нур-Султан (Астана), улица Достык, 16",полный день,"Стажировка, полный день",Analytical skills;Английский язык;Presentation skills;Business English;Public Speaking;,https://almaty.hh.kz/vacancy/81145408
Повар-универсал,94,от 250 000 до 390 000 KZT на руки,не требуется,ИП Main Corp.,Вакансия опубликована 2 мая 2023 в Алматы,"Алматы, улица Зейна Шашкина, 29А",сменный график,"Полная занятость, сменный график",E9,https://almaty.hh.kz/vacancy/79993649
Повар холодного цеха,94,от 180 000 до 220 000 KZT на руки,не требуется,ИП DDM,Вакансия опубликована 11 мая 2023 в Алматы,"Алматы, улица Желтоксан, 137",сменный график,"Полная занятость, сменный график",Ответственность;Добросовестность;,https://almaty.hh.kz/vacancy/80311363
Посудомойщик / Посудомойщица,40,от 150 000 KZT на руки,не требуется,ТОО Сыроварня,Вакансия опубликована 26 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Работа в команде;аккуратность;дисциплина;,https://almaty.hh.kz/vacancy/78411739
Digital manager,68,з/п не указана,не требуется,ТОО DASM Group of companies (MEGA DEVELOPMENT),Вакансия опубликована 28 мая 2023 в Алматы,"Алматы, улица Калдаякова, 34",полный день,"Полная занятость, полный день",Английский язык;MS PowerPoint;Реклама;Деловая переписка;Работа с большим объемом информации;MS Excel;Работа в команде;Ведение переговоров;Деловое общение;Деловая коммуникация;Интернет-реклама;Google Ads;Yandex Direct;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/80214795
Медсестра / Медбрат,64,от 130 000 до 150 000 KZT на руки,не требуется,ТОО Kim Elena’s Dental,Вакансия опубликована 23 мая 2023 в Алматы,"Алматы, улица Наурызбай Батыра, 99/1",полный день,"Полная занятость, полный день",Пользователь ПК;Грамотная речь;Навыки межличностного общения;Грамотность;активность;аккуратность;Обучение и развитие;Военный билет (для военнообязанных);Ориентация на результат;Усердность;Опрятность;Гибкость;,https://almaty.hh.kz/vacancy/80860627
Мерчандайзер,77,з/п не указана,не требуется,ТОО Airba Fresh,Вакансия опубликована 25 мая 2023 в Алматы,"Алматы, улица Тимирязева, 42к7",полный день,"Полная занятость, полный день",Пополнение товарных запасов;Мерчандайзинг;Управление складскими запасами;Работа с ТСД;Умение работать в команде;Желание работать и развиваться;Проведение инвентаризаций;,https://almaty.hh.kz/vacancy/81007347
"Торговый представитель (г. Алматы категория В,С)",129,от 270 000 до 320 000 KZT на руки,не требуется,ТОО Green House Limited,Вакансия опубликована 26 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Работа в команде;Грамотная речь;Навыки продаж;Прямые продажи;Мерчендайзинг;,https://almaty.hh.kz/vacancy/79960746
Главный специалист в отдел технической безопасности,120,з/п не указана,не требуется,АО Home Credit Bank,Вакансия опубликована 26 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/81092067
Стажер в отдел по обслуживанию систем охлаждения и кондиционирования,111,з/п не указана,не требуется,ТОО Шнейдер Электрик,Вакансия опубликована 17 мая 2023 в Алматы,Алматы,полный день,"Стажировка, полный день",Cooling System;Техническое обслуживание;Контроль исправности оборудования;Пуско-наладочные работы;Ремонтные работы;Выездное обслуживание;Аварийно-восстановительные работы;Ремонт оборудования;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/80564260
Повар в фаст-фуд (начинающий повар),40,от 140 000 до 160 000 KZT на руки,не требуется,ТОО Nalai,Вакансия опубликована 11 мая 2023 в Алматы,"Алматы, микрорайон Самал-2, 111",сменный график,"Полная занятость, сменный график",Работа в команде;Общественное питание;Умение работать в команде;Контроль качества;,https://almaty.hh.kz/vacancy/79499214
Сборщик заказов на доставку в рестораны Del Papa,40,от 150 000 до 150 000 KZT до вычета налогов,не требуется,ТОО AB Restaurants,Вакансия опубликована 8 мая 2023 в Алматы,Алматы,сменный график,"Полная занятость, сменный график",E9,https://almaty.hh.kz/vacancy/80190741
Гладильщица/гладильщик,40,от 150 000 до 150 000 KZT на руки,не требуется,ИП Середа Диана,Вакансия опубликована 16 мая 2023 в Алматы,"Алматы, Алмалы, Жибек Жолы, Райымбек батыра, проспект Жибек Жолы",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80504343
Специалист по кадровому делопроизводству,117,з/п не указана,не требуется,АО Алма Телекоммуникейшнс Казахстан ( ТМ АЛМА-ТВ),Вакансия опубликована 10 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Автоматизация кадрового документооборота;Кадровое делопроизводство;Табель учета рабочего времени;Деловая этика;Консультирование сотрудников по вопросам трудового законодательства;,https://almaty.hh.kz/vacancy/80247129
Старший дизайнер коммуникаций в Едадил,34,з/п не указана,не требуется,Яндекс,Вакансия опубликована 25 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/81057452
Практикант в отдел кадров,117,з/п не указана,не требуется,ТОО Royal Tulip Almaty (ЕЛ-ТАИР),Вакансия опубликована 26 мая 2023 в Алматы,Алматы,полный день,"Стажировка, полный день",E9,https://almaty.hh.kz/vacancy/80764877
Front office specialist,40,з/п не указана,не требуется,Университет имени Сулеймана Демиреля,Вакансия опубликована 26 мая 2023 в Алматы,"Каскелен, проспект Абылай хана, 1/1",полный день,"Полная занятость, полный день",Казахский — C1 — Продвинутый;Русский — C1 — Продвинутый;Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80548264
Мастер эпиляции,40,от 250 000 до 400 000 KZT на руки,не требуется,ТОО SalesSkill Group,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, Алатау, Байконур, Театр имени Ауэзова, улица Жамбыла, 149",сменный график,"Полная занятость, сменный график",Деловое общение;Деловая переписка;Организаторские навыки;Обучение и развитие;,https://almaty.hh.kz/vacancy/81151464
Бухгалтер на первичную документацию,18,от 180 000 до 200 000 KZT на руки,не требуется,"Wantong Advertising, ТОО",Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, улица Толе Би, 305А",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80632348
Demand Planning Specialist,134,з/п не указана,не требуется,"Марс, Wrigley",Вакансия опубликована 28 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80995382
Специалист технической поддержки,122,от 200 000 до 200 000 KZT на руки,не требуется,ТОО Халперт,Вакансия опубликована 24 мая 2023 в Алматы,"Алматы, Абая, микрорайон Самал-2, улица Бектурова, 104",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80922092
Ведущий специалист в бухгалтерию,171,от 310 000 до 380 000 KZT до вычета налогов,не требуется,"ТОО ProMebel, ТМ (ТОО IDIA Market)",Вакансия опубликована 28 мая 2023 в Алматы,"Алматы, улица Мынбаева, 43",полный день,"Полная занятость, полный день",Грамотная речь;MS Office;Коммуникабельность;Финансовый анализ;,https://almaty.hh.kz/vacancy/81003259
Учитель начальных классов,132,от 50 000 до 350 000 KZT на руки,не требуется,ИП СЕКСЕНАЛЫ,Вакансия опубликована 26 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Казахский — C1 — Продвинутый;Русский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80274901
Intern - FRM Group – RA Department,40,з/п не указана,не требуется,"Deloitte, Caspian Region",Вакансия опубликована 25 мая 2023 в Алматы,"Алматы, Абая, проспект Аль-Фараби, 36",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/81020233
Проектный менеджер в маркетинговое агентство ONTHETOP (Интернет маркетолог),68,от 200 000 до 500 000 KZT на руки,не требуется,ТОО ON THE TOP,Вакансия опубликована 1 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Управление проектами;Деловое общение;Internet Marketing;Digital Marketing;Клиентоориентированность;Управление отношениями с клиентами;,https://almaty.hh.kz/vacancy/79954400
Врач ЛФК/Реабилитолог/Массажист,60,от 500 USD до вычета налогов,не требуется,ООО Симметрия,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, улица Амангельды, 59А",сменный график,"Полная занятость, сменный график",Медицинская документация;,https://almaty.hh.kz/vacancy/81084979
Мерчендайзер,77,от 120 000 до 120 000 KZT на руки,не требуется,ТОО Белорусская Аграрная Компания,Вакансия опубликована 25 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80814875
Торговый представитель,129,от 200 000 до 350 000 KZT на руки,не требуется,ИП Карабура,Вакансия опубликована 16 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Работа в команде;Мотивация;Материальная ответственность;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80468689
Помощник маркетолога работа с маркетплейсами,3,от 100 000 до 250 000 KZT на руки,не требуется,ТОО TECHNO POWER,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, проспект Рыскулова, 70",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/76922760
Мастер по установке защитных покрытий на гаджеты,40,от 250 000 KZT до вычета налогов,не требуется,ИП Успех и Партнеры,Вакансия опубликована 11 мая 2023 в Алматы,"Алматы, улица Ауэзова, 111",полный день,"Полная занятость, полный день",Грамотная речь;Пользователь ПК;Грамотность;Работа в команде;Активные продажи;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;Английский — A1 — Начальный;,https://almaty.hh.kz/vacancy/80282634
Учитель физики и математики ЕНТ,132,от 100 000 до 300 000 KZT на руки,не требуется,ИП СЕКСЕНАЛЫ,Вакансия опубликована 27 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Казахский — C1 — Продвинутый;Русский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80947357
Спорт-лидер (Продавец-консультант),40,от 240 000 KZT на руки,не требуется,ТОО Декатлон РК,Вакансия опубликована 17 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Работа в команде;Ведение переговоров;Грамотная речь;Мерчандайзинг;Розничная торговля;Консультирование клиентов;Клиентоориентированность;Русский — C2 — В совершенстве;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/77475542
Специалист по обслуживанию клиентов,57,з/п не указана,не требуется,АО Банк ЦентрКредит,Вакансия опубликована 16 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Кредитные договоры;Работа в команде;Грамотная речь;Консультативные продажи;Оценка потребностей клиентов;,https://almaty.hh.kz/vacancy/80471654
"Торговый представитель (категория B,C)",129,от 250 000 до 400 000 KZT на руки,не требуется,ТОО Фирма МЕТА,Вакансия опубликована 24 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Поиск и привлечение клиентов;Активные продажи;Проведение промо акций;,https://almaty.hh.kz/vacancy/80922635
Инженер-программист,40,з/п не указана,не требуется,АО Нурбанк,Вакансия опубликована 4 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80081356
Специалист по обработке заказов в компанию Интертоп,8,до 175 000 KZT на руки,не требуется,"ТОО Интертоп Центральная Азия ,ТМ (INTERTOP)",Вакансия опубликована 17 мая 2023 в Алматы,Алматы,сменный график,"Полная занятость, сменный график",Грамотная речь;Пользователь ПК;Грамотность;Работа с базами данных;Работа с большим объемом информации;Работа в команде;,https://almaty.hh.kz/vacancy/79666776
Инженер-электронщик,48,от 300 000 до 350 000 KZT на руки,не требуется,ТОО АЛМАТЫЭНЕРГОСЕРВИС,Вакансия опубликована 18 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",3 группа по электробезопасности;Умение работать в команде;Разработка инструкций;Схемотехника электронного оборудования;Windows 7;,https://almaty.hh.kz/vacancy/80661930
Junior Marketing QA Engineer,124,з/п не указана,не требуется,ТОО G5EN KAZ,Вакансия опубликована 24 мая 2023 в Алматы,Алматы,удаленная работа,"Полная занятость, удаленная работа",Русский — C1 — Продвинутый;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/80920223
Мерчендайзер на Супермаркеты,77,от 200 000 KZT на руки,не требуется,Филиал ТОО Бонус Корпорэйшн в г. Нур-Султан,Вакансия опубликована 24 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80922695
Санитарка/санитар в стоматологическую клинику,40,от 150 000 KZT до вычета налогов,не требуется,ТОО Лаборатория улыбок,Вакансия опубликована 25 мая 2023 в Алматы,"Алматы, проспект Абая, 51",полный день,"Полная занятость, полный день",Уборка;,https://almaty.hh.kz/vacancy/80811972
Ночной специалист техподдержки (удаленно),121,от 35 000 руб. на руки,не требуется,ООО Диджитал Крафт,Вакансия опубликована 26 мая 2023 в Алматы,Алматы,удаленная работа,"Полная занятость, удаленная работа",Высокая скорость печати;Грамотная речь;Клиентоориентированность;Деловое общение;Консультирование клиентов;Пользователь ПК;Работа в команде;Казахский язык;Удаленная работа;,https://almaty.hh.kz/vacancy/80166248
Оператор производственной линии,85,з/п не указана,не требуется,ТОО Kelun-Kazpharm (Келун-Казфарм),Вакансия опубликована 26 мая 2023 в Алматы,село Кокозек,сменный график,"Полная занятость, сменный график",Умение работать в команде;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/81087201
Java разработчик Full Stack,96,з/п не указана,не требуется,ТОО Profit Staff Com (Профит Стафф Ком),Вакансия опубликована 11 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Git;Java;PostgreSQL;JavaScript;Spring Framework;,https://almaty.hh.kz/vacancy/79163867
Менеджер административных проектов,76,з/п не указана,не требуется,Яндекс,Вакансия опубликована 25 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80010623
Customer Service Specialist - Supply Chain Group,67,з/п не указана,не требуется,ТОО Байерсдорф Казахстан,Вакансия опубликована 2 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Customer Service;Customer Support;Excel;Microsoft Office;SAP APO;,https://almaty.hh.kz/vacancy/79963037
Мерчендайзер,129,от 150 000 до 200 000 KZT на руки,не требуется,ТОО DSF Trading Co,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, Турксибский район, село Кайрат, 282",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80298577
Сценарист,103,з/п не указана,не требуется,Fntastic,Вакансия опубликована 28 мая 2023 в Алматы,Алматы,удаленная работа,"Полная занятость, удаленная работа",Креативность;Грамотность;Грамотная речь;Английский язык;Работа в команде;Написание сценариев;Gamedev;Разработка компьютерных Игр;,https://almaty.hh.kz/vacancy/80075486
Эксперт в Управление Кибербезопасности,116,з/п не указана,не требуется,АО Bereke Bank,Вакансия опубликована 17 мая 2023 в Алматы,"Алматы, комплекс Нурлы-Тау",полный день,"Полная занятость, полный день",Windows;Linux;TCP/IP;OSI;Информационная безопасность;,https://almaty.hh.kz/vacancy/80557665
Телемаркетолог в Яндекс Доставку,40,з/п не указана,не требуется,Яндекс,Вакансия опубликована 26 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Грамотная речь;Работа с большим объемом информации;Оценка потребностей клиентов;Телемаркетинг;Телефонные переговоры;Казахский — C1 — Продвинутый;Русский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80715823
Кредитный администратор,57,з/п не указана,не требуется,"Bank RBK, АО",Вакансия опубликована 24 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",MS Outlook;MS PowerPoint;Электронный документооборот;Кредитные договоры;Документооборот;,https://almaty.hh.kz/vacancy/80922390
Лаборант,79,от 165 000 KZT на руки,не требуется,ТОО Golden Compass Jambul,Вакансия опубликована 25 мая 2023 в Алматы,Алматы,Вахтовый метод,"Полная занятость, Вахтовый метод",Умение работать в коллективе;,https://almaty.hh.kz/vacancy/80784715
Стажер в отдел кадров,69,от 70 000 KZT до вычета налогов,не требуется,"ТОО Сункар, ЛДЦ",Вакансия опубликована 23 мая 2023 в Алматы,"Алматы, Москва, микрорайон Аксай-2, 43",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80860759
Производственный бухгалтер,18,от 250 000 KZT на руки,не требуется,ТОО Сынар Групп,Вакансия опубликована 16 мая 2023 в Алматы,"Алматы, улица Омарова, 88В",полный день,"Полная занятость, полный день",1С: Предприятие 8;Excel;1C: Предприятие;ЭСФ;Знание программ MS Office;Бухгалтерская отчетность;,https://almaty.hh.kz/vacancy/80509930
Младший юрист,146,от 250 000 до 250 000 KZT на руки,не требуется,ТОО Современная Защита,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, Бауыржан Момышулы, Сары-Арка, микрорайон Мамыр-1, 26",полный день,"Полная занятость, полный день",Делопроизводство;Юрист;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/79966238
Начинающий специалист/ученик,40,от 150 000 до 200 000 KZT до вычета налогов,не требуется,ТОО Сентрас Капитал,Вакансия опубликована 18 мая 2023 в Алматы,Алматы,полный день,"Стажировка, полный день",E9,https://almaty.hh.kz/vacancy/80624614
"Менеджер по продажам моторных масел GULF (США) B2C, PVL, PCMO",129,от 250 000 до 1 000 000 KZT на руки,не требуется,"ТОО Euro Oil Kazakhstan, ТОО",Вакансия опубликована 15 мая 2023 в Алматы,"Алматы, Черноморская улица, 12Б",полный день,"Полная занятость, полный день",Активные продажи;Управление продажами;Ведение переговоров;Развитие продаж;Управление проектами;Планирование продаж;Проведение презентаций;Организаторские навыки;Заключение договоров;Пользователь ПК;Работа в команде;MS Outlook;Деловое общение;Деловая переписка;Навыки продаж;,https://almaty.hh.kz/vacancy/80441467
Кассир Fast FOOD,40,от 105 000 до 300 000 KZT до вычета налогов,не требуется,ТОО Ser ADI,Вакансия опубликована 28 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Работа в команде;Грамотная речь;Управление персоналом;Проведение опросов клиентов;Планирование карьеры;лояльность;,https://almaty.hh.kz/vacancy/81006632
Стажер HR,118,з/п не указана,не требуется,ТОО Phaeton.KZ,Вакансия опубликована 10 мая 2023 в Алматы,"Алматы, Турксибский район, Бухтарминская улица, 4А",полный день,"Стажировка, полный день",E9,https://almaty.hh.kz/vacancy/80237367
Логист по железнодорожному транспорту,67,от 220 000 до 450 000 KZT до вычета налогов,не требуется,ТОО «Ferrocarril Company»,Вакансия опубликована 25 мая 2023 в Алматы,"Алматы, микрорайон Аксай-1А, 27А",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/79969627
Младший Бухгалтер,18,з/п не указана,не требуется,ТОО ТМФ Казахстан,Вакансия опубликована 19 мая 2023 в Алматы,"Almaty, Байконур, Abay Avenue, 42",полный день,"Полная занятость, полный день",MS Outlook;1C: Бухгалтерия;Знание MS Office;Знание английского языка;,https://almaty.hh.kz/vacancy/80743639
Менеджер по продажам,129,от 400 000 до 600 000 KZT на руки,не требуется,Металл Профиль - Казахстан,Вакансия опубликована 16 мая 2023 в Алматы,"Алматы, проспект Рыскулова, 61В",полный день,"Полная занятость, полный день",Навыки продаж;Высшее образование;Умение работать в условиях многозадачности;Высокие коммуникативные навыки;Позитивное мышление;,https://almaty.hh.kz/vacancy/80472628
Помощник Бухгалтера,18,от 120 000 до 150 000 KZT на руки,не требуется,ТОО ALTA Telecom (АЛТА Телеком),Вакансия опубликована 23 мая 2023 в Алматы,"Алматы, офисный городок Атакент-сити",полный день,"Полная занятость, полный день",1C: Бухгалтерия;Excel;,https://almaty.hh.kz/vacancy/80887219
Прачка,40,от 98 000 до 115 000 KZT на руки,не требуется,ТОО Good invest,Вакансия опубликована 17 мая 2023 в Алматы,"Алматы, микрорайон Самал-3, 20",сменный график,"Полная занятость, сменный график",Работа в команде;,https://almaty.hh.kz/vacancy/80605203
Ученик на производство,40,от 150 000 до 280 000 KZT до вычета налогов,не требуется,ТОО Almaty Fur,Вакансия опубликована 17 мая 2023 в Алматы,"Алматы, Райымбек батыра, улица Серикова, 67",полный день,"Стажировка, полный день",E9,https://almaty.hh.kz/vacancy/80050745
Техник-лаборант,79,з/п не указана,не требуется,Раимбек Боттлерс ТМ,Вакансия опубликована 12 мая 2023 в Алматы,поселок Отеген батыр,сменный график,"Полная занятость, сменный график",Умение работать в коллективе;Пользователь ПК;,https://almaty.hh.kz/vacancy/79589869
Преподаватель в музыкальную школу,132,от 100 000 до 300 000 KZT на руки,не требуется,ИП JK MUSIC SCHOOL,Вакансия опубликована 23 мая 2023 в Алматы,"Алматы, улица Кабдолова, 22В",полный день,"Частичная занятость, полный день",Творческое мышление;Обучение и развитие;Преподаватель;Индивидуальное обучение;Преподавание;Музыкальное образование;Гитара;Вокал;Фортепиано;Музыкант;,https://almaty.hh.kz/vacancy/80862185
Специалист консультативного отдела,146,от 275 000 KZT до вычета налогов,не требуется,ТОО OP Legal Case,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, улица Амангельды, 4",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/79881399
Оператор 1C,84,от 180 000 до 200 000 KZT до вычета налогов,не требуется,ТОО TeleNova LLP,Вакансия опубликована 16 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80499537
Менеджер по внешним коммуникациям,40,з/п не указана,не требуется,Fntastic,Вакансия опубликована 28 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Английский язык;Грамотная речь;Работа в команде;Ведение переговоров;Деловая коммуникация;Деловая переписка;gamedev;Геймдев;Разработка компьютерных Игр;,https://almaty.hh.kz/vacancy/80205024
Повар-сушист,94,от 180 000 до 210 000 KZT до вычета налогов,не требуется,ТОО AB Restaurants,Вакансия опубликована 24 мая 2023 в Алматы,Алматы,сменный график,"Полная занятость, сменный график",Легкообучаемый;Сосредоточенность;Работа в команде;Высокая энергичность;Ответственность и пунктуальность;Точность и внимательность;Стремление;Стрессоустойчив;,https://almaty.hh.kz/vacancy/80931768
Экспедитор,40,от 138 000 до 250 000 KZT до вычета налогов,не требуется,ТОО Коктем,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, микрорайон Жулдыз-1, 1/2",полный день,"Полная занятость, полный день",оформление документации;Выносливость;Работа с накладными;Ответственность и пунктуальность;,https://almaty.hh.kz/vacancy/80883941
Менеджер службы поддержки,72,з/п не указана,не требуется,ТОО AVIATA.KZ,Вакансия опубликована 27 мая 2023 в Алматы,Алматы,сменный график,"Частичная занятость, сменный график",Грамотная речь;Работа в команде;Телефонные переговоры;Клиентоориентированность;Казахский — C1 — Продвинутый;Русский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/79256936
Ассистент специалиста по подбору персонала,118,з/п не указана,не требуется,ТОО Kulan Oil,Вакансия опубликована 3 мая 2023 в Алматы,"Алматы, Абая, проспект Назарбаева, 187Б",полный день,"Полная занятость, полный день","Обучение и развитие;Грамотная устная и письменная речь;Рекрутмент;Коммуникабельность, ответственность;Работа в команде;Мотивированность;Стремление развиваться;Умение работать в коллективе;Подготовка отчетов;исполнение поручений руководителя;внимательность к деталям, умение работать с большими объемами информации;HR;",https://almaty.hh.kz/vacancy/80051526
Ведущая-ведущий прямых эфиров / видеоблогер-стример,13,от 700 до 4 000 USD на руки,не требуется,ИП Козлова В.В.,Вакансия опубликована 25 мая 2023 в Алматы,Алматы,удаленная работа,"Частичная занятость, удаленная работа",Общение;Харизматичность;Способность быстро обучаться;Серьезное отношение к работе;Удаленная работа;Умение общаться с людьми;Управление временем;Высокая энергичность;Знание английского языка;Организация и планирование рабочего времени;Желание зарабатывать;Работа с людьми;Общение с людьми;Готовность к обучению;Грамотная речь;Умение адаптироваться;Английский язык;Английский — A2 — Элементарный;,https://almaty.hh.kz/vacancy/79051707
Техник-механик по ремонту электросамокатов,40,от 220 000 до 300 000 KZT на руки,не требуется,ТОО Jet Sharing,Вакансия опубликована 25 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/81055717
Помощник продавца-кассира,40,от 100 000 до 100 000 KZT до вычета налогов,не требуется,ТОО SD Trade In,Вакансия опубликована 22 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/79157550
SEO junior (джуниор),40,от 165 000 KZT на руки,не требуется,ИП СМАГУЛОВА,Вакансия опубликована 3 мая 2023 в Алматы,Алматы,гибкий график,"Полная занятость, гибкий график",SEO;Пользователь ПК;HTML/CSS;CMS Wordpress;,https://almaty.hh.kz/vacancy/80056926
Стажёр в HR отдел,40,до 100 000 KZT на руки,не требуется,"ТОО Интертоп Центральная Азия ,ТМ (INTERTOP)",Вакансия опубликована 11 мая 2023 в Алматы,Алматы,полный день,"Стажировка, полный день",Подбор персонала;Массовый подбор персонала;Деловая коммуникация;Работа с базами данных;Прямой поиск;Ведение переговоров;Работа в команде;Мотивация персонала;Поиск и привлечение клиентов;Пользователь ПК;Навыки презентации;Проведение презентаций;Организация мероприятий;,https://almaty.hh.kz/vacancy/80274968
Маркетолог,68,от 150 000 до 400 000 KZT на руки,не требуется,ТОО Ak-Stroykz,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, Москва, 1-й микрорайон, 73Б",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80278516
