Должность,professionalroleid,Зарплата,Опыт,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка
Торговый представитель ВС категории,129,з/п не указана,не требуется,ТОО Snack Distribution,Вакансия опубликована 29 апреля 2023 в Алматы,"Алматы, улица Кассина, 133",полный день,"Полная занятость, полный день",Поиск и привлечение клиентов;Проведение презентаций;Пользователь ПК;Деловое общение;,https://almaty.hh.kz/vacancy/77484503
Бухгалтер,18,з/п не указана,не требуется,ТОО ISMET GROUP,Вакансия опубликована 25 мая 2023 в Алматы,"Алматы, проспект Абая, 52В",полный день,"Полная занятость, полный день",Расчет затрат;Расчет заработной платы;Первичная документация;1С: Бухгалтерия;Навыки составления отчетности;Точность и внимательность к деталям;Умение работать в команде;Документооборот;Налоговая отчетность;,https://almaty.hh.kz/vacancy/80101804
Intern/Consultant 1 - Fraud Investigation Group (Forensic) - Financial Advisory Department,16,з/п не указана,не требуется,"Deloitte, Caspian Region",Вакансия опубликована 15 мая 2023 в Алматы,"Алматы, Абая, проспект Аль-Фараби, 36",полный день,"Стажировка, полный день",Английский язык;MS PowerPoint;Forensic;,https://almaty.hh.kz/vacancy/80410076
Медицинский представитель,65,от 200 000 KZT на руки,не требуется,ТОО Vitaman (Витамэн),Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, улица Фонвизина, 24",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/75039348
Менеджер по работе с клиентской задолженностью,40,от 250 000 до 570 000 KZT на руки,не требуется,ТОО МФО Credit365 Kazakhstan (Кредит 365 Казахстан),Вакансия опубликована 26 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80244660
Торговый представитель Call-Center,129,до 240 000 KZT на руки,не требуется,ТОО Apple City Corps,Вакансия опубликована 10 мая 2023 в Алматы,"Алматы, улица Кабдолова, 1/7",полный день,"Полная занятость, полный день",Работа в команде;Навыки продаж;работа с текущей базой клиентов;Работа с ключевыми клиентами;,https://almaty.hh.kz/vacancy/80078275
Бухгалтер со знанием английского,18,з/п не указана,не требуется,ТОО АНТАЛ БИЗНЕС РЕШЕНИЯ (ТМ Antal Kazakhstan),Вакансия опубликована 23 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80883908
Стажер в Отдел по привлечению талантов,118,з/п не указана,не требуется,"Beeline, ТМ",Вакансия опубликована 22 мая 2023 в Алматы,Алматы,полный день,"Стажировка, полный день","Грамотная речь;Работа в команде;Грамотная письменная речь;Деловая коммуникация;Опытный пользовать ПК, знание MS Office;Коммуникабельность;Умение работать с людьми;Работа в условиях многозадачности;",https://almaty.hh.kz/vacancy/80819940
Оператор входящей линии,40,з/п не указана,не требуется,АО Банк ЦентрКредит,Вакансия опубликована 28 мая 2023 в Алматы,"Алматы, улица Айманова, 140блокБ2",полный день,"Полная занятость, полный день",Деловое общение;Деловая переписка;Linux;Грамотная речь;Пользователь ПК;,https://almaty.hh.kz/vacancy/79099196
Чекер-Аудитор-Мерчендайзер,129,от 120 000 до 150 000 KZT на руки,не требуется,ТОО RD Trade,Вакансия опубликована 1 мая 2023 в Алматы,"Алматы, микрорайон Айгерим-1, Пригородная улица, 25",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/79949738
Эксперт-оценщик,57,от 200 000 до 500 000 KZT на руки,не требуется,ТОО Tehno Altyn (ТА-АКСАЙ1),Вакансия опубликована 27 мая 2023 в Алматы,Алматы,сменный график,"Полная занятость, сменный график",Оценка;Консультирование клиентов;Консультативные продажи;Продажи;Грамотная речь;Работа в команде;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80632982
Практикант в отдел архива (НЕОПЛАЧИВАЕМАЯ),33,з/п не указана,не требуется,АО TECHNODOM Operator (Технодом Оператор),Вакансия опубликована 3 мая 2023 в Алматы,Алматы,полный день,"Стажировка, полный день",E9,https://almaty.hh.kz/vacancy/80021562
Грузчик на склад АВС,40,от 210 000 до 210 000 KZT на руки,не требуется,ТОО Alina Group,Вакансия опубликована 4 мая 2023 в Алматы,"Алматы, улица Казыбаева, 20",полный день,"Полная занятость, полный день",Военный билет (для военнообязанных);,https://almaty.hh.kz/vacancy/80075717
"Торговый представитель, Напитки ВС, В+",129,от 120 000 до 600 000 KZT на руки,не требуется,ТОО DSB FOOD,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, Алатау, Театр имени Ауэзова, улица Нурмакова, 1А",полный день,"Полная занятость, полный день",работа с текущей базой клиентов;Продажи;Управление временем;Продажи физическим лицам;Умение планировать;Навыки ведения переговоров;Работа с возражениями;Опыт продаж;Современная розница;Работа в команде;Ведение переговоров;Развитие продаж;Мерчендайзинг;Планирование продаж;,https://almaty.hh.kz/vacancy/80185907
HR-специалист,118,от 150 000 KZT на руки,не требуется,ТОО Khan Group,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, Алмалы, проспект Жибек Жолы, 135",полный день,"Полная занятость, полный день",Подбор персонала;Работа в команде;Адаптация персонала;Поиск информации в интернет;Телефонные переговоры;,https://almaty.hh.kz/vacancy/80400987
Специалист по взысканию задолженности,137,до 500 000 KZT на руки,не требуется,ТОО FinTechPro,Вакансия опубликована 23 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Пользователь ПК;Работа в команде;Умение работать в команде;,https://almaty.hh.kz/vacancy/80857075
HR-специалист,40,от 200 000 до 200 000 KZT на руки,не требуется,ТОО ПЕРВЫЙ ПИВЗАВОД,Вакансия опубликована 26 мая 2023 в Алматы,Илийский район,полный день,"Полная занятость, полный день",Грамотная устная и письменная речь;Проведение телефонных интервью;Подбор персонала;Оценка персонала;Опрятность;,https://almaty.hh.kz/vacancy/81084498
Выездной компьютерный мастер,40,з/п не указана,не требуется,ООО Админ,Вакансия опубликована 17 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Windows 7;MS Dos;Опытный пользователь ПК;Знание ПК;Гарантийное обслуживание;,https://almaty.hh.kz/vacancy/80610124
Ассистент отдела маркетинга,163,з/п не указана,не требуется,ТОО Дудар,Вакансия опубликована 25 мая 2023 в Алматы,"Алматы, Сайран, улица Немировича-Данченко, 51Б",полный день,"Полная занятость, полный день",Маркетинговый анализ;Уверенный пользователь ПК;Аналитическое мышление;,https://almaty.hh.kz/vacancy/80875060
Экономист по финансовой работе,142,до 285 000 KZT на руки,не требуется,ТОО Эфко Алматы,Вакансия опубликована 24 мая 2023 в Алматы,"Алматы, улица Бекмаханова, 96/6",полный день,"Полная занятость, полный день",Пользователь ПК;Работа в команде;Деловая переписка;Работа с большим объемом информации;Грамотная речь;,https://almaty.hh.kz/vacancy/78697461
Помощник заведующего складом,40,до 180 000 KZT на руки,не требуется,ТОО French Bakery,Вакансия опубликована 10 мая 2023 в Алматы,"Алматы, проспект Аль-Фараби, 77/8",полный день,"Полная занятость, полный день",Приемка груза;Контроль сроков годности;Складской Учет;Учет товаров;Проведение инвентаризаций;,https://almaty.hh.kz/vacancy/80215270
Заправщик на АЗС (Алматы и Алматинская область),40,от 130 000 до 200 000 KZT на руки,не требуется,ТОО Royal Petrol,Вакансия опубликована 26 мая 2023 в Алматы,Алматы,сменный график,"Полная занятость, сменный график",E9,https://almaty.hh.kz/vacancy/80546816
Стажер-Рекрутер,118,до 100 000 KZT на руки,не требуется,ТОО Apple City Corps,Вакансия опубликована 2 мая 2023 в Алматы,Алматы,полный день,"Стажировка, полный день",E9,https://almaty.hh.kz/vacancy/79968920
Specialist (Audit Department),137,з/п не указана,не требуется,ТОО EY (Ernst & Young),Вакансия опубликована 18 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Accounting;MS Excel;MS Word;1C: Бухгалтерия;Ведение переговоров;Английский язык;Бухгалтерская отчетность;Деловая переписка;Деловое общение;Internet;MS Outlook;Консультирование;Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80628533
Ведущий менеджер по взысканию,40,от 130 000 до 300 000 KZT на руки,не требуется,АО ForteBank,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, Жибек Жолы, проспект Жибек Жолы, 50А",полный день,"Полная занятость, полный день",Пользователь ПК;Работа в команде;Телефонные переговоры;Грамотная речь;Казахский язык;Русский язык;Ответственность;Стабильность;пунктуальность;,https://almaty.hh.kz/vacancy/75041890
Учитель казахского языка,132,от 80 000 до 350 000 KZT на руки,не требуется,ИП СЕКСЕНАЛЫ,Вакансия опубликована 26 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Казахский — C2 — В совершенстве;Русский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80276080
Преподаватель по всемирной истории и Ч.О.П.,132,от 150 000 до 150 000 KZT до вычета налогов,не требуется,ТОО Білімді Болашақ,Вакансия опубликована 7 мая 2023 в Алматы,"Алматы, улица Мауленова, 85",полный день,"Частичная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80184010
Ассистент менеджера по развитию бизнеса,71,з/п не указана,не требуется,ТОО GTR,Вакансия опубликована 19 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Работа в команде;Грамотная речь;Деловая переписка;MS Excel;Знание английского языка;Работа в Excel;,https://almaty.hh.kz/vacancy/80719879
1С-программист,96,з/п не указана,не требуется,СК Jusan Garant,Вакансия опубликована 21 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/79662683
Специалист по водоподготовке (начало карьеры),49,от 150 000 KZT на руки,не требуется,ТОО Asia Water Service,Вакансия опубликована 17 мая 2023 в Алматы,"Алматы, Алмалы, микрорайон Кок-Тобе, улица Сагадата Нурмагамбетова, 13А",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80561851
Инженер электрик и инженер механик,66,з/п не указана,не требуется,ТОО Алпром,Вакансия опубликована 11 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Английский язык;Грамотность;Турецкий язык;Работа в команде;Деловая переписка;Пользователь ПК;Грамотная речь;Ведение переговоров;Ведение переписки;Телефонные переговоры;Деловое общение;,https://almaty.hh.kz/vacancy/80304662
Пекарь-кондитер,94,от 100 000 до 190 000 KZT на руки,не требуется,ИП Plum Tea,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, микрорайон Тастак-2, 8",сменный график,"Полная занятость, сменный график",E9,https://almaty.hh.kz/vacancy/80292569
Кредитный менеджер по работе с клиентами малого и среднего бизнеса,40,от 180 000 KZT на руки,не требуется,АО Нурбанк,Вакансия опубликована 3 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80052512
Специалист Отдела информационных технологии,121,до 100 000 KZT на руки,не требуется,АО Нурбанк,Вакансия опубликована 12 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Высшее образование;Пользователь ПК;Грамотная речь;Умение находить общий язык;Навыки улаживания конфликтов;,https://almaty.hh.kz/vacancy/80355141
Техник-лаборант,79,от 150 000 до 150 000 KZT на руки,не требуется,ТОО Масло-Дел,Вакансия опубликована 10 мая 2023 в Алматы,"Алматы, проспект Суюнбая, 497В",полный день,"Полная занятость, полный день",Работа в команде;Ведение документации;Умение работать в команде;Навыки работы с первичной документацией;Умение работать в коллективе;,https://almaty.hh.kz/vacancy/80237568
Ресепшионист,8,от 150 000 KZT на руки,не требуется,ТОО Sac de Voyage,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, Байконур, улица Курмангазы, 93/1",сменный график,"Полная занятость, сменный график",E9,https://almaty.hh.kz/vacancy/79427836
Специалист по туризму (удаленно),72,от 400 до 800 USD до вычета налогов,не требуется,KIVORK,Вакансия опубликована 18 мая 2023 в Алматы,Алматы,удаленная работа,"Полная занятость, удаленная работа",Английский язык;Работа в команде;Обучение и развитие;математика;Аналитическое мышление;Системное мышление;Поиск информации в интернет;Уверенный пользователь ПК;Логическое мышление;Работа с большим объемом информации;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/80167937
Медицинский представитель,65,от 180 000 до 500 000 KZT на руки,не требуется,ТОО Новатор Фарма,Вакансия опубликована 17 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Навыки продаж;Коммуникативные навыки;Навыки презентации;Работа в команде;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/80547440
Оператор выдачи,40,з/п не указана,не требуется,ТОО Magnum E-commerce Kazakhstan,Вакансия опубликована 24 мая 2023 в Алматы,"Алматы, улица Толе Би, 285",сменный график,"Полная занятость, сменный график",Умение работать в команде;активность;,https://almaty.hh.kz/vacancy/80469457
Разнорабочий на производство,40,от 160 000 до 200 000 KZT на руки,не требуется,ТОО Идеальный камень Company,Вакансия опубликована 26 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Исполнительность;Ответственность и пунктуальность;,https://almaty.hh.kz/vacancy/80862492
Мерчендайзер,77,з/п не указана,не требуется,ТОО Аромика Трейд (ТД West),Вакансия опубликована 4 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Организация мероприятий;Учет товаров;Умение работать в команде;Учет остатков;,https://almaty.hh.kz/vacancy/80089014
Специалист технической поддержки,121,от 150 000 KZT на руки,не требуется,ТОО Jet Finance (ТОО Mogo Kazakhstan),Вакансия опубликована 26 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80550665
Национальный менеджер по воплощению стандартов мерчандайзинга,40,з/п не указана,не требуется,ТОО Нестле Фуд Казахстан,Вакансия опубликована 3 мая 2023 в Алматы,"Алматы, улица Тимирязева, 28В",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/79215844
Лаборант химического анализа,168,до 170 000 KZT на руки,не требуется,ТОО Эфко Алматы,Вакансия опубликована 3 мая 2023 в Алматы,"Алматы, улица Бекмаханова, 96/6",сменный график,"Полная занятость, сменный график",Работа в команде;Работа с документами;оформление документации;Работа с оргтехникой;Навыки работы с первичной документацией;,https://almaty.hh.kz/vacancy/80038517
Ассистент отдела продаж и маркетинга,68,з/п не указана,не требуется,ТОО TDS Media,Вакансия опубликована 27 мая 2023 в Алматы,"Алматы, проспект Жибек Жолы, 135",полный день,"Полная занятость, полный день",MS PowerPoint;Подготовка презентаций;MS Excel;Ведение отчетности;Аналитическое мышление;Сбор и анализ информации;Математика/логика;,https://almaty.hh.kz/vacancy/78740875
Торговый представитель по переговорам HoReCa (кофе Jacobs),40,от 270 000 до 575 000 KZT до вычета налогов,не требуется,ТОО Apple City Corps,Вакансия опубликована 17 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Ведение переговоров;Проведение промо акций;Заключение договоров;Работа в команде;Ориентация на результат;,https://almaty.hh.kz/vacancy/80545428
Бизнес ассистент,40,от 100 000 до 150 000 KZT на руки,не требуется,ИП Aim Group,Вакансия опубликована 26 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80187114
Мерчендайзер в АФ8 (Magnum),77,от 162 до 200 000 KZT на руки,не требуется,ТОО Apple City Corps,Вакансия опубликована 4 мая 2023 в Алматы,"Алматы, микрорайон Кемел, улица Аксуат, 118",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80078110
Руководитель кафедры начальных классов,132,от 220 000 KZT на руки,не требуется,ИП СЕКСЕНАЛЫ,Вакансия опубликована 26 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80277382
Стажер в отдел по кадровому делопроизводству,117,з/п не указана,не требуется,ТОО СберРешения,Вакансия опубликована 23 мая 2023 в Алматы,"Алматы, Байконур, Театр имени Ауэзова, проспект Абая, 52к2",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80883329
Blogger relations manager,40,з/п не указана,не требуется,HuntIT,Вакансия опубликована 23 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Хинди;Youtube;Пользователь ПК;Performance Management;Грамотная речь;English;Business English;Advertising;Хинди — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80914302
Оператор погрузчика (стажер) Train to Plant,40,з/п не указана,не требуется,ТОО Coca-Cola İçecek Kazakhstan  ( ТОО СП «Кока-Кола Алматы Боттлерс» ),Вакансия опубликована 19 мая 2023 в Алматы,Алматы,сменный график,"Стажировка, сменный график",Водительское удостоверение категории B;Умение работать в команде;Водительские права категории В;,https://almaty.hh.kz/vacancy/79525179
Специалист Сопровождения Зарплатного Проекта,40,з/п не указана,не требуется,Kaspi.kz,Вакансия опубликована 12 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Грамотная устная и письменная речь Знание языков: Казахский — C1 — Продвинутый Русский — C1;,https://almaty.hh.kz/vacancy/79426554
Мерчендайзер,77,от 150 000 до 210 000 KZT на руки,не требуется,АО ПРОГРЕСС,Вакансия опубликована 10 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/47900454
Финансовый контролер по учету продаж,136,з/п не указана,не требуется,"AIR ASTANA, АО",Вакансия опубликована 16 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Английский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80491224
Специалист по продуктовому маркетингу/Product manager,68,от 350 000 KZT на руки,не требуется,ТОО КСЭ Казахстан,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, проспект Райымбека, 169",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80874010
"Intern in Transfer Pricing, Tax&Legal Department, Almaty/Astana",18,з/п не указана,не требуется,ТОО KPMG,Вакансия опубликована 23 мая 2023 в Алматы,Алматы,полный день,"Стажировка, полный день",Английский язык;MS PowerPoint;Business English;Data Analysis;Time management;Taxation;,https://almaty.hh.kz/vacancy/80892504
Торговый представитель ВС,129,з/п не указана,не требуется,"Радуга, ТОО (Компания Raduga KDR)",Вакансия опубликована 2 мая 2023 в Алматы,"Алматы, проспект Райымбека, 212/2",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/78886953
Менеджер по сбору платежей,84,от 165 000 KZT на руки,не требуется,Kaspi.kz,Вакансия опубликована 2 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Казахский — C2 — В совершенстве;Русский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/79961648
Стажер в департамент бухгалтерии,18,з/п не указана,не требуется,ТОО ШНАЙДЕР ГРУП,Вакансия опубликована 3 мая 2023 в Алматы,"Алматы, улица Толе би, 101",полный день,"Стажировка, полный день",E9,https://almaty.hh.kz/vacancy/80029214
Бухгалтер,18,з/п не указана,не требуется,ТОО Accounting & Review Service,Вакансия опубликована 18 мая 2023 в Алматы,"Алматы, проспект Аль-Фараби, 77/8",полный день,"Полная занятость, полный день",1С: Предприятие 8;,https://almaty.hh.kz/vacancy/80628619
Delivery manager,107,з/п не указана,не требуется,АО Home Credit Bank,Вакансия опубликована 5 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/80149380
Практикант в HR,69,з/п не указана,не требуется,ТОО Magnum E-commerce Kazakhstan,Вакансия опубликована 12 мая 2023 в Алматы,Алматы,полный день,"Стажировка, полный день",E9,https://almaty.hh.kz/vacancy/80333335
Менеджер МСФО/IFRS manager,18,з/п не указана,не требуется,АО Народный банк Казахстана,Вакансия опубликована 16 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Бухгалтерская отчетность;Финансовая отчетность;IFRS;Управленческая отчетность;Финансовый контроль;consolidation;,https://almaty.hh.kz/vacancy/77323843
Deutschsprachiger Kundenbetreuer in Batumi (Georgian),40,от 2 300 GEL до вычета налогов,не требуется,Majorel Georgia LLC,Вакансия опубликована 28 апреля 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/79916571
Пиццер,94,от 130 000 до 140 000 KZT на руки,не требуется,ИП Food Zilla,Вакансия опубликована 27 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80341909
Специалист по оценке смартфонов / Начинающий специалист,57,от 180 000 до 220 000 KZT на руки,не требуется,ТОО THE BEST SELLER,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, улица Гоголя, 91",сменный график,"Полная занятость, сменный график",E9,https://almaty.hh.kz/vacancy/80186051
Оператор Call-centre,3,з/п не указана,не требуется,ТОО MFO BNK Finance Kazakhstan,Вакансия опубликована 16 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80498075
Travel Specialist (удаленно),72,от 400 до 800 USD до вычета налогов,не требуется,KIVORK,Вакансия опубликована 25 мая 2023 в Алматы,Алматы,удаленная работа,"Полная занятость, удаленная работа",Английский язык;Работа с большим объемом информации;Поиск информации в интернет;Грамотность;Аналитическое мышление;Системное мышление;математика;точные науки;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/80187348
Помощник HR (ресечер),118,з/п не указана,не требуется,ТОО Smart Solutions Personnel,Вакансия опубликована 22 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Подбор персонала;Обучение и развитие;Ориентация на результат;Английский язык;Деловая переписка;Умение расставлять приоритеты;Проведение телефонных интервью;Грамотная речь;Грамотность;Уверенный пользователь ПК;Многозадачность;Работа в режиме многозадачности;Грамотная устная и письменная речь;Позитивное мышление;,https://almaty.hh.kz/vacancy/80624087
Медсестра/медбрат в стоматологию,64,от 150 000 KZT до вычета налогов,не требуется,ТОО Орбита-Дэнт,Вакансия опубликована 28 мая 2023 в Алматы,"Алматы, улица Беринга, 44",полный день,"Полная занятость, полный день",Пользователь ПК;Точность и внимательность к деталям;MS PowerPoint;Измерение АД;Уколы;Работа в условиях многозадачности;Опрятный внешний вид;Образованность;Ответственность и пунктуальность;Работа с большим объемом информации;Готовность к командному труду;Желание учиться и развиваться;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/76573984
Сборщик заказов ( Направление экспресс ),40,от 141 000 до 161 000 KZT на руки,не требуется,ТОО Magnum E-commerce Kazakhstan,Вакансия опубликована 25 мая 2023 в Алматы,Алматы,сменный график,"Полная занятость, сменный график",Пользователь ПК;Работа в команде;Умение работать в команде;оформление заказов;Творческое мышление;,https://almaty.hh.kz/vacancy/80237238
Сборщик изделий (сборка торгового оборудования),40,з/п не указана,не требуется,ТОО Metawerk Alliance,Вакансия опубликована 17 мая 2023 в Алматы,"Алматы, Райымбек батыра, проспект Рыскулова, 82А",полный день,"Полная занятость, полный день","Работать в команде;Готовность к командному труду;Быстрообучаемый;Внимательность, ответственность;Желание работать и развиваться;",https://almaty.hh.kz/vacancy/80544913
Мастер по ремонту электросамокатов,111,от 220 000 до 300 000 KZT на руки,не требуется,ТОО Jet Sharing,Вакансия опубликована 25 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/79724667
Специалист в Направление по развитию процессов и технической поддержки в партнерских каналах,40,з/п не указана,не требуется,АО Банк ЦентрКредит,Вакансия опубликована 17 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80553571
Помощник руководителя,40,от 150 000 KZT на руки,не требуется,ТОО Smart Polymer,Вакансия опубликована 12 мая 2023 в Алматы,"Алматы, Алатауский район, микрорайон Болашак, 49",полный день,"Полная занятость, полный день","Работа в команде;Высокая энергичность;Работа в условиях многозадачности;Коммуникабельность, стрессоустойчивость;Работа с компьютером;Умение работать в условиях многозадачности;Высокая ответственность;Пользователь ПК;Деловое общение;Телефонные переговоры;",https://almaty.hh.kz/vacancy/80370636
Специалист отдела верификации,57,от 180 000 KZT на руки,не требуется,ТОО Микрофинансовая организация Finbox,Вакансия опубликована 11 мая 2023 в Алматы,"Алматы, Алмалинский район, улица Жамбыла, 114",полный день,"Полная занятость, полный день",Грамотность;Пользователь ПК;Работа в команде;Грамотная речь;,https://almaty.hh.kz/vacancy/80292740
Paid Intern in Procurement Department,119,з/п не указана,не требуется,ТОО Caspian International Restaurants company,Вакансия опубликована 4 мая 2023 в Алматы,Алматы,полный день,"Стажировка, полный день",MS PowerPoint;Analytical skills;Time management;Работа с документами;MS Excel;Communication skills;,https://almaty.hh.kz/vacancy/80099529
Уборщица/уборщик,40,от 125 000 KZT до вычета налогов,не требуется,ТОО Орбита-Дэнт,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, микрорайон Аксай-2, 23",полный день,"Полная занятость, полный день",Пользователь ПК;Работа в команде;Грамотная речь;Умение работать в команде;Работа с людьми;,https://almaty.hh.kz/vacancy/79131893
"Автор научных статей (математика, физика)",55,от 300 USD на руки,не требуется,ТОО Научные публикации,Вакансия опубликована 27 мая 2023 в Алматы,Алматы,полный день,"Частичная занятость, полный день",Грамотность;Написание текстов;Желание работать и развиваться;,https://almaty.hh.kz/vacancy/80031512
SPA Receptionist,72,з/п не указана,не требуется,ТОО Alterra Inn,Вакансия опубликована 25 мая 2023 в Алматы,"Алматы, Абая, проспект Достык",сменный график,"Полная занятость, сменный график",Teamplayer;Time management;Английский язык;Sales Management;Customer Relationship Management;Управление продажами;Организаторские навыки;Грамотная речь;Деловая коммуникация;Навыки продаж;,https://almaty.hh.kz/vacancy/80992413
Менеджер технической поддержки,121,от 180 000 до 200 000 KZT на руки,не требуется,ТОО PARTNERS - SM,Вакансия опубликована 26 мая 2023 в Алматы,Алматы,сменный график,"Полная занятость, сменный график",Работа в команде;Опытный пользователь ПК;Казахский язык;Русский язык;Работа в условиях многозадачности;Техническая поддержка;,https://almaty.hh.kz/vacancy/79963835
Техничка (техник) / уборщик (Ташкентская - Мате Залки),40,от 150 000 KZT на руки,не требуется,Кондитерский Дом Куликовский,Вакансия опубликована 28 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Клининг;Уборка;,https://almaty.hh.kz/vacancy/79232841
Главный специалист по работе с госорганами,50,з/п не указана,не требуется,ТОО RG Brands Kazakhstan,Вакансия опубликована 3 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80016070
Персональный менеджер в smart office,57,з/п не указана,не требуется,ТОО Микрофинансовая организация KMF(КМФ),Вакансия опубликована 3 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",Клиентоориентированность;Аналитическое мышление;Активные продажи;Кредитные договоры;,https://almaty.hh.kz/vacancy/80044144
Оператор 1C,84,от 75 000 KZT на руки,не требуется,ТОО Absolut Trade,Вакансия опубликована 26 мая 2023 в Алматы,"Алматы, улица Гоголя, 192",полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80301202
"Intern, Corporate Tax (Almaty)",18,з/п не указана,не требуется,ТОО KPMG,Вакансия опубликована 12 мая 2023 в Алматы,Алматы,полный день,"Стажировка, полный день",E9,https://almaty.hh.kz/vacancy/79186578
Associate to Risk Assurance (Almaty/Nur-Sultan),116,з/п не указана,не требуется,PricewaterhouseCoopers,Вакансия опубликована 5 мая 2023 в Алматы,Алматы,полный день,"Полная занятость, полный день",MS PowerPoint;Team management;Teamplayer;Time management;Accounting Information Systems;,https://almaty.hh.kz/vacancy/77693926
