Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Инженер-строитель,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""BK Industrial""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Составление дефектных ведомостей;,https://enbek.kz/ru/vacancy/inzhener-stroitel~3092552,Молодежная практика,Строительство и архитектура
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Айым бэби""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~3097779,Молодежная практика,
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Айым бэби""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Оказание помощи инвалидам и лицам с ограниченными возможностями здоровья;,https://enbek.kz/ru/vacancy/logoped-defektolog~3097778,Молодежная практика,
Учитель музыки,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Айым бэби""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Основы музыкальной грамоты и хореографии;,https://enbek.kz/ru/vacancy/uchitel-muzyki~3097776,Молодежная практика,
Учитель русского языка и литературы,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Айым бэби""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Ведение учебной документации;,https://enbek.kz/ru/vacancy/uchitel-russkogo-yazyka-i-literatury~3097775,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Айым бэби""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Владение современными технологиями и методиками преподавания;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~3097774,Молодежная практика,
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Айым бэби""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Чтение детям книг или рассказывание историй;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~3097771,Первое рабочее место,
Юрист,Юриспруденция,от 103 500 тенге,"""Филиал Республиканской палаты частных судебных исполнителей города Шымкент-региональная палата частных судебных исполнителей города Шымкент""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Контроль соблюдения законодательных актов;,https://enbek.kz/ru/vacancy/yurist~3097578,Молодежная практика,Юриспруденция
Преподаватель языковой школы,Образование и воспитание,от 103 500 тенге,Aidana,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/prepodavatel-yazykovoi-shkoly~3097631,Молодежная практика,
Преподаватель по подготовке к IELTS,Образование и воспитание,от 103 500 тенге,Aidana,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/prepodavatel-po-podgotovke-k-ielts~3097632,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Казахстанский клуб ""ЖЕҢІСБЕК""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3097533,Молодежная практика,Финансы
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Адиш""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Организация образовательного процесса;,https://enbek.kz/ru/vacancy/logoped-defektolog~3097469,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ТезД""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3096617,Молодежная практика,Финансы
Экономист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""MK.KAZYNA""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Финансовое планирование;,https://enbek.kz/ru/vacancy/ekonomist~3096607,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ЖК Сатманова,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3086579,Первое рабочее место,Финансы
Менеджер по онлайн-продажам,Маркетинг и СМИ,от 103 500 тенге,ИП Алуа,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Привлечение клиентов с целью увеличения объёмов продаж;,https://enbek.kz/ru/vacancy/menedzher-po-onlain-prodazham~3086583,Первое рабочее место,Журналистика
Офис-менеджер,HR и секретариат,от 103 500 тенге,ИП Алуа,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Подготовка писем и обращений;,https://enbek.kz/ru/vacancy/ofis-menedzher~3086584,Первое рабочее место,Менеджмент
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП Ж.Б.Е.,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~3086619,Первое рабочее место,Журналистика
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Zerdeli International School Shymkent""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~3086835,Первое рабочее место,Журналистика
Аппаратчик смешивания,Производство,от 103 500 тенге,ИП ӘБДІКАРИМОВ АЙҚОЖА АСҚАРҰЛЫ,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Переработка химического сырья и производство химической продукции;,https://enbek.kz/ru/vacancy/apparatchik-smeshivaniya~3087171,Первое рабочее место,Сервисное обслуживание/производство
Бригадир цеха,Строительство и архитектура,от 103 500 тенге,NURSAPA,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Проведение плановых работ в бригаде;,https://enbek.kz/ru/vacancy/brigadir-cekha~3087228,Первое рабочее место,Строительство и архитектура
Линейный рабочий,Производство,от 103 500 тенге,NURSAPA,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Контроль режима работы водопропускных сооружений;,https://enbek.kz/ru/vacancy/lineinyi-rabochii~3087229,Первое рабочее место,Сервисное обслуживание/производство
Фармацевт (средней квалификации),Медицина и фармацевтика,от 103 500 тенге,ИП Farm City,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Знание фармакологии;,https://enbek.kz/ru/vacancy/farmacevt-(srednei-kvalifikacii)~3087532,Первое рабочее место,Медицина
Медицинский массажист,Медицина и фармацевтика,от 103 500 тенге,ИП Fitness Sabi,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskii-massazhist~3087869,Первое рабочее место,Медицина
Кассир,Финансы и бухучет,от 103 500 тенге,Med Trade IS,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Оформление документов по кассовым операциям;,https://enbek.kz/ru/vacancy/kassir~3087906,Первое рабочее место,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,Med Trade IS,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3087907,Первое рабочее место,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"""MED-Store""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3087916,Первое рабочее место,Финансы
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"ИП ""САМҰРЫҚ""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Ведение кассовых операций;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~3088003,Первое рабочее место,Финансы
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ИП ""САЛТАНАТ""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Проведение анализа требований потребителей согласно результатам маркетинговых исследований;,https://enbek.kz/ru/vacancy/smm-menedzher~3088495,Первое рабочее место,Журналистика
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Управление Комитета по правовой статистике и специальным учетам Генеральной прокуратуры Республики Казахстан по городу Шымкент""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Контроль соблюдения законодательных актов;,https://enbek.kz/ru/vacancy/yurist~3089854,Молодежная практика,Юриспруденция
Экономист по планированию,Финансы и бухучет,от 103 500 тенге,ГҮЛМИРА,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Внедрение плановой и учетной документации;,https://enbek.kz/ru/vacancy/ekonomist-po-planirovaniyu~3089902,Молодежная практика,Финансы
Ассистент (общий профиль),HR и секретариат,от 103 500 тенге,ГҮЛМИРА,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,"Прием и доставка (вручение) корреспонденции, уведомлений, извещений;",https://enbek.kz/ru/vacancy/assistent-(obshchii-profil)~3089904,Первое рабочее место,Менеджмент
Инженер проектировщик (зданий),Строительство и архитектура,от 103 500 тенге,ИШМЕТОВ АЙБЕК БАХАДЫРОВИЧ,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Подготовка документов о завершении работ по строительству сооружений;,https://enbek.kz/ru/vacancy/inzhener-proektirovshchik-(zdanii)~3089933,Молодежная практика,Строительство и архитектура
Архитектор-дизайнер,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Adil Stroy Project""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Составление архитектурных проектов объектов озеленения;,https://enbek.kz/ru/vacancy/arkhitektor-dizainer~3089942,Молодежная практика,Строительство и архитектура
Архитектор,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Adil Stroy Project""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Разработка проектной документации;,https://enbek.kz/ru/vacancy/arkhitektor~3089943,Молодежная практика,Строительство и архитектура
Учитель химии,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное учреждение ""Общеобразовательная средняя школа №32 имени Абая"" управления образования города Шымкент",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-khimii~3089961,Молодежная практика,
Учитель биологии,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное учреждение ""Общеобразовательная средняя школа №32 имени Абая"" управления образования города Шымкент",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-biologii~3089962,Молодежная практика,
Инженер-энергетик,Энергетика,от 103 500 тенге,ИП Дүйсеев,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Анализ состояния и режима работы линий электропередачи;,https://enbek.kz/ru/vacancy/inzhener-energetik~3090057,Первое рабочее место,Сервисное обслуживание/производство
Юрист,Юриспруденция,от 103 500 тенге,ИП Дүйсеев,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yurist~3090058,Молодежная практика,Юриспруденция
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,ИП МАМЫРОВА,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Оценка психологического состояния учащегося;,https://enbek.kz/ru/vacancy/logoped-defektolog~3090070,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Детский ясли сад ""Алтын сақа-1""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/vospitatel~3096572,Первое рабочее место,
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Детский ясли сад ""Алтын сақа-1""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Поддержание чистоты вокруг оборудований;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~3096571,Первое рабочее место,
Помощник учителя,Образование и воспитание,от 103 500 тенге,ИП Nur-Sultan,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Проведение родительских собраний;,https://enbek.kz/ru/vacancy/pomoshchnik-uchitelya~3096388,Первое рабочее место,
Портной,Производство,от 103 500 тенге,ИП АЙЛИН,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Изготовление лекал;,https://enbek.kz/ru/vacancy/portnoi~3096282,Первое рабочее место,Сервисное обслуживание/производство
Художник,Культура и спорт,от 103 500 тенге,ИП АЙЛИН,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Разработка дизайна;,https://enbek.kz/ru/vacancy/khudozhnik~3096270,Молодежная практика,
Художник-конструктор (дизайнер),Культура и спорт,от 103 500 тенге,ИП АЙЛИН,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Рисование декоративных узоров;,https://enbek.kz/ru/vacancy/khudozhnik-konstruktor-(dizainer)~3096271,Молодежная практика,
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,"Общественный фонд ""Давайте расти""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Определение  четких  целей  уроков;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~3096184,Первое рабочее место,
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Алтын ұрпақ""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Игра с детьми;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~3092369,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Алтын ұрпақ""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Знание методов диагностики личностного потенциала обучающего;,https://enbek.kz/ru/vacancy/vospitatel~3092370,Первое рабочее место,
Медицинская сестра по диетическому питанию,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Алтын сандық""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,"Проведение здорового образа жизни, рационального питания;",https://enbek.kz/ru/vacancy/medicinskaya-sestra-po-dieticheskomu-pitaniyu~3096152,Молодежная практика,Медицина
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Алтын сандық""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~3096153,Молодежная практика,Финансы
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Five Stars""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Работа с учащимися с особыми потребностями;,https://enbek.kz/ru/vacancy/logoped-defektolog~3095734,Молодежная практика,
Музыкальный руководитель,Культура и спорт,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Five Stars""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Подготовка инструментальной музыкальной программы;,https://enbek.kz/ru/vacancy/muzykalnyi-rukovoditel~3095735,Молодежная практика,
Делопроизводитель,HR и секретариат,от 103 500 тенге,"ИП ""БЕГМАНОВ Е.Д.""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Учет и регистрация документов;,https://enbek.kz/ru/vacancy/deloproizvoditel~3095373,Молодежная практика,Менеджмент
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ИП ""БЕГМАНОВ Е.Д.""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Проведение переговоров и формирование коммерческих документов и соглашений;,https://enbek.kz/ru/vacancy/smm-menedzher~3095375,Первое рабочее место,Журналистика
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"ИП ""БЕГМАНОВ Е.Д.""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,"Эксплуатация контрольно-кассовой техники (ККТ), выполнение расчета с покупателями;",https://enbek.kz/ru/vacancy/bukhgalter~3095376,Первое рабочее место,Финансы
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ДЕТСКИЙ ЯСЛИ-САД ""ДАНИЯР""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3095149,Молодежная практика,Медицина
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ДЕТСКИЙ ЯСЛИ-САД ""ДАНИЯР""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Знание методов диагностики личностного потенциала обучающего;,https://enbek.kz/ru/vacancy/vospitatel~3095150,Молодежная практика,
Рабочий по комплексному обслуживанию и ремонту зданий,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ДЕТСКИЙ ЯСЛИ-САД ""ДАНИЯР""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Ремонт зданий и сооружений;,https://enbek.kz/ru/vacancy/rabochii-po-kompleksnomu-obsluzhivaniyu-i-remontu-zdanii~3095154,Первое рабочее место,Строительство и архитектура
Няня в детском саду,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ДЕТСКИЙ ЯСЛИ-САД ""ДАНИЯР""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Уход за младенцем;,https://enbek.kz/ru/vacancy/nyanya-v-detskom-sadu~3095155,Первое рабочее место,
Оператор-телефонист,IT и телекоммуникации,от 103 500 тенге,ИП Улжан,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/operator-telefonist~3095131,Молодежная практика,IT
Помощник юриста,Юриспруденция,от 103 500 тенге,ИП Улжан,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Представительство в суде по гражданским делам предприятия;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~3095134,Первое рабочее место,Юриспруденция
Секретарь,HR и секретариат,от 103 500 тенге,ИП Улжан,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/sekretar~3095135,Первое рабочее место,Менеджмент
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли-сад Олжас-би""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~3093321,Молодежная практика,
Няня в детском саду,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли-сад Олжас-би""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Поддержание дисциплины в группе;,https://enbek.kz/ru/vacancy/nyanya-v-detskom-sadu~3093323,Первое рабочее место,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,"ИП ""Лаханова""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Разработка УМК предметов/дисциплин;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~3094941,Молодежная практика,
Медицинская сестра (высокой квалификации),Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Раййан""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Ассистирование при малых акушерских и гинекологических операциях;,https://enbek.kz/ru/vacancy/medicinskaya-sestra-(vysokoi-kvalifikacii)~3094928,Молодежная практика,Медицина
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Раййан""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~3094931,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Раййан""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~3094932,Первое рабочее место,
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ИНТЕР-ТРАНС и К""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~3091883,Молодежная практика,Финансы
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"Ип ""Ералы""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Маркетинговая деятельность;,https://enbek.kz/ru/vacancy/smm-menedzher~3092273,Первое рабочее место,Журналистика
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ДИНАРА КЗ""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~3094071,Молодежная практика,Финансы
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Favorite Group Company""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/deloproizvoditel~3093840,Молодежная практика,Менеджмент
Медицинская(ий) сестра/брат по уходу,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Стоматологическая клиника ""Космо-Дент""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Подготовка пациента к лечению;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat-po-ukhodu~3093737,Молодежная практика,Медицина
Оператор Call-центра,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Communication Bridge""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Регистрация и обработка обращений абонентов;,https://enbek.kz/ru/vacancy/operator-call-centra~3084416,Первое рабочее место,Менеджмент
Оператор Call-центра,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Фронт - Лайн""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Проверка работоспособности средств связи и сигнализации;,https://enbek.kz/ru/vacancy/operator-call-centra~3084488,Первое рабочее место,Менеджмент
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Фронт - Лайн""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания оборудования;,https://enbek.kz/ru/vacancy/tekhnik-programmist~3084489,Первое рабочее место,IT
Кредитный консультант,Наука и консалтинг,от 103 500 тенге,NurAidyn academy,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,"Консультирование клиентов о продуктах, ценах, наличии или условии кредитования;",https://enbek.kz/ru/vacancy/kreditnyi-konsultant~3084830,Первое рабочее место,Наука
Мастер по водоснабжению,Строительство и архитектура,от 103 500 тенге,Касымбек Датка,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Работы по отключению/включению систем теплопотребления (теплоснабжения);,https://enbek.kz/ru/vacancy/master-po-vodosnabzheniyu~3084922,Первое рабочее место,Строительство и архитектура
Главный инженер (в строительстве),Строительство и архитектура,от 103 500 тенге,Касымбек Датка,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Контроль соответствия разработанной  ПСД требованиям госнормативов;,https://enbek.kz/ru/vacancy/glavnyi-inzhener-(v-stroitelstve)~3084923,Первое рабочее место,Строительство и архитектура
Лаборант (средней квалификации),Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Семсер Провайдер""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Входной контроль сырья и готовой продукции;,https://enbek.kz/ru/vacancy/laborant-(srednei-kvalifikacii)~3085001,Первое рабочее место,Сервисное обслуживание/производство
Столяр-краснодеревщик,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""KVADRAT company""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,"Выполнение малярных, плотницких и столярных работ;",https://enbek.kz/ru/vacancy/stolyar-krasnoderevshchik~3085074,Первое рабочее место,Сервисное обслуживание/производство
Оператор центра продаж,IT и телекоммуникации,от 103 500 тенге,"Дивизион по розничному бизнесу - филиал Акционерного общества ""Казахтелеком""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Консультирование клиента по его обращению за технической поддержкой;,https://enbek.kz/ru/vacancy/operator-centra-prodazh~3085466,Первое рабочее место,IT
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,БЕЙСЕНОВА,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Разработка обучающих программ;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~3086000,Первое рабочее место,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,БЕЙСЕНОВА,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~3086001,Первое рабочее место,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"ИП ""Танатарова""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,"Эксплуатация контрольно-кассовой техники (ККТ), выполнение расчета с покупателями;",https://enbek.kz/ru/vacancy/bukhgalter~3086156,Первое рабочее место,Финансы
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""БИ-ЖАН""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,профессионализм;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3086215,Первое рабочее место,Медицина
Фармацевт (провизор),Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""БИ-ЖАН""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,честность;,https://enbek.kz/ru/vacancy/farmacevt-(provizor)~3086216,Первое рабочее место,Медицина
Помощник юриста,Юриспруденция,от 103 500 тенге,Адвокат ЖОЛШИЕВ МУРАТ ТОКТАМЫСОВИЧ,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Представительство в суде по гражданским делам предприятия;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~3086290,Первое рабочее место,Юриспруденция
