Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Продавец-консультант,40,от 150 000 до 250 000 KZT на руки,Sulpak,Вакансия опубликована 25 мая 2023 в Кызылорде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81057075,,
Стажер-агент по обслуживанию пассажиров,40,з/п не указана,"AIR ASTANA, АО",Вакансия опубликована 18 мая 2023 в Кызылорде,Алматы,полный день,Стажировка,Английский язык;Грамотная речь;Работа в команде;Работа с людьми;Казахский язык;Русский язык;,https://almaty.hh.kz/vacancy/80629842,,
Администратор автосалона,8,от 100 000 до 150 000 KZT на руки,ТОО TURAN AUTO KZ,Вакансия опубликована 4 мая 2023 в Кызылорде,"Кызылорда, проспект Нурсултана Назарбаева, 28",полный день,Полная занятость,Пользователь ПК;Русский и казахский языки;,https://almaty.hh.kz/vacancy/80083644,,
Территориальный агент Beeline,40,от 100 000 до 250 000 KZT на руки,"Beeline, ТМ",Вакансия опубликована 19 мая 2023 в Кызылорде,Алматы,полный день,Частичная занятость,Поиск и привлечение клиентов;Консультация клиентов;Грамотная речь;,https://almaty.hh.kz/vacancy/78137866,,
Специалист по взысканию просроченной задолженности,146,от 120 000 до 400 000 KZT на руки,ТОО Коллекторское агентство Эксперт,Вакансия опубликована 23 мая 2023 в Кызылорде,"Кызылорда, улица Айтеке би, 28",полный день,Полная занятость,Деловое общение;Выездные мероприятия;Уверенный пользователь ПК;Планирование карьеры;Опытный пользователь ПК;,https://almaty.hh.kz/vacancy/80898067,,
Администратор на ресепшен в сеть фитнес-клуба Lady Gym,8,от 70 000 KZT на руки,ТОО Woman’s time,Вакансия опубликована 20 мая 2023 в Кызылорде,Алматы,полный день,Полная занятость,Грамотность;Работа с людьми;Работа в команде;Пользователь ПК;Способность быстро обучаться;Опрятность;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80767163,,
Менеджер интернет магазина,40,от 120 000 KZT до вычета налогов,ИП Строймаркет Алтын Орда,Вакансия опубликована 15 мая 2023 в Кызылорде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79072936,,
Мастер-прораб,100,з/п не указана,ТОО ОРДА СТРОЙ ХОЛДИНГ,Вакансия опубликована 23 мая 2023 в Кызылорде,"Кызылорда, улица Сагымбаева, 74",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80904091,,
Специалист по качеству Поиска со знанием казахского языка,40,от 30 000 руб. на руки,Яндекс Крауд,Вакансия опубликована 25 мая 2023 в Кызылорде,Алматы,удаленная работа,Частичная занятость,E9,https://almaty.hh.kz/vacancy/79890402,,
Лаборант,79,от 150 000 до 150 000 KZT на руки,ТОО СЖС Казахстан ЛТД,Вакансия опубликована 10 мая 2023 в Кызылорде,Алматы,Вахтовый метод,Полная занятость,E9,https://almaty.hh.kz/vacancy/80206837,,Наука
"Тайный покупатель, удаленно",40,з/п не указана,ТОО PLAN business consult,Вакансия опубликована 24 мая 2023 в Кызылорде,Алматы,удаленная работа,Частичная занятость,Грамотная речь;Ответственность;,https://almaty.hh.kz/vacancy/80926205,,
Юрист,146,от 180 000 KZT до вычета налогов,ТОО Сәтті Телеком,Вакансия опубликована 2 мая 2023 в Кызылорде,"Кызылорда, улица Бокейхана, 95",полный день,Полная занятость,Юридическое сопровождение;Государственные закупки;Знание законодательства;Договорная работа;Юрист;Взаимодействие с государственными контролирующими органами;,https://almaty.hh.kz/vacancy/79964770,,
Маркетолог,68,от 100 000 до 180 000 KZT на руки,ТОО TURAN AUTO KZ,Вакансия опубликована 2 мая 2023 в Кызылорде,"Кызылорда, проспект Нурсултана Назарбаева, 28",полный день,Полная занятость,Пользователь ПК;Свободное владение русского и казахского языка;Анализ трафика;,https://almaty.hh.kz/vacancy/80013696,,Менеджмент
Координатор тайных покупателей,40,от 80 000 до 200 000 KZT на руки,ООО 4Service Holdings GmbH,Вакансия опубликована 18 мая 2023 в Кызылорде,Алматы,удаленная работа,Полная занятость,E9,https://almaty.hh.kz/vacancy/80657117,,
Тайный проверяющий,40,до 100 000 KZT на руки,ООО 4Service Holdings GmbH,Вакансия опубликована 1 мая 2023 в Кызылорде,Алматы,гибкий график,Частичная занятость,Пользователь ПК;Электронная почта;,https://almaty.hh.kz/vacancy/79949476,,
Мерчендайзер категории ВС,77,до 180 000 KZT на руки,ТОО RG Brands Kazakhstan,Вакансия опубликована 10 мая 2023 в Кызылорде,"Кызылорда, улица Бейбитшилик",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80229647,,
Техничка/Техник,40,з/п не указана,ТОО ФЕНИКС ИНТЕРНЕШНЛ РЕСОРСИЗ КАСПИАН,Вакансия опубликована 25 мая 2023 в Кызылорде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81043059,,
Мерчендайзер,77,от 100 000 до 120 000 KZT на руки,"АО CASPIAN beverage holding, АО",Вакансия опубликована 27 мая 2023 в Кызылорде,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80338109,,
Удаленный сотрудник по работе с клиентами,40,от 100 000 до 160 000 KZT до вычета налогов,ТОО Oktrening,Вакансия опубликована 29 мая 2023 в Кызылорде,Алматы,удаленная работа,Полная занятость,Грамотная речь;Работа в команде;Грамотность;Работа с большим объемом информации;Деловое общение;,https://almaty.hh.kz/vacancy/79196852,,
"IT-наставник для детей по разработке игр (Minecraft, Roblox)",96,до 80 000 руб. на руки,Skyeng,Вакансия опубликована 10 мая 2023 в Кызылорде,Алматы,удаленная работа,Частичная занятость,Разработка компьютерных Игр;Minecraft;Roblox;Программирование для детей;Преподаватель;Преподавание;Обучение;,https://almaty.hh.kz/vacancy/80255601,,IT
Тайный покупатель,40,з/п не указана,ТОО Staff-UP Consulting Group,Вакансия опубликована 10 мая 2023 в Кызылорде,Алматы,полный день,Проектная работа/разовое задание,Пользователь ПК;Телефонные переговоры;Ответственность;Аудит;Умение принимать решения;,https://almaty.hh.kz/vacancy/80239872,,
Помощник юриста,145,от 35 000 руб. на руки,BY business group,Вакансия опубликована 19 мая 2023 в Кызылорде,"Кызылорда, улица Толыбекова, 14",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80728445,,
Торговый представитель,129,от 100 000 до 180 000 KZT до вычета налогов,ТОО REDLINECAPITAL,Вакансия опубликована 12 мая 2023 в Кызылорде,"Кызылорда, улица Саламатова",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80339433,,
Юрист,Юриспруденция,от 103 500 тенге,"Кызылординский областной филиал акционерного общества ""Казпочта""",Вакансия опубликована 24.05.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~3115702,Молодежная практика,Юриспруденция
Секретарь-референт,HR и секретариат,от 103 500 тенге,"Кызылординский областной филиал акционерного общества ""Казпочта""",Вакансия опубликована 24.05.2023,Адреса нет,полный день,Проектная работа,Встреча и учет посетителей;,https://enbek.kz/ru/vacancy/sekretar-referent~3115705,Молодежная практика,Менеджмент
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Кызылординский областной филиал акционерного общества ""Казпочта""",Вакансия опубликована 24.05.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/deloproizvoditel~3115704,Молодежная практика,Менеджмент
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Кызылординский областной филиал акционерного общества ""Казпочта""",Вакансия опубликована 24.05.2023,Адреса нет,полный день,Проектная работа,"Ведение кассовых, организационно-распорядительных, отчетных документов;",https://enbek.kz/ru/vacancy/bukhgalter~3115703,Молодежная практика,Финансы
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Мой Доктор""",Вакансия опубликована 18.05.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3095107,Молодежная практика,Медицина
Делопроизводитель,HR и секретариат,от 103 500 тенге,ИП РЕДЖЕПОВА,Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~3099854,Молодежная практика,Менеджмент
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Коммунальное государственное предприятие на праве хозяйственного ведения ""Многопрофильная городская больница"" управления здравоохранения Кызылординской области",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3094055,Молодежная практика,Медицина
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ДарМирАудит""",Вакансия опубликована 11.05.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~3089884,Молодежная практика,Менеджмент
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ДарМирАудит""",Вакансия опубликована 11.05.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~3089885,Молодежная практика,Финансы
Радиотехник,IT и телекоммуникации,от 103 500 тенге,ИП Зерделі-Bala,Вакансия опубликована 11.05.2023,Адреса нет,полный день,Проектная работа,ТО радиотехнического оборудования и средств связи;,https://enbek.kz/ru/vacancy/radiotekhnik~3088521,Первое рабочее место,IT
Делопроизводитель,HR и секретариат,от 103 500 тенге,"ИП ""КАЛДЫБЕК""",Вакансия опубликована 10.05.2023,Адреса нет,полный день,Проектная работа,Организация документооборота;,https://enbek.kz/ru/vacancy/deloproizvoditel~3086060,Первое рабочее место,Менеджмент
Врач-стоматолог,Медицина и фармацевтика,от 103 500 тенге,Ералиев Н,Вакансия опубликована 10.05.2023,Адреса нет,полный день,Проектная работа,"Лечение кариеса, некариозных поражений твердых тканей временных, постоянных зубов с несформированными корнями;",https://enbek.kz/ru/vacancy/vrach-stomatolog~3084930,Молодежная практика,Медицина
Инженер-строитель,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное учреждение «Управление строительства, архитектуры и градостроительства Кызылординской области»",Вакансия опубликована 10.05.2023,Адреса нет,полный день,Проектная работа,Разработка и проверка рабочих чертежей по эскизам инженеров и конструкторов;,https://enbek.kz/ru/vacancy/inzhener-stroitel~3084091,Молодежная практика,Строительство и архитектура
Инженер-строитель,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное учреждение ""Кызылординский городской отдел строительства"" акимата города Кызылорда",Вакансия опубликована 10.05.2023,Адреса нет,полный день,Проектная работа,Составление дефектных ведомостей;,https://enbek.kz/ru/vacancy/inzhener-stroitel~3084007,Молодежная практика,Строительство и архитектура
Делопроизводитель,HR и секретариат,от 103 500 тенге,"ИП ""KAISAR """,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Учет и регистрация документов;,https://enbek.kz/ru/vacancy/deloproizvoditel~3079764,Молодежная практика,Менеджмент
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,ИП Ахметов Даурен,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~3079795,Молодежная практика,
Преподаватель (в системе дошкольного воспитания и обучения),Образование и воспитание,от 103 500 тенге,ИП Ахметов Даурен,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Знание методов диагностики личностного потенциала обучающего;,https://enbek.kz/ru/vacancy/prepodavatel-(v-sisteme-doshkolnogo-vospitaniya-i-obucheniya)~3079796,Молодежная практика,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,ИП Ахметов Даурен,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~3079797,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,ИП Ахметов Даурен,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~3079798,Молодежная практика,
Медицинский регистратор,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Аман и К-Секьюрити""",Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Контроль за оказанием медицинской помощи;,https://enbek.kz/ru/vacancy/medicinskii-registrator~3078096,Молодежная практика,Медицина
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Аман и К-Секьюрити""",Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~3078098,Молодежная практика,Финансы
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Аман и К-Секьюрити""",Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~3078099,Молодежная практика,Финансы
Дантист,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""АлтынДент""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,"Лечение травм зубов, повреждений мягких тканей лица и полости рта;",https://enbek.kz/ru/vacancy/dantist~3075263,Молодежная практика,Медицина
Врач-стоматолог,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""АлтынДент""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,"Лечение кариеса, некариозных поражений твердых тканей временных, постоянных зубов с несформированными корнями;",https://enbek.kz/ru/vacancy/vrach-stomatolog~3075264,Молодежная практика,Медицина
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""АлтынДент""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3075265,Молодежная практика,Медицина
Фармацевт (средней квалификации),Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""АлтынДент""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Знание фармакологии;,https://enbek.kz/ru/vacancy/farmacevt-(srednei-kvalifikacii)~3075262,Молодежная практика,Медицина
Делопроизводитель,HR и секретариат,от 103 500 тенге,Start,Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,Ведение документации и формирование отчетности;,https://enbek.kz/ru/vacancy/deloproizvoditel~3073396,Молодежная практика,Менеджмент
Специалист воспитательной работы,Образование и воспитание,от 103 500 тенге,Start,Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,Обеспечение социальной защиты и адаптации учащихся;,https://enbek.kz/ru/vacancy/specialist-vospitatelnoi-raboty~3073397,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,Aisha Brand,Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,"Сотрудничество с родителями, социальными партнерами;",https://enbek.kz/ru/vacancy/vospitatel~3071713,Молодежная практика,
Учитель физической культуры и спорта,Образование и воспитание,от 103 500 тенге,"Частное учреждение Детский ясли сад ""Сарыарқа-Қызылорда-2""",Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,Планирование тренировочного процесса;,https://enbek.kz/ru/vacancy/uchitel-fizicheskoi-kultury-i-sporta~3071010,Молодежная практика,
Медицинская(ий) сестра/брат общей практики,Медицина и фармацевтика,от 103 500 тенге,"Коммунальное государственное предприятие на праве хозяйственного ведения ""Многопрофильная городская больница"" управления здравоохранения Кызылординской области",Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat-obshchei-praktiki~3070691,Молодежная практика,Медицина
Инженер по компьютерам,IT и телекоммуникации,от 103 500 тенге,Коммунальное государственное предприятие на праве хозяйственного ведения «Городская центральная поликлиника» управления здравоохранения Кызылординской области»,Вакансия опубликована 20.04.2023,Адреса нет,полный день,Проектная работа,"Установка и настройка системного и прикладного ПО, необходимого для функционирования ИС;",https://enbek.kz/ru/vacancy/inzhener-po-kompyuteram~3054757,Молодежная практика,IT
Делопроизводитель,HR и секретариат,от 103 500 тенге,Коммунальное государственное предприятие на праве хозяйственного ведения «Городская центральная поликлиника» управления здравоохранения Кызылординской области»,Вакансия опубликована 20.04.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~3054758,Молодежная практика,Менеджмент
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,Коммунальное государственное предприятие на праве хозяйственного ведения «Городская центральная поликлиника» управления здравоохранения Кызылординской области»,Вакансия опубликована 20.04.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3054759,Молодежная практика,Медицина
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,"ИП ""Сауле""",Вакансия опубликована 20.04.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~3053456,Молодежная практика,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"ИП ""Сауле""",Вакансия опубликована 20.04.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~3053457,Молодежная практика,
Хореограф,Культура и спорт,от 103 500 тенге,"ИП ""Сауле""",Вакансия опубликована 20.04.2023,Адреса нет,полный день,Проектная работа,Владение методологией творческого процесса в танцевальном коллективе;,https://enbek.kz/ru/vacancy/khoreograf~3053458,Молодежная практика,
IT-дизайнер,IT и телекоммуникации,от 103 500 тенге,"Общественное объединение ""Объединение инвалидов ""ДилНұрАй-Шуақ""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Планирование и выполнение работ по системному анализу;,https://enbek.kz/ru/vacancy/it-dizainer~3042628,Молодежная практика,IT
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Общественное объединение ""Объединение инвалидов ""ДилНұрАй-Шуақ""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания компьютеров и периферийного оборудования и их эксплуатация;,https://enbek.kz/ru/vacancy/tekhnik-programmist~3042629,Молодежная практика,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Общественное объединение ""Объединение инвалидов ""ДилНұрАй-Шуақ""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,"Эксплуатация контрольно-кассовой техники (ККТ), выполнение расчета с покупателями;",https://enbek.kz/ru/vacancy/bukhgalter~3042630,Молодежная практика,Финансы
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""PP Service""",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Составление баланса и оперативных сводных отчетов;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~3049590,Молодежная практика,Финансы
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ansar- Kausar2020""",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~3049302,Молодежная практика,
Зубной техник,Медицина и фармацевтика,от 103 500 тенге,ИП Тапалов,Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Изготовление и починка съемных пластиночных протезов;,https://enbek.kz/ru/vacancy/zubnoi-tekhnik~3048990,Молодежная практика,Медицина
Дизайнер по одежде,Производство,от 103 500 тенге,"Негосударственное образовательное учреждение ""Зияткер-Кызылорда""",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Расчет изделия и отделочных деталей по плотности вязания;,https://enbek.kz/ru/vacancy/dizainer-po-odezhde~3047930,Молодежная практика,Сервисное обслуживание/производство
Программист приложений,IT и телекоммуникации,от 103 500 тенге,"Территориальное объединение профсоюзов ""Профсоюзный Центр Кызылординской области""",Вакансия опубликована 17.04.2023,Адреса нет,полный день,Проектная работа,Администрирование ПО;,https://enbek.kz/ru/vacancy/programmist-prilozhenii~3046384,Молодежная практика,IT
Швея,Производство,от 103 500 тенге,БЕРДИМУРАТОВА ГУЛЗИРА ЗАЙДУЛЛАЕВНА,Вакансия опубликована 17.04.2023,Адреса нет,полный день,Проектная работа,Подготовка эскизов и лекал;,https://enbek.kz/ru/vacancy/shveya~3046428,Молодежная практика,Сервисное обслуживание/производство
Юрист,Юриспруденция,от 103 500 тенге,ИП Baukin,Вакансия опубликована 17.04.2023,Адреса нет,полный день,Проектная работа,"Регистрация юридических лиц, эмиссий ценных акций;",https://enbek.kz/ru/vacancy/yurist~3044735,Молодежная практика,Юриспруденция
Учитель биологии,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное учреждение ""Школа-гимназия №212"" отдела образования по городу Кызылорда управления образования Кызылординской области""",Вакансия опубликована 14.04.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-biologii~3042494,Молодежная практика,
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Общественное объединение ""Объединение инвалидов ""ДилНұрАй-Шуақ""",Вакансия опубликована 14.04.2023,Адреса нет,полный день,Проектная работа,Адаптация к изменяющейся ситуации;,https://enbek.kz/ru/vacancy/deloproizvoditel~3042631,Молодежная практика,Менеджмент
Дизайнер печатных изданий,Маркетинг и СМИ,от 103 500 тенге,"ИП ""ALTIN MURA""",Вакансия опубликована 13.04.2023,Адреса нет,полный день,Проектная работа,Согласование и сдача откорректированного материала;,https://enbek.kz/ru/vacancy/dizainer-pechatnykh-izdanii~3029997,Молодежная практика,Журналистика
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"ИП ""Сагимбаева""",Вакансия опубликована 12.04.2023,Адреса нет,полный день,Проектная работа,Амбулаторный прием и обслуживание больных на дому;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3036981,Молодежная практика,Медицина
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Коммунальное государственное предприятие на праве хозяйственного ведения ""Городская поликлиника № 5"" управления здравоохранения Кызылординской области""",Вакансия опубликована 12.04.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3036888,Молодежная практика,Медицина
Ассистент фармацевта,Медицина и фармацевтика,от 103 500 тенге,"КЫЗЫЛОРДИНСКИЙ ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСВЕННОСТЬЮ ""ФАРМАКОМ""",Вакансия опубликована 11.04.2023,Адреса нет,полный день,Проектная работа,Знание фармакологии;,https://enbek.kz/ru/vacancy/assistent-farmacevta~3033887,Молодежная практика,Медицина
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Маржан тіс""",Вакансия опубликована 11.04.2023,Адреса нет,полный день,Проектная работа,Амбулаторный прием и обслуживание больных на дому;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3033152,Молодежная практика,Медицина
Воспитатель,Образование и воспитание,от 103 500 тенге,"Частное учреждение ""Ясли сад ""Даулет-Кызылорда""",Вакансия опубликована 11.04.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~3024027,Молодежная практика,
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Частное учреждение ""Ясли сад ""Даулет-Кызылорда""",Вакансия опубликована 11.04.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3024028,Молодежная практика,Медицина
Делопроизводитель,HR и секретариат,от 103 500 тенге,ИП БАРЫС - СЕРВИС,Вакансия опубликована 10.04.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~3031105,Молодежная практика,Менеджмент
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,ИП Elmira,Вакансия опубликована 10.04.2023,Адреса нет,полный день,Проектная работа,Работа с учащимися с особыми потребностями;,https://enbek.kz/ru/vacancy/logoped-defektolog~3031054,Первое рабочее место,
Графический дизайнер,IT и телекоммуникации,от 103 500 тенге,ИП САЛТАНАТ ҚЫЛЫШБЕКҚЫЗЫ,Вакансия опубликована 10.04.2023,Адреса нет,полный день,Проектная работа,Проектирование и разработка front-end web-ресурса;,https://enbek.kz/ru/vacancy/graficheskii-dizainer~3030537,Молодежная практика,IT
Программист приложений,IT и телекоммуникации,от 103 500 тенге,"ИП ""ALTIN MURA""",Вакансия опубликована 10.04.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/programmist-prilozhenii~3029996,Молодежная практика,IT
Юрист,Юриспруденция,от 103 500 тенге,"""Филиал Республиканской палаты частных судебных исполнителей в Кызылординской области - региональная палата частных судебных исполнителей Кызылординской области""",Вакансия опубликована 10.04.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~3029717,Молодежная практика,Юриспруденция
Техник-строитель,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Кызылорда Жоба Курылыс""",Вакансия опубликована 10.04.2023,Адреса нет,полный день,Проектная работа,Знание основ техники безопасности на строительной площадке;,https://enbek.kz/ru/vacancy/tekhnik-stroitel~3029645,Молодежная практика,Строительство и архитектура
Дизайнер программного обеспечения,IT и телекоммуникации,от 103 500 тенге,ИП АЙЫМ,Вакансия опубликована 07.04.2023,Адреса нет,полный день,Проектная работа,Автоматизация процессов и поддержка существующих систем аналитики;,https://enbek.kz/ru/vacancy/dizainer-programmnogo-obespecheniya~3017161,Первое рабочее место,IT
Брошюровщик,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Қаңлы-1""",Вакансия опубликована 05.04.2023,Адреса нет,полный день,Проектная работа,Оперативное управление техникой;,https://enbek.kz/ru/vacancy/broshyurovshchik~3021996,Молодежная практика,Сервисное обслуживание/производство
Механик промышленного оборудования,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Қаңлы-1""",Вакансия опубликована 05.04.2023,Адреса нет,полный день,Проектная работа,Выполнение слесарных работ;,https://enbek.kz/ru/vacancy/mekhanik-promyshlennogo-oborudovaniya~3021997,Молодежная практика,Сервисное обслуживание/производство
