Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Ассистент (общий профиль),HR и секретариат,от 103 500 тенге,"Государственное учреждение ""Отдел сельского хозяйства акимата города Экибастуза""",Вакансия опубликована 14.03.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/assistent-(obshchii-profil)~2981849,Молодежная практика,Менеджмент
Методист,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное учреждение ""Достық үйі"" отдела культуры, развития языков, физической культуры и спорта акимата города Экибастуза""",Вакансия опубликована 14.03.2023,Адреса нет,полный день,Проектная работа,Организационно-методическое обеспечение работы;,https://enbek.kz/ru/vacancy/metodist~2974629,Молодежная практика,
Инженер-теплотехник,Энергетика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Экибастузская ГРЭС-1 имени Булата Нуржанова""",Вакансия опубликована 07.03.2023,Адреса нет,полный день,Проектная работа,"Контроль эксплуатации оборудования, трубопроводов и арматуры тепловых сетей;",https://enbek.kz/ru/vacancy/inzhener-teplotekhnik~2970428,Молодежная практика,Сервисное обслуживание/производство
Инженер-эколог,Энергетика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Экибастузская ГРЭС-1 имени Булата Нуржанова""",Вакансия опубликована 07.03.2023,Адреса нет,полный день,Проектная работа,Охрана окружающей среды и экологической безопасности;,https://enbek.kz/ru/vacancy/inzhener-ekolog~2970427,Молодежная практика,Сервисное обслуживание/производство
Инженер-теплоэнергетик,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Экибастузская ГРЭС-1 имени Булата Нуржанова""",Вакансия опубликована 07.03.2023,Адреса нет,полный день,Проектная работа,"Разработка мероприятий по регулировке, наладке тепловых сетей и установок;",https://enbek.kz/ru/vacancy/inzhener-teploenergetik~2970426,Молодежная практика,Сервисное обслуживание/производство
Инженер по охране труда и технике безопасности,Энергетика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Экибастузская ГРЭС-1 имени Булата Нуржанова""",Вакансия опубликована 07.03.2023,Адреса нет,полный день,Проектная работа,Расследование несчастных случаев на производстве;,https://enbek.kz/ru/vacancy/inzhener-po-okhrane-truda-i-tekhnike-bezopasnosti~2970425,Молодежная практика,Сервисное обслуживание/производство
Фельдшер,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Экибастузская ГРЭС-1 имени Булата Нуржанова""",Вакансия опубликована 07.03.2023,Адреса нет,полный день,Проектная работа,Оказание доврачебной экстренной и неотложной медицинской помощи;,https://enbek.kz/ru/vacancy/feldsher~2970430,Молодежная практика,Медицина
Экономист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Экибастузская ГРЭС-1 имени Булата Нуржанова""",Вакансия опубликована 07.03.2023,Адреса нет,полный день,Проектная работа,Внедрение плановой и учетной документации;,https://enbek.kz/ru/vacancy/ekonomist~2970429,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Экибастузская ГРЭС-1 имени Булата Нуржанова""",Вакансия опубликована 07.03.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2970431,Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,ЧСИ ДЖУМАДИЕВ ДАНИЯР ЕРЛАНОВИЧ,Вакансия опубликована 24.02.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2949966,Первое рабочее место,Юриспруденция
Помощник юриста,Юриспруденция,от 103 500 тенге,ЧСИ ДЖУМАДИЕВ ДАНИЯР ЕРЛАНОВИЧ,Вакансия опубликована 24.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2949969,Молодежная практика,Юриспруденция
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Жусан.kz""",Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Учет и регистрация документов;,https://enbek.kz/ru/vacancy/deloproizvoditel~2940412,Молодежная практика,Менеджмент
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Жусан.kz""",Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Ведение учебной документации;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2940413,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Жусан.kz""",Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Ведение учебной документации;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2940422,Первое рабочее место,
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Жусан.kz""",Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Учет и регистрация документов;,https://enbek.kz/ru/vacancy/deloproizvoditel~2940423,Первое рабочее место,Менеджмент
Электромонтер (общий профиль),Энергетика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Светлый город ЭКБ""",Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,Выполнение электромонтажных работ;,https://enbek.kz/ru/vacancy/elektromonter-(obshchii-profil)~2935355,Молодежная практика,Сервисное обслуживание/производство
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,ИП Шуакпаева,Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2938861,Молодежная практика,
Учитель иностранного языка начального образования,Образование и воспитание,от 103 500 тенге,ИП Шуакпаева,Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka-nachalnogo-obrazovaniya~2938862,Молодежная практика,
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,ИП Шуакпаева,Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Выявление причин возникновения дефектов;,https://enbek.kz/ru/vacancy/logoped-defektolog~2938863,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,ИП Шуакпаева,Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2938864,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,ИП Шуакпаева,Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2938867,Первое рабочее место,
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Богатырь Комир""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/deloproizvoditel~2937689,Молодежная практика,Менеджмент
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Богатырь Комир""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2937690,Молодежная практика,Финансы
Экономист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Богатырь Комир""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Внедрение плановой и учетной документации;,https://enbek.kz/ru/vacancy/ekonomist~2937691,Молодежная практика,Финансы
Инженер-эколог,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Богатырь Комир""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Разработка документации и чертежей;,https://enbek.kz/ru/vacancy/inzhener-ekolog~2937692,Молодежная практика,Сервисное обслуживание/производство
Инженер-химик,"Нефть, газ, добыча ресурсов",от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Богатырь Комир""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Систематизация результатов физико-химического анализа;,https://enbek.kz/ru/vacancy/inzhener-khimik~2937693,Молодежная практика,
Инженер-строитель,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Богатырь Комир""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Разработка проектно-сметной документации;,https://enbek.kz/ru/vacancy/inzhener-stroitel~2937694,Молодежная практика,Строительство и архитектура
Инженер-конструктор,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Богатырь Комир""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Разработка эксплуатационной и ремонтной документации;,https://enbek.kz/ru/vacancy/inzhener-konstruktor~2937695,Молодежная практика,Сервисное обслуживание/производство
Ассистент (общий профиль),HR и секретариат,от 103 500 тенге,Филиал некоммерческого акционерного общества «Государственная корпорация «Правительство для граждан» по Павлодарской области,Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,"Учет и хранение, передача документов в подразделения;",https://enbek.kz/ru/vacancy/assistent-(obshchii-profil)~2933272,Молодежная практика,Менеджмент
