Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Разработчик приложений,IT и телекоммуникации,от 103 500 тенге,ИП Дощанова,Вакансия опубликована 29.05.2023,Адреса нет,полный день,Проектная работа,Разработка мобильных приложений;,https://enbek.kz/ru/vacancy/razrabotchik-prilozhenii~3124502,Молодежная практика,IT
Техник-программист,IT и телекоммуникации,от 103 500 тенге,MARTEBE,Вакансия опубликована 24.05.2023,Адреса нет,полный день,Проектная работа,"Проверка технического состояния отдельных узлов, блоков и механизмов и приборов;",https://enbek.kz/ru/vacancy/tekhnik-programmist~3116463,Молодежная практика,IT
Техник по кадастру и землеустройству,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Астана-Жобалау""",Вакансия опубликована 18.05.2023,Адреса нет,полный день,Проектная работа,"Знать методологию кадастровой оценки земли, градостроительные работы и земельный кадастр;",https://enbek.kz/ru/vacancy/tekhnik-po-kadastru-i-zemleustroistvu~3103873,Молодежная практика,Строительство и архитектура
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Мир спорта""",Вакансия опубликована 17.05.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/marketolog~3102293,Молодежная практика,Журналистика
Швея,Производство,от 103 500 тенге,"Общественный фонд ""Путь мастерства""",Вакансия опубликована 16.05.2023,Адреса нет,полный день,Проектная работа,"Умение определять дефекты материалов, кроя, полуфабрикатов и изделий;",https://enbek.kz/ru/vacancy/shveya~3086591,Молодежная практика,Сервисное обслуживание/производство
Переводчик (письменный),Наука и консалтинг,от 103 500 тенге,"Государственное учреждение ""Аппарат акима района ""Есиль"" города Астаны""",Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Компьютерная грамотность;,https://enbek.kz/ru/vacancy/perevodchik-(pismennyi)~3095447,Молодежная практика,Наука
Делопроизводитель,HR и секретариат,от 103 500 тенге,ИП Zhanel Almat,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~3086119,Молодежная практика,Менеджмент
Юрист,Юриспруденция,от 103 500 тенге,ИП Zhanel Almat,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Рассмотрение жалоб и претензий по спорным вопросам;,https://enbek.kz/ru/vacancy/yurist~3086120,Молодежная практика,Юриспруденция
Финансист,Финансы и бухучет,от 103 500 тенге,ИП Zhanel Almat,Вакансия опубликована 15.05.2023,Адреса нет,полный день,Проектная работа,Финансовое планирование;,https://enbek.kz/ru/vacancy/finansist~3086121,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Базис-Астана""",Вакансия опубликована 12.05.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~3091148,Молодежная практика,Юриспруденция
Учитель географии,Образование и воспитание,от 103 500 тенге,MARTEBE,Вакансия опубликована 12.05.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-geografii~3090945,Молодежная практика,
Инженер по компьютерам,IT и телекоммуникации,от 103 500 тенге,MARTEBE,Вакансия опубликована 12.05.2023,Адреса нет,полный день,Проектная работа,Выполнение требований технических заданий на компьютерное аппаратное обеспечение;,https://enbek.kz/ru/vacancy/inzhener-po-kompyuteram~3090923,Молодежная практика,IT
Воспитатель,Образование и воспитание,от 103 500 тенге,"Ип ""Easy Language""",Вакансия опубликована 12.05.2023,Адреса нет,полный день,Проектная работа,"Сотрудничество с родителями, социальными партнерами;",https://enbek.kz/ru/vacancy/vospitatel~3082376,Молодежная практика,
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Ип ""Easy Language""",Вакансия опубликована 12.05.2023,Адреса нет,полный день,Проектная работа,Оказание помощи инвалидам и лицам с ограниченными возможностями здоровья;,https://enbek.kz/ru/vacancy/logoped-defektolog~3082378,Первое рабочее место,
Системотехник,IT и телекоммуникации,от 103 500 тенге,"Республиканское государственное предприятие на праве хозяйственного ведения ""Информационно-аналитический центр охраны окружающей среды"" Министерства экологии, геологии и природных ресурсов Республики Казахстан",Вакансия опубликована 11.05.2023,Адреса нет,полный день,Проектная работа,Работа с информационными системами и базами данных;,https://enbek.kz/ru/vacancy/sistemotekhnik~3078553,Молодежная практика,IT
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,ИП Хамид,Вакансия опубликована 11.05.2023,Адреса нет,полный день,Проектная работа,"Информирование о маркетинговых акциях, продуктах и специальных предложений;",https://enbek.kz/ru/vacancy/marketolog~3079538,Молодежная практика,Журналистика
Видеооператор,Маркетинг и СМИ,от 103 500 тенге,ИП Хамид,Вакансия опубликована 11.05.2023,Адреса нет,полный день,Проектная работа,"Монтаж, озвучивание, синхронизация и согласование всех звуковых материалов;",https://enbek.kz/ru/vacancy/videooperator~3079541,Первое рабочее место,Журналистика
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ИП ""Успех""",Вакансия опубликована 11.05.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~3079940,Первое рабочее место,Журналистика
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Общественное объединение ""Общество инвалидов города Нур-Султан""",Вакансия опубликована 10.05.2023,Адреса нет,полный день,Проектная работа,"Установка, наладка, настройка и сопровождение аппаратного и программного обеспечения;",https://enbek.kz/ru/vacancy/tekhnik-programmist~3084064,Молодежная практика,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ZHANERKE A.B.""",Вакансия опубликована 10.05.2023,Адреса нет,полный день,Проектная работа,"Эксплуатация контрольно-кассовой техники (ККТ), выполнение расчета с покупателями;",https://enbek.kz/ru/vacancy/bukhgalter~3082811,Молодежная практика,Финансы
Эколог,Наука и консалтинг,от 103 500 тенге,"Государственное учреждение ""Управление охраны окружающей среды и природопользования города Астаны""",Вакансия опубликована 10.05.2023,Адреса нет,полный день,Проектная работа,Охрана окружающей среды и экологической безопасности;,https://enbek.kz/ru/vacancy/ekolog~3084241,Молодежная практика,Наука
IT-дизайнер,IT и телекоммуникации,от 103 500 тенге,SATTAR,Вакансия опубликована 10.05.2023,Адреса нет,полный день,Проектная работа,Планирование и выполнение работ по системному анализу;,https://enbek.kz/ru/vacancy/it-dizainer~3074956,Первое рабочее место,IT
Няня в детском саду,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Алтын сақа""",Вакансия опубликована 10.05.2023,Адреса нет,полный день,Проектная работа,Уход за младенцем;,https://enbek.kz/ru/vacancy/nyanya-v-detskom-sadu~3077075,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли сад ""Алтын сақа""",Вакансия опубликована 10.05.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~3077076,Первое рабочее место,
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП НЕСІПБАЕВА,Вакансия опубликована 09.05.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~3082728,Первое рабочее место,Журналистика
Ассистент (общий профиль),HR и секретариат,от 103 500 тенге,"ИП ""Жасмин""",Вакансия опубликована 08.05.2023,Адреса нет,полный день,Проектная работа,Встреча и учет посетителей;,https://enbek.kz/ru/vacancy/assistent-(obshchii-profil)~3082563,Первое рабочее место,Менеджмент
Швея,Производство,от 103 500 тенге,ИП БОЛАТХАН ДАМЫС,Вакансия опубликована 06.05.2023,Адреса нет,полный день,Проектная работа,Работа на швейном оборудовании различного типа;,https://enbek.kz/ru/vacancy/shveya~3082522,Молодежная практика,Сервисное обслуживание/производство
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""KITO & Co""",Вакансия опубликована 05.05.2023,Адреса нет,полный день,Проектная работа,Контроль соблюдения законодательных актов;,https://enbek.kz/ru/vacancy/yurist~3078725,Молодежная практика,Юриспруденция
Фармацевт (провизор),Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Зекешов""",Вакансия опубликована 05.05.2023,Адреса нет,полный день,Проектная работа,Фармацевтический контроль при приеме и отпуске ЛС и ИМН;,https://enbek.kz/ru/vacancy/farmacevt-(provizor)~3077210,Первое рабочее место,Медицина
Бухгалтер-кассир,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ноэль-Астана-Плюс""",Вакансия опубликована 05.05.2023,Адреса нет,полный день,Проектная работа,"Ведение кассовых, организационно-распорядительных, отчетных документов;",https://enbek.kz/ru/vacancy/bukhgalter-kassir~3071157,Молодежная практика,Финансы
Сварщик,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Dukat KZ""",Вакансия опубликована 05.05.2023,Адреса нет,полный день,Проектная работа,Контактная сварка;,https://enbek.kz/ru/vacancy/svarshchik~3072422,Молодежная практика,Сервисное обслуживание/производство
Оператор станка по строганию дерева,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Dukat KZ""",Вакансия опубликована 05.05.2023,Адреса нет,полный день,Проектная работа,Изготовление заготовок из дерева для сборки деревянных моделей;,https://enbek.kz/ru/vacancy/operator-stanka-po-stroganiyu-dereva~3072425,Первое рабочее место,Сервисное обслуживание/производство
Аналитик-исследователь,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""iMAS GROUP""",Вакансия опубликована 05.05.2023,Адреса нет,полный день,Проектная работа,Экономический анализ хозяйственно-финансовой деятельности;,https://enbek.kz/ru/vacancy/analitik-issledovatel~3072957,Первое рабочее место,Журналистика
Аналитик баз данных,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""iMAS GROUP""",Вакансия опубликована 05.05.2023,Адреса нет,полный день,Проектная работа,Разработка логической модели данных;,https://enbek.kz/ru/vacancy/analitik-baz-dannykh~3072958,Первое рабочее место,IT
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ХАН,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~3079204,Первое рабочее место,Журналистика
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Кусаинова Г.Ж.,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3078608,Молодежная практика,Финансы
Инженер по 3D моделированию,Производство,от 103 500 тенге,"Объединение юридических лиц ""Казахстанская Ассоциация Даму""",Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Применение 3D процессов в разработке трехмерной модели пространства;,https://enbek.kz/ru/vacancy/inzhener-po-3d-modelirovaniyu~3077903,Молодежная практика,Сервисное обслуживание/производство
Менеджер по онлайн-продажам,Маркетинг и СМИ,от 103 500 тенге,Марданова,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Анализ выполнения плана продаж;,https://enbek.kz/ru/vacancy/menedzher-po-onlain-prodazham~3077208,Первое рабочее место,Журналистика
Швея,Производство,от 103 500 тенге,ИП ЖАНДАРАЛОВА ТУРЫМТАЙ УСЕНОВНА,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Подготовка эскизов и лекал;,https://enbek.kz/ru/vacancy/shveya~3067665,Молодежная практика,Сервисное обслуживание/производство
Архивариус,HR и секретариат,от 103 500 тенге,"Государственное коммунальное казенное предприятие ""Центр детско-юношеского туризма и краеведения"" акимата города Нур-Султан",Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Журнализация (логирование) материала для быстрого поиска тематической информации;,https://enbek.kz/ru/vacancy/arkhivarius~3067737,Молодежная практика,Менеджмент
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Государственное коммунальное казенное предприятие ""Центр детско-юношеского туризма и краеведения"" акимата города Нур-Султан",Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3067738,Молодежная практика,Финансы
Заместитель начальника отдела (в торговле),Руководители,от 103 500 тенге,ИП НУР,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Управление продажами;,https://enbek.kz/ru/vacancy/zamestitel-nachalnika-otdela-(v-torgovle)~3068000,Первое рабочее место,
Менеджер по онлайн-продажам,Маркетинг и СМИ,от 103 500 тенге,ИП НУР,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Поиск потенциальных клиентов;,https://enbek.kz/ru/vacancy/menedzher-po-onlain-prodazham~3068002,Первое рабочее место,Журналистика
PR-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП НУР,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/pr-menedzher~3068003,Первое рабочее место,Журналистика
Менеджер по персоналу,HR и секретариат,от 103 500 тенге,ИП НУР,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/menedzher-po-personalu~3068005,Первое рабочее место,Менеджмент
Кассир,Финансы и бухучет,от 103 500 тенге,ИП НУР,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/kassir~3068006,Первое рабочее место,Финансы
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП Кырбас,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~3068416,Первое рабочее место,Журналистика
Экономист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Метры""",Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Расчет экономической эффективности производства;,https://enbek.kz/ru/vacancy/ekonomist~3068561,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,Ип Вязунчик,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~3068579,Молодежная практика,Юриспруденция
Инженер по автоматизации,Производство,от 103 500 тенге,"ИП ""Мебель Маркет""",Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Работа с информационными системами и базами данных;,https://enbek.kz/ru/vacancy/inzhener-po-avtomatizacii~3068701,Молодежная практика,Сервисное обслуживание/производство
Юрист,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Бюро национальной статистики Агентства по стратегическому планированию и реформам Республики Казахстан""",Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~3069192,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Бюро национальной статистики Агентства по стратегическому планированию и реформам Республики Казахстан""",Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~3069193,Молодежная практика,Финансы
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,Intellect,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~3069525,Молодежная практика,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,Intellect,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~3069526,Первое рабочее место,
Юрист,Юриспруденция,от 103 500 тенге,NK,Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,"Регистрация юридических лиц, эмиссий ценных акций;",https://enbek.kz/ru/vacancy/yurist~3069612,Молодежная практика,Юриспруденция
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""CHICKEN FOOD""",Вакансия опубликована 04.05.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~3069786,Первое рабочее место,Журналистика
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,ИП Тулегенова Бибигуль Дастановна,Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Определение  четких  целей  уроков;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~3077013,Первое рабочее место,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Career and Education Center""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~3076579,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Нурия,Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3075487,Молодежная практика,Финансы
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"ИП ""Оптимум Шарипова А.К.""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,"Установка, наладка, настройка и сопровождение аппаратного и программного обеспечения;",https://enbek.kz/ru/vacancy/tekhnik-programmist~3075309,Первое рабочее место,IT
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"ИП ""АЯН""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~3065085,Молодежная практика,Финансы
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Медцентр Ultraline""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,"Исправление неисправностей компьютеров, периферийного оборудования и программного обеспечения;",https://enbek.kz/ru/vacancy/tekhnik-programmist~3065400,Первое рабочее место,IT
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Медцентр Ultraline""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~3065402,Первое рабочее место,Финансы
Техник связи,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Медцентр Ultraline""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Техническое сопровождение эксплуатации телекоммуникационного оборудования;,https://enbek.kz/ru/vacancy/tekhnik-svyazi~3065403,Первое рабочее место,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Медцентр Ultraline""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,"Эксплуатация контрольно-кассовой техники (ККТ), выполнение расчета с покупателями;",https://enbek.kz/ru/vacancy/bukhgalter~3065404,Первое рабочее место,Финансы
Газосварщик,Строительство и архитектура,от 103 500 тенге,"ИП ""Нур-КБ""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Резка труб и навертка соединительных деталей;,https://enbek.kz/ru/vacancy/gazosvarshchik~3065405,Первое рабочее место,Строительство и архитектура
Инженер-строитель,Строительство и архитектура,от 103 500 тенге,"ИП ""Нур-КБ""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Определение объемов строительных и ремонтных работ;,https://enbek.kz/ru/vacancy/inzhener-stroitel~3065410,Молодежная практика,Строительство и архитектура
Менеджер по онлайн-продажам,Маркетинг и СМИ,от 103 500 тенге,"ИП Калжанов Т,М",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Анализ выполнения плана продаж;,https://enbek.kz/ru/vacancy/menedzher-po-onlain-prodazham~3065684,Первое рабочее место,Журналистика
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ИП Калжанов Т,М",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Проведение переговоров и формирование коммерческих документов и соглашений;,https://enbek.kz/ru/vacancy/smm-menedzher~3065685,Первое рабочее место,Журналистика
Хореограф,Культура и спорт,от 103 500 тенге,Өркен,Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/khoreograf~3065862,Молодежная практика,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,Өркен,Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~3065863,Молодежная практика,
Хореограф,Культура и спорт,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Рауан 2014""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Владение методологией творческого процесса в танцевальном коллективе;,https://enbek.kz/ru/vacancy/khoreograf~3065935,Молодежная практика,
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Научно-исследовательский институт Коммуникаций и Государственной Безопасности""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~3066091,Молодежная практика,Менеджмент
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Общественное объединение ""Atamnyn amanaty""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~3066110,Молодежная практика,Менеджмент
Специалист (оператор) контакт-центра,HR и секретариат,от 103 500 тенге,"Потребительский кооператив ""Асар хоумм""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Информационно-справочное консультирование клиентов;,https://enbek.kz/ru/vacancy/specialist-(operator)-kontakt-centra~3066465,Первое рабочее место,Менеджмент
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Потребительский кооператив ""Асар хоумм""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Учет и регистрация документов;,https://enbek.kz/ru/vacancy/deloproizvoditel~3066466,Первое рабочее место,Менеджмент
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,"Потребительский кооператив ""Асар хоумм""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Разработка маркетинговых мероприятий для продвижения товара;,https://enbek.kz/ru/vacancy/marketolog~3066477,Молодежная практика,Журналистика
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Summit S""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~3066851,Молодежная практика,Финансы
Видеооператор,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Summit S""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,"Подготовка аудио, видеорепортажей с места событий;",https://enbek.kz/ru/vacancy/videooperator~3066862,Первое рабочее место,Журналистика
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Summit S""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Проведение переговоров и формирование коммерческих документов и соглашений;,https://enbek.kz/ru/vacancy/smm-menedzher~3066863,Первое рабочее место,Журналистика
Менеджер проекта,Наука и консалтинг,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Summit S""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,"Контроль соблюдения правил трудового распорядка, охраны труда, пожарной безопасности;",https://enbek.kz/ru/vacancy/menedzher-proekta~3066864,Первое рабочее место,Наука
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""STONEWORD""",Вакансия опубликована 03.05.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~3067035,Молодежная практика,Финансы
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"ИП""БЕРДИБЕКОВ ЕРЖАН АСАНОВИЧ""",Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,Определение стратегии дизайна  пользовательского интерфейса относительно функциональности  ПО;,https://enbek.kz/ru/vacancy/tekhnik-programmist~3072805,Молодежная практика,IT
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""TransExpeditions""",Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~3072059,Молодежная практика,Финансы
Швея,Производство,от 103 500 тенге,Хан шатыры,Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,Вышивка рисунка композиции;,https://enbek.kz/ru/vacancy/shveya~3065323,Первое рабочее место,Сервисное обслуживание/производство
Офис-менеджер,HR и секретариат,от 103 500 тенге,"Республиканское общественное объединение ""Национальный альянс профессиональных социальных работников""",Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,Подготовка писем и обращений;,https://enbek.kz/ru/vacancy/ofis-menedzher~3061825,Молодежная практика,Менеджмент
Учитель физики,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Анобтаниум""",Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,Моделирование урока;,https://enbek.kz/ru/vacancy/uchitel-fiziki~3062486,Молодежная практика,
Переводчик (письменный),Наука и консалтинг,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Мадина и Ко""",Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,"Перевод устной, письменной или жестовой речи в тактильную  азбуку;",https://enbek.kz/ru/vacancy/perevodchik-(pismennyi)~3062608,Молодежная практика,Наука
Филолог,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Серикжан-БЭСС""",Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,Редактирование и исправление переведенного материала;,https://enbek.kz/ru/vacancy/filolog~3062832,Молодежная практика,Журналистика
