Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Фармацевт (средней квалификации),Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ultraline Аптека""",Вакансия опубликована 26.04.2023,Адреса нет,полный день,Проектная работа,Ведение химико-фармацевтической документации;,https://enbek.kz/ru/vacancy/farmacevt-(srednei-kvalifikacii)~3063547,Первое рабочее место,Медицина
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Амирханова,Вакансия опубликована 26.04.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3063684,Молодежная практика,Финансы
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,Samira Group,Вакансия опубликована 26.04.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/marketolog~3063615,Молодежная практика,Журналистика
Финансист,Финансы и бухучет,от 103 500 тенге,ИП АРЫСТАНБЕКОВ МӘДИ РУСЛАНҰЛЫ,Вакансия опубликована 26.04.2023,Адреса нет,полный день,Проектная работа,Финансовое планирование;,https://enbek.kz/ru/vacancy/finansist~3063469,Первое рабочее место,Финансы
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,ИП АРЫСТАНБЕКОВ МӘДИ РУСЛАНҰЛЫ,Вакансия опубликована 26.04.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~3063475,Первое рабочее место,Журналистика
Делопроизводитель,HR и секретариат,от 103 500 тенге,MARTEBE,Вакансия опубликована 26.04.2023,Адреса нет,полный день,Проектная работа,Ведение документации и формирование отчетности;,https://enbek.kz/ru/vacancy/deloproizvoditel~3063416,Первое рабочее место,Менеджмент
Инженер радиосвязи,IT и телекоммуникации,от 103 500 тенге,"Общественное объединение ""Общество инвалидов города Нур-Султан""",Вакансия опубликована 26.04.2023,Адреса нет,полный день,Проектная работа,Сбор и анализ исходных данных для развития и оптимизации сети связи;,https://enbek.kz/ru/vacancy/inzhener-radiosvyazi~3063061,Молодежная практика,IT
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Коммунальное государственное учреждение ""Руханият"" акимата города Нур-Султан",Вакансия опубликована 26.04.2023,Адреса нет,полный день,Проектная работа,"Анализ потока событий, обработка актуальных событий, написание материала;",https://enbek.kz/ru/vacancy/zhurnalist~3063191,Молодежная практика,Журналистика
Швея,Производство,от 103 500 тенге,Samga,Вакансия опубликована 26.04.2023,Адреса нет,полный день,Проектная работа,Вышивка рисунка композиции;,https://enbek.kz/ru/vacancy/shveya~3062709,Молодежная практика,Сервисное обслуживание/производство
Модельер-конструктор,Производство,от 103 500 тенге,Samga,Вакансия опубликована 26.04.2023,Адреса нет,полный день,Проектная работа,Изготовление лекал;,https://enbek.kz/ru/vacancy/modeler-konstruktor~3062710,Молодежная практика,Сервисное обслуживание/производство
IT-дизайнер,IT и телекоммуникации,от 103 500 тенге,ИП КУДАЙБЕРГЕНОВА ҰЛБАЛА ҚАЙРАТҚЫЗЫ,Вакансия опубликована 25.04.2023,Адреса нет,полный день,Проектная работа,Проведение научной экспертизы;,https://enbek.kz/ru/vacancy/it-dizainer~3061474,Первое рабочее место,IT
Юрист,Юриспруденция,от 103 500 тенге,"Общественное объединение ""Республиканское студенческое движение ""АСК""",Вакансия опубликована 25.04.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~3061827,Молодежная практика,Юриспруденция
Финансист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""MERCI DE FRANCE""",Вакансия опубликована 25.04.2023,Адреса нет,полный день,Проектная работа,Применение международных стандартов финансовой отчетности;,https://enbek.kz/ru/vacancy/finansist~3061286,Молодежная практика,Финансы
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""MERCI DE FRANCE""",Вакансия опубликована 25.04.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~3061284,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""MERCI DE FRANCE""",Вакансия опубликована 25.04.2023,Адреса нет,полный день,Проектная работа,Рассмотрение жалоб и претензий по спорным вопросам;,https://enbek.kz/ru/vacancy/yurist~3061280,Молодежная практика,Юриспруденция
Бухгалтер-ревизор,Финансы и бухучет,от 103 500 тенге,ИП ZHIBEK,Вакансия опубликована 25.04.2023,Адреса нет,полный день,Проектная работа,Составление отчетов и договор на проведение аудита;,https://enbek.kz/ru/vacancy/bukhgalter-revizor~3052950,Молодежная практика,Финансы
Музыкальный оформитель (средней квалификации),Культура и спорт,от 103 500 тенге,"Филиал Общественного объединения ""Ассоциация женщин с инвалидностью ""Шырак"" по городу Астана",Вакансия опубликована 24.04.2023,Адреса нет,полный день,Проектная работа,Знание основ теории музыки и сольфеджио;,https://enbek.kz/ru/vacancy/muzykalnyi-oformitel-(srednei-kvalifikacii)~3058713,Молодежная практика,
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""АТАМҰРА БАЛАБАҚША""",Вакансия опубликована 24.04.2023,Адреса нет,полный день,Проектная работа,Поддержание дисциплины в группе;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~3057935,Первое рабочее место,
Педагог-организатор,Образование и воспитание,от 103 500 тенге,Megakids Safuan,Вакансия опубликована 24.04.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/pedagog-organizator~3057543,Первое рабочее место,
Музыкальный оформитель (средней квалификации),Культура и спорт,от 103 500 тенге,"Общественное объединение ""Объединение инвалидов ""Береке Астана""",Вакансия опубликована 21.04.2023,Адреса нет,полный день,Проектная работа,Ведет тренаж с балетной труппой;,https://enbek.kz/ru/vacancy/muzykalnyi-oformitel-(srednei-kvalifikacii)~3056655,Молодежная практика,
Швея,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Bergen.qz""",Вакансия опубликована 20.04.2023,Адреса нет,полный день,Проектная работа,Ручное шитье;,https://enbek.kz/ru/vacancy/shveya~3054974,Молодежная практика,Сервисное обслуживание/производство
Пекарь,Производство,от 103 500 тенге,"ИП ""Әкімбек Дархан Ақылбекұлы""",Вакансия опубликована 20.04.2023,Адреса нет,полный день,Проектная работа,,https://enbek.kz/ru/vacancy/pekar~3054912,Молодежная практика,Сервисное обслуживание/производство
Биотехнолог,Наука и консалтинг,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Партнерский инновационный консалтинг""",Вакансия опубликована 20.04.2023,Адреса нет,полный день,Проектная работа,Изготовление микробиологических заквасок и контроль качества микробов;,https://enbek.kz/ru/vacancy/biotekhnolog~3054516,Молодежная практика,Наука
Инженер по компьютерам,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""F3.kz""",Вакансия опубликована 20.04.2023,Адреса нет,полный день,Проектная работа,"Установка и настройка системного и прикладного ПО, необходимого для функционирования ИС;",https://enbek.kz/ru/vacancy/inzhener-po-kompyuteram~3052999,Молодежная практика,IT
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""АТАМҰРА БАЛАБАҚША""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Поддержание дисциплины в группе;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~3051871,Первое рабочее место,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ИСТОК АУДИО КАЗАХСТАН""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3051360,Молодежная практика,Финансы
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,"""Зерделі"" Ақыл-ой дамыту орталығы""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~3051307,Молодежная практика,
Дизайнер Web-сайтов,IT и телекоммуникации,от 103 500 тенге,CENTER FOR EDUCATION ABROAD “Speak in Korean”,Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Верстка страниц web-сайта;,https://enbek.kz/ru/vacancy/dizainer-web-saitov~3051212,Первое рабочее место,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Метры""",Вакансия опубликована 19.04.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~3051204,Молодежная практика,Финансы
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Акжан - ЛК""",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Уход за младенцем;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~3049745,Первое рабочее место,
Актер,Культура и спорт,от 103 500 тенге,"Общественное объединение ""Республиканское студенческое движение ""АСК""",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Владение всеми элементами актерской техники и разнообразием выразительных средств;,https://enbek.kz/ru/vacancy/akter~3049223,Молодежная практика,
Логопед,Образование и воспитание,от 103 500 тенге,ИП Шерниязова Карлыгаш,Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Оценка психологического состояния учащегося;,https://enbek.kz/ru/vacancy/logoped~3049055,Молодежная практика,
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,ИП Шерниязова Карлыгаш,Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Поддержание дисциплины в группе;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~3048955,Первое рабочее место,
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,ИП Шерниязова Карлыгаш,Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Чтение детям книг или рассказывание историй;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~3048947,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,ИП Шерниязова Карлыгаш,Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~3048908,Молодежная практика,
Администратор информационных систем,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Центр Ипотеки Астаны""",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,"Установка и настройка системного и прикладного ПО, необходимого для функционирования ИС;",https://enbek.kz/ru/vacancy/administrator-informacionnykh-sistem~3048652,Молодежная практика,IT
Логопед,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли-сад ""Аяулым""",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Организация образовательного процесса;,https://enbek.kz/ru/vacancy/logoped~3048394,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли-сад ""Аяулым""",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~3048392,Первое рабочее место,
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли-сад ""Аяулым""",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3048391,Первое рабочее место,Медицина
Няня в детском саду,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли-сад ""Аяулым""",Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Оказание первой медицинской помощи;,https://enbek.kz/ru/vacancy/nyanya-v-detskom-sadu~3048390,Первое рабочее место,
Преподаватель языковой школы,Образование и воспитание,от 103 500 тенге,ИП Интеллект,Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Владение современными технологиями и методиками преподавания;,https://enbek.kz/ru/vacancy/prepodavatel-yazykovoi-shkoly~3047651,Первое рабочее место,
Делопроизводитель,HR и секретариат,от 103 500 тенге,ИП Интеллект,Вакансия опубликована 18.04.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/deloproizvoditel~3047059,Молодежная практика,Менеджмент
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,ИП Тулегенова Бибигуль Дастановна,Вакансия опубликована 17.04.2023,Адреса нет,полный день,Проектная работа,Определение  четких  целей  уроков;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~3046959,Молодежная практика,
Преподаватель вокала (пения),Образование и воспитание,от 103 500 тенге,ИП Интеллект,Вакансия опубликована 17.04.2023,Адреса нет,полный день,Проектная работа,Основы музыкальной грамоты и хореографии;,https://enbek.kz/ru/vacancy/prepodavatel-vokala-(peniya)~3044212,Молодежная практика,
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"Коммунальное государственное учреждение ""Руханият"" акимата города Нур-Султан",Вакансия опубликована 17.04.2023,Адреса нет,полный день,Проектная работа,Разработка маркетинговых мероприятий для продвижения товара;,https://enbek.kz/ru/vacancy/smm-menedzher~3043682,Молодежная практика,Журналистика
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,AN Best,Вакансия опубликована 14.04.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~3042817,Молодежная практика,Журналистика
Историк,Наука и консалтинг,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""SB24""",Вакансия опубликована 14.04.2023,Адреса нет,полный день,Проектная работа,"Поиск, сбор и анализ информации;",https://enbek.kz/ru/vacancy/istorik~3041798,Молодежная практика,Наука
Учитель музыки,Образование и воспитание,от 103 500 тенге,ИП Тегис,Вакансия опубликована 13.04.2023,Адреса нет,полный день,Проектная работа,Основы музыкальной грамоты и хореографии;,https://enbek.kz/ru/vacancy/uchitel-muzyki~3039648,Молодежная практика,
PR-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ЖК ""АРДАҚ""",Вакансия опубликована 12.04.2023,Адреса нет,полный день,Проектная работа,Оптимизация и продвижение веб-сайта;,https://enbek.kz/ru/vacancy/pr-menedzher~3036997,Первое рабочее место,Журналистика
Графический дизайнер,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Қазақ оюлары""",Вакансия опубликована 12.04.2023,Адреса нет,полный день,Проектная работа,Верстка страниц web-сайта;,https://enbek.kz/ru/vacancy/graficheskii-dizainer~3036825,Молодежная практика,IT
Переводчик (письменный),Наука и консалтинг,от 103 500 тенге,MARTEBE,Вакансия опубликована 12.04.2023,Адреса нет,полный день,Проектная работа,Перевод на иностранные языки;,https://enbek.kz/ru/vacancy/perevodchik-(pismennyi)~3036121,Молодежная практика,Наука
Инспектор по кадрам,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Integra Construction KZ""",Вакансия опубликована 12.04.2023,Адреса нет,полный день,Проектная работа,Изучение потребности рынка труда в кадрах;,https://enbek.kz/ru/vacancy/inspektor-po-kadram~3036051,Молодежная практика,Менеджмент
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Integra Construction KZ""",Вакансия опубликована 12.04.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~3036046,Молодежная практика,Юриспруденция
Администратор информационных систем,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Integra Construction KZ""",Вакансия опубликована 12.04.2023,Адреса нет,полный день,Проектная работа,Исправление неисправностей компьютерных систем и комплексов;,https://enbek.kz/ru/vacancy/administrator-informacionnykh-sistem~3036041,Молодежная практика,IT
Паяльщик,IT и телекоммуникации,от 103 500 тенге,"Корпоративный фонд ""Закят и благотворительный фонд Духовного управления Мусульман Казахстана""",Вакансия опубликована 12.04.2023,Адреса нет,полный день,Проектная работа,Монтаж электронного оборудования;,https://enbek.kz/ru/vacancy/payalshchik~3035164,Молодежная практика,IT
Техник-программист,IT и телекоммуникации,от 103 500 тенге,Дәстүр,Вакансия опубликована 11.04.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания компьютеров и периферийного оборудования и их эксплуатация;,https://enbek.kz/ru/vacancy/tekhnik-programmist~3032075,Молодежная практика,IT
Экономист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""PetroRetail""",Вакансия опубликована 11.04.2023,Адреса нет,полный день,Проектная работа,Внедрение плановой и учетной документации;,https://enbek.kz/ru/vacancy/ekonomist~3032062,Молодежная практика,Финансы
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,ИП Тегис,Вакансия опубликована 10.04.2023,Адреса нет,полный день,Проектная работа,Определение  четких  целей  уроков;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~3031564,Молодежная практика,
Техник-теплотехник,Энергетика,от 103 500 тенге,"ИП ""АЛИМ ДИДАР КАБИМОЛЛАЕВНА""",Вакансия опубликована 10.04.2023,Адреса нет,полный день,Проектная работа,"Ремонт оборудования, трубопроводов и арматуры тепловых сетей;",https://enbek.kz/ru/vacancy/tekhnik-teplotekhnik~3030144,Молодежная практика,Сервисное обслуживание/производство
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Казахстанский научно-исследовательский институт железнодорожного транспорта""",Вакансия опубликована 06.04.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~3024650,Молодежная практика,Юриспруденция
Менеджер по онлайн-продажам,Маркетинг и СМИ,от 103 500 тенге,ГУЛЬДАРИ,Вакансия опубликована 06.04.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/menedzher-po-onlain-prodazham~3016141,Первое рабочее место,Журналистика
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Садыкова,Вакансия опубликована 05.04.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3021543,Молодежная практика,Финансы
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли-сад ""Аяулым""",Вакансия опубликована 05.04.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3021525,Молодежная практика,Медицина
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ясли-сад ""Аяулым""",Вакансия опубликована 05.04.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~3021518,Молодежная практика,
Преподаватель (в системе дошкольного воспитания и обучения),Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""MegaKids A&A""",Вакансия опубликована 05.04.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/prepodavatel-(v-sisteme-doshkolnogo-vospitaniya-i-obucheniya)~3021488,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""COMFORT.KZ LTD""",Вакансия опубликована 05.04.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3021074,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""COMFORT.KZ LTD""",Вакансия опубликована 05.04.2023,Адреса нет,полный день,Проектная работа,Рассмотрение жалоб и претензий по спорным вопросам;,https://enbek.kz/ru/vacancy/yurist~3021073,Молодежная практика,Юриспруденция
Пекарь,Производство,от 103 500 тенге,ИП Тәуіпбаева,Вакансия опубликована 05.04.2023,Адреса нет,полный день,Проектная работа,Умение работать в команде;,https://enbek.kz/ru/vacancy/pekar~3010366,Первое рабочее место,Сервисное обслуживание/производство
Аналитик-маркетолог,Маркетинг и СМИ,от 103 500 тенге,Best Sport,Вакансия опубликована 05.04.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/analitik-marketolog~3011654,Первое рабочее место,Журналистика
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,Best Sport,Вакансия опубликована 05.04.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~3011655,Первое рабочее место,Журналистика
Математик,Наука и консалтинг,от 103 500 тенге,MARTEBE,Вакансия опубликована 04.04.2023,Адреса нет,полный день,Проектная работа,Обобщение результатов наблюдений и подготовка отчетов;,https://enbek.kz/ru/vacancy/matematik~3018598,Молодежная практика,Наука
Художник-дизайнер (общий профиль),Маркетинг и СМИ,от 103 500 тенге,"Корпоративный фонд ""Закят и благотворительный фонд Духовного управления Мусульман Казахстана""",Вакансия опубликована 04.04.2023,Адреса нет,полный день,Проектная работа,Разработка дизайна;,https://enbek.kz/ru/vacancy/khudozhnik-dizainer-(obshchii-profil)~3016998,Первое рабочее место,Журналистика
Аналитик баз данных,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""iMAS GROUP""",Вакансия опубликована 04.04.2023,Адреса нет,полный день,Проектная работа,Разработка логической модели данных;,https://enbek.kz/ru/vacancy/analitik-baz-dannykh~3005973,Первое рабочее место,IT
Аналитик-исследователь,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""iMAS GROUP""",Вакансия опубликована 04.04.2023,Адреса нет,полный день,Проектная работа,Разработка БД и работа с данными;,https://enbek.kz/ru/vacancy/analitik-issledovatel~3005974,Первое рабочее место,Журналистика
Изготовитель многослойных панелей,Производство,от 103 500 тенге,3Ddecor,Вакансия опубликована 03.04.2023,Адреса нет,полный день,Проектная работа,Производство готовой продукции;,https://enbek.kz/ru/vacancy/izgotovitel-mnogosloinykh-panelei~3016136,Первое рабочее место,Сервисное обслуживание/производство
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ОРТОМЕД КЛИНИК""",Вакансия опубликована 03.04.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~3013876,Первое рабочее место,Журналистика
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ИП ""Сапа құрылыс""",Вакансия опубликована 03.04.2023,Адреса нет,полный день,Проектная работа,Проведение анализа требований потребителей согласно результатам маркетинговых исследований;,https://enbek.kz/ru/vacancy/smm-menedzher~3011382,Первое рабочее место,Журналистика
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"ИП ""МАКОГОНСКАЯ""",Вакансия опубликована 02.04.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~3011690,Молодежная практика,
Референт,HR и секретариат,от 103 500 тенге,"Филиал Общественного объединения ""Ассоциация женщин с инвалидностью ""Шырак"" по городу Астана",Вакансия опубликована 02.04.2023,Адреса нет,полный день,Проектная работа,Встреча и учет посетителей;,https://enbek.kz/ru/vacancy/referent~3011645,Молодежная практика,Менеджмент
Фотограф,Культура и спорт,от 103 500 тенге,"Филиал Общественного объединения ""Ассоциация женщин с инвалидностью ""Шырак"" по городу Астана",Вакансия опубликована 02.04.2023,Адреса нет,полный день,Проектная работа,Работа на компьютере для корректировки фотографических изображений;,https://enbek.kz/ru/vacancy/fotograf~3011641,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Филиал Общественного объединения ""Ассоциация женщин с инвалидностью ""Шырак"" по городу Астана",Вакансия опубликована 02.04.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~3011640,Молодежная практика,
Техник связи,IT и телекоммуникации,от 103 500 тенге,"Республиканское государственное учреждение ""Управление государственных доходов по району Байқоңыр Департамента государственных доходов по городу Астане Комитета государственных доходов Министерства финансов Республики Казахстан""",Вакансия опубликована 31.03.2023,Адреса нет,полный день,Проектная работа,Регулировка устройств и режимов радиотелевизионного оборудования;,https://enbek.kz/ru/vacancy/tekhnik-svyazi~3011090,Молодежная практика,IT
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,Бизнес және Даму мектебі,Вакансия опубликована 31.03.2023,Адреса нет,полный день,Проектная работа,"Информирование о маркетинговых акциях, продуктах и специальных предложений;",https://enbek.kz/ru/vacancy/smm-menedzher~3010171,Первое рабочее место,Журналистика
Графический дизайнер,IT и телекоммуникации,от 103 500 тенге,Бизнес және Даму мектебі,Вакансия опубликована 31.03.2023,Адреса нет,полный день,Проектная работа,Проектирование и разработка front-end web-ресурса;,https://enbek.kz/ru/vacancy/graficheskii-dizainer~3010172,Первое рабочее место,IT
Детский психолог,Образование и воспитание,от 103 500 тенге,"ИП ""Успех""",Вакансия опубликована 31.03.2023,Адреса нет,полный день,Проектная работа,Исследование динамики психических нарушений;,https://enbek.kz/ru/vacancy/detskii-psikholog~3004476,Первое рабочее место,
Оператор Call-центра,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Orta build""",Вакансия опубликована 31.03.2023,Адреса нет,полный день,Проектная работа,"Информирование о маркетинговых акциях, продуктах и специальных предложений;",https://enbek.kz/ru/vacancy/operator-call-centra~3000234,Первое рабочее место,Менеджмент
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Orta build""",Вакансия опубликована 31.03.2023,Адреса нет,полный день,Проектная работа,Учет и регистрация документов;,https://enbek.kz/ru/vacancy/deloproizvoditel~3000235,Первое рабочее место,Менеджмент
Офис-менеджер,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Orta build""",Вакансия опубликована 31.03.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/ofis-menedzher~3000236,Первое рабочее место,Менеджмент
Учитель химии,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Career and Education Center""",Вакансия опубликована 30.03.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-khimii~3007525,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,Найман,Вакансия опубликована 30.03.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~3007464,Первое рабочее место,
Помощник учителя,Образование и воспитание,от 103 500 тенге,Q.EDUCATION,Вакансия опубликована 30.03.2023,Адреса нет,полный день,Проектная работа,Подготовка рабочего места учителя;,https://enbek.kz/ru/vacancy/pomoshchnik-uchitelya~2998822,Первое рабочее место,
