Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Архивариус,HR и секретариат,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Бюро национальной статистики Агентства по стратегическому планированию и реформам Республики Казахстан по Восточно-Казахстанской области""",Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/arkhivarius~2922644,Молодежная практика,Менеджмент
Финансист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Бюро национальной статистики Агентства по стратегическому планированию и реформам Республики Казахстан по Восточно-Казахстанской области""",Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/finansist~2922645,Молодежная практика,Финансы
Экономист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Бюро национальной статистики Агентства по стратегическому планированию и реформам Республики Казахстан по Восточно-Казахстанской области""",Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/ekonomist~2922646,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Шыгыс-фарм""",Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~2919115,Молодежная практика,Финансы
"Санитар, санитарка",Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Шыгыс-фарм""",Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,Проведение уборки;,"https://enbek.kz/ru/vacancy/sanitar,-sanitarka~2919116",Молодежная практика,Медицина
Ассистент фармацевта,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Шыгыс-фарм""",Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,Сортировка поступающих лекарственных средств;,https://enbek.kz/ru/vacancy/assistent-farmacevta~2919117,Молодежная практика,Медицина
"Санитар, санитарка",Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Нурфарм Плюс""",Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,Проведение уборки;,"https://enbek.kz/ru/vacancy/sanitar,-sanitarka~2919118",Молодежная практика,Медицина
Аудитор,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Нурфарм Плюс""",Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,Знание производственных процессов;,https://enbek.kz/ru/vacancy/auditor~2919119,Молодежная практика,Финансы
Ассистент фармацевта,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Нурфарм Плюс""",Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,Знание производственных процессов;,https://enbek.kz/ru/vacancy/assistent-farmacevta~2919120,Молодежная практика,Медицина
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,TASYMAL,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2926980,Молодежная практика,Журналистика
Менеджер по персоналу,HR и секретариат,от 103 500 тенге,TASYMAL,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Решение вопросов кадрового обеспечения;,https://enbek.kz/ru/vacancy/menedzher-po-personalu~2926979,Молодежная практика,Менеджмент
Инженер ПТО,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ИртышЭкоСтрой""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Составление сметной стоимости строительства и разработка документации;,https://enbek.kz/ru/vacancy/inzhener-pto~2926834,Молодежная практика,Строительство и архитектура
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ИртышЭкоСтрой""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2926833,Молодежная практика,Менеджмент
Воспитатель,Образование и воспитание,от 103 500 тенге,"""Коррекционно-развивающий центр ""Страна чудес""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,"Сотрудничество с родителями, социальными партнерами;",https://enbek.kz/ru/vacancy/vospitatel~2915642,Молодежная практика,
Детский психолог,Образование и воспитание,от 103 500 тенге,"""Коррекционно-развивающий центр ""Страна чудес""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Оценка психологического состояния учащегося;,https://enbek.kz/ru/vacancy/detskii-psikholog~2915643,Молодежная практика,
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"""Коррекционно-развивающий центр ""Страна чудес""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Организация образовательного процесса;,https://enbek.kz/ru/vacancy/logoped-defektolog~2915644,Молодежная практика,
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Государственное учреждение ""Управление сельского хозяйства Восточно-Казахстанской области""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2916233,Молодежная практика,Менеджмент
Помощник юриста,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Управление сельского хозяйства Восточно-Казахстанской области""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2916234,Молодежная практика,Юриспруденция
Web-разработчик,IT и телекоммуникации,от 103 500 тенге,"Государственное учреждение ""Управление сельского хозяйства Восточно-Казахстанской области""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Кодирование и реализация web-ресурса;,https://enbek.kz/ru/vacancy/web-razrabotchik~2916235,Молодежная практика,IT
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,"""Lider""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2916428,Первое рабочее место,
Бухгалтер-кассир,Финансы и бухучет,от 103 500 тенге,ИП ЖЕҢІС БАРЫС,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/bukhgalter-kassir~2918774,Первое рабочее место,Финансы
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,TASYMAL,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Проведение анализа требований потребителей согласно результатам маркетинговых исследований;,https://enbek.kz/ru/vacancy/marketolog~2923471,Первое рабочее место,Журналистика
Офис-менеджер,HR и секретариат,от 103 500 тенге,TASYMAL,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Организация работы офиса;,https://enbek.kz/ru/vacancy/ofis-menedzher~2923472,Первое рабочее место,Менеджмент
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"""Lider""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2913226,Молодежная практика,
Лаборант химического анализа,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""АЛТАЙТЕХЭНЕРГО""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Химический лабораторный анализ;,https://enbek.kz/ru/vacancy/laborant-khimicheskogo-analiza~2913805,Молодежная практика,Сервисное обслуживание/производство
Химик (общий профиль),Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""АЛТАЙТЕХЭНЕРГО""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Проведение анализа данных;,https://enbek.kz/ru/vacancy/khimik-(obshchii-profil)~2913806,Молодежная практика,Сервисное обслуживание/производство
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""KANLY Security""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2914144,Молодежная практика,Юриспруденция
Хореограф,Культура и спорт,от 132 518 тенге,ИП Салахутдинова Анастасия Анатольевна,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Владение методологией творческого процесса в танцевальном коллективе;,https://enbek.kz/ru/vacancy/khoreograf~2914435,Молодежная практика,
Инструктор по физической культуре,Культура и спорт,от 132 518 тенге,ИП Салахутдинова Анастасия Анатольевна,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Проведение групповых и индивидуальных занятий;,https://enbek.kz/ru/vacancy/instruktor-po-fizicheskoi-kulture~2914436,Молодежная практика,
Кредитный агент,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""R-Finance""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,"Консультирование клиентов о продуктах, ценах, наличии или условии кредитования;",https://enbek.kz/ru/vacancy/kreditnyi-agent~2914977,Первое рабочее место,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Оскемен-Бизнес""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2914984,Первое рабочее место,Финансы
Мастер по ремонту и строительству сооружений,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Восток Капитал Груп""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Проведение строительных и ремонтных работ;,https://enbek.kz/ru/vacancy/master-po-remontu-i-stroitelstvu-sooruzhenii~2914994,Первое рабочее место,Строительство и архитектура
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ИНВИТРО-Казахстан""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,"соблюдение санэпидрежима, правил асептики и антисептики;;",https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2915048,Молодежная практика,Медицина
Специалист по закупкам,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Восточно-Казахстанский департамент государственного имущества и приватизации Комитета государственного имущества и приватизации Министерства финансов Республики Казахстан""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Проведение закупок товаров и услуг;,https://enbek.kz/ru/vacancy/specialist-po-zakupkam~2915122,Молодежная практика,Финансы
Делопроизводитель,HR и секретариат,от 132 518 тенге,"Государственное учреждение ""Отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог города Усть-Каменогорска""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Организация документооборота;,https://enbek.kz/ru/vacancy/deloproizvoditel~2921150,Молодежная практика,Менеджмент
Офис-менеджер,HR и секретариат,от 132 518 тенге,"Государственное учреждение ""Отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог города Усть-Каменогорска""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Подготовка писем и обращений;,https://enbek.kz/ru/vacancy/ofis-menedzher~2921149,Молодежная практика,Менеджмент
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,ИП БЕЙСЕМБАЕВА СВЕТЛАНА ВИКТОРОВНА,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Разработка маркетинговых мероприятий для продвижения товара;,https://enbek.kz/ru/vacancy/marketolog~2910675,Молодежная практика,Журналистика
Web-разработчик,IT и телекоммуникации,от 103 500 тенге,ИП БЕЙСЕМБАЕВА СВЕТЛАНА ВИКТОРОВНА,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Участие в отладке и тестировании приложений;,https://enbek.kz/ru/vacancy/web-razrabotchik~2910677,Молодежная практика,IT
Дизайнер печатных изданий,IT и телекоммуникации,от 103 500 тенге,ИП БЕЙСЕМБАЕВА СВЕТЛАНА ВИКТОРОВНА,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Разработка дизайна;,https://enbek.kz/ru/vacancy/dizainer-pechatnykh-izdanii~2910678,Молодежная практика,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП БЕЙСЕМБАЕВА СВЕТЛАНА ВИКТОРОВНА,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2910679,Молодежная практика,Финансы
Инженер по телекоммуникациям,IT и телекоммуникации,от 103 500 тенге,"Объединение ""Дивизион ""Сеть"" - филиал акционерного общества ""Казахтелеком""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Формирование плана развития сети и внедрение решений по оптимизации сети связи;,https://enbek.kz/ru/vacancy/inzhener-po-telekommunikaciyam~2910684,Молодежная практика,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Управление природных ресурсов и регулирования природопользования Восточно-Казахстанской области""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2911247,Молодежная практика,Финансы
Инженер по охране труда и технике безопасности,"Нефть, газ, добыча ресурсов",от 103 500 тенге,"Государственное учреждение ""Управление природных ресурсов и регулирования природопользования Восточно-Казахстанской области""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Проведение инструктажей по технике безопасности;,https://enbek.kz/ru/vacancy/inzhener-po-okhrane-truda-i-tekhnike-bezopasnosti~2911250,Молодежная практика,
Специалист по охране труда и технике безопасности,"Нефть, газ, добыча ресурсов",от 103 500 тенге,"Государственное учреждение ""Управление природных ресурсов и регулирования природопользования Восточно-Казахстанской области""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Проведение инструктажей по технике безопасности;,https://enbek.kz/ru/vacancy/specialist-po-okhrane-truda-i-tekhnike-bezopasnosti~2911251,Молодежная практика,
Эколог,Наука и консалтинг,от 103 500 тенге,"Государственное учреждение ""Управление природных ресурсов и регулирования природопользования Восточно-Казахстанской области""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Организация и проведение внутреннего аудита;,https://enbek.kz/ru/vacancy/ekolog~2911252,Молодежная практика,Наука
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Оскемен-Бизнес""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета;,https://enbek.kz/ru/vacancy/bukhgalter~2911260,Молодежная практика,Финансы
Мастер по ремонту и строительству сооружений,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Восток Капитал Груп""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Проведение строительных и ремонтных работ;,https://enbek.kz/ru/vacancy/master-po-remontu-i-stroitelstvu-sooruzhenii~2911270,Молодежная практика,Строительство и архитектура
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ИП ""ЧИКЕНОВА""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2917678,Первое рабочее место,Журналистика
PR-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ИП ""ЧИКЕНОВА""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Развитие международного партнерства;,https://enbek.kz/ru/vacancy/pr-menedzher~2917682,Первое рабочее место,Журналистика
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ИП ""ЧИКЕНОВА""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Разработка маркетинговых мероприятий для продвижения товара;,https://enbek.kz/ru/vacancy/smm-menedzher~2917694,Молодежная практика,Журналистика
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"ИП ""ЧИКЕНОВА""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2917705,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,ЧСИ АНТИПОВ ДЕНИС ВЛАДИМИРОВИЧ,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2916498,Первое рабочее место,Юриспруденция
Инженер по автоматизации,Производство,от 103 500 тенге,"Усть-Каменогорский филиал Республиканского государственного казенного предприятия ""Военно-техническая школа Министерства обороны Республики Казахстан""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Работа с информационными системами и базами данных;,https://enbek.kz/ru/vacancy/inzhener-po-avtomatizacii~2915882,Первое рабочее место,Сервисное обслуживание/производство
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Усть-Каменогорский филиал Республиканского государственного казенного предприятия ""Военно-техническая школа Министерства обороны Республики Казахстан""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2915886,Первое рабочее место,Финансы
Инженер по транспорту,Производство,от 103 500 тенге,"Усть-Каменогорский филиал Республиканского государственного казенного предприятия ""Военно-техническая школа Министерства обороны Республики Казахстан""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Проведение планово-профилактических и ремонтно-восстановительных работ;,https://enbek.kz/ru/vacancy/inzhener-po-transportu~2915887,Первое рабочее место,Сервисное обслуживание/производство
Инженер-механик (общий профиль),Производство,от 103 500 тенге,"Усть-Каменогорский филиал Республиканского государственного казенного предприятия ""Военно-техническая школа Министерства обороны Республики Казахстан""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Проведение планово-профилактических и ремонтно-восстановительных работ;,https://enbek.kz/ru/vacancy/inzhener-mekhanik-(obshchii-profil)~2915888,Первое рабочее место,Сервисное обслуживание/производство
Экономист,Финансы и бухучет,от 103 500 тенге,"Восточно-Казахстанский областной филиал акционерного общества ""Казпочта""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Бюджетное планирование;,https://enbek.kz/ru/vacancy/ekonomist~2915173,Молодежная практика,Финансы
Инженер-программист,IT и телекоммуникации,от 103 500 тенге,"Восточно-Казахстанский областной филиал акционерного общества ""Казпочта""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Сервисное обслуживание аппаратного и программного обеспечения;,https://enbek.kz/ru/vacancy/inzhener-programmist~2915174,Молодежная практика,IT
Делопроизводитель,HR и секретариат,от 91 890 тенге,"Государственное учреждение ""Управление земельных отношений Восточно-Казахстанской области""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2914694,Молодежная практика,Менеджмент
Бухгалтер,Финансы и бухучет,от 91 890 тенге,"Государственное учреждение ""Управление земельных отношений Восточно-Казахстанской области""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/bukhgalter~2914695,Молодежная практика,Финансы
Инженер по землеустройству,"Нефть, газ, добыча ресурсов",от 103 500 тенге,"Филиал некоммерческого акционерного общества ""Государственная корпорация ""Правительство для граждан"" по Восточно-Казахстанской области",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Мониторинг и оценка состояния орошаемых земель;,https://enbek.kz/ru/vacancy/inzhener-po-zemleustroistvu~2913473,Молодежная практика,
Машинист котлов,Энергетика,от 103 500 тенге,"Акционерное общество ""Усть-Каменогорские тепловые сети""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Контроль состояния оборудования теплоподачи;,https://enbek.kz/ru/vacancy/mashinist-kotlov~2914006,Молодежная практика,Сервисное обслуживание/производство
Слесарь по обслуживанию тепловых сетей,Энергетика,от 103 500 тенге,"Акционерное общество ""Усть-Каменогорские тепловые сети""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Обслуживание и ремонт запорной и регулирующей арматуры тепловых сетей;,https://enbek.kz/ru/vacancy/slesar-po-obsluzhivaniyu-teplovykh-setei~2914007,Молодежная практика,Сервисное обслуживание/производство
Электрогазосварщик,Строительство и архитектура,от 103 500 тенге,"Акционерное общество ""Усть-Каменогорские тепловые сети""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Резка труб и навертка соединительных деталей;,https://enbek.kz/ru/vacancy/elektrogazosvarshchik~2914008,Молодежная практика,Строительство и архитектура
