Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Оператор электронно-вычислительной машины,HR и секретариат,от 103 500 тенге,"Филиал некоммерческого акционерного общества ""Государственная корпорация ""Правительство для граждан"" по Западно-Казахстанской области",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Обработка текстов;,https://enbek.kz/ru/vacancy/operator-elektronno-vychislitelnoi-mashiny~2899013,Молодежная практика,Менеджмент
Экономист,Финансы и бухучет,от 103 500 тенге,"Филиал некоммерческого акционерного общества ""Государственная корпорация ""Правительство для граждан"" по Западно-Казахстанской области",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Внедрение плановой и учетной документации;,https://enbek.kz/ru/vacancy/ekonomist~2899014,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Филиал некоммерческого акционерного общества ""Государственная корпорация ""Правительство для граждан"" по Западно-Казахстанской области",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,"Регистрация юридических лиц, эмиссий ценных акций;",https://enbek.kz/ru/vacancy/yurist~2899015,Молодежная практика,Юриспруденция
Техник-строитель,Строительство и архитектура,от 103 500 тенге,"Филиал некоммерческого акционерного общества ""Государственная корпорация ""Правительство для граждан"" по Западно-Казахстанской области",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Ландшафтное проектирование и строительство;,https://enbek.kz/ru/vacancy/tekhnik-stroitel~2899016,Молодежная практика,Строительство и архитектура
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Филиал некоммерческого акционерного общества ""Государственная корпорация ""Правительство для граждан"" по Западно-Казахстанской области",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2899017,Молодежная практика,Финансы
Программист приложений,IT и телекоммуникации,от 103 500 тенге,"Филиал некоммерческого акционерного общества ""Государственная корпорация ""Правительство для граждан"" по Западно-Казахстанской области",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/programmist-prilozhenii~2899018,Молодежная практика,IT
Техник по кадастру и землеустройству,Строительство и архитектура,от 103 500 тенге,"Филиал некоммерческого акционерного общества ""Государственная корпорация ""Правительство для граждан"" по Западно-Казахстанской области",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,"Составлять генеральный план участка, план расстановки технологического оборудования;",https://enbek.kz/ru/vacancy/tekhnik-po-kadastru-i-zemleustroistvu~2899019,Молодежная практика,Строительство и архитектура
Электромонтажник,Энергетика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ural Electric (Урал Электрик)""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Монтаж оборудования;,https://enbek.kz/ru/vacancy/elektromontazhnik~2897368,Молодежная практика,Сервисное обслуживание/производство
Инженер по охране труда и технике безопасности,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Ural Electric (Урал Электрик)""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Проведение инструктажей по технике безопасности;,https://enbek.kz/ru/vacancy/inzhener-po-okhrane-truda-i-tekhnike-bezopasnosti~2900332,Молодежная практика,Сервисное обслуживание/производство
Инженер по землеустройству,Строительство и архитектура,от 103 500 тенге,"Филиал некоммерческого акционерного общества ""Государственная корпорация ""Правительство для граждан"" по Западно-Казахстанской области",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Сопровождение систем по кадастру и ГИС;,https://enbek.kz/ru/vacancy/inzhener-po-zemleustroistvu~2899020,Молодежная практика,Строительство и архитектура
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Государственное учреждение ""Отдел регистрации актов гражданского состояния города Уральска""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Компьютерная грамотность;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2895626,Молодежная практика,IT
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Отдел регистрации актов гражданского состояния города Уральска""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Компьютерная грамотность;,https://enbek.kz/ru/vacancy/yurist~2895625,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Отдел регистрации актов гражданского состояния города Уральска""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Компьютерная грамотность;,https://enbek.kz/ru/vacancy/bukhgalter~2895627,Молодежная практика,Финансы
Инженер-энергетик,Энергетика,от 103 500 тенге,Государственное учреждение «Территориальный департамент Комитета атомного и энергетического надзора и контроля Министерства энергетики Республики Казахстан по Западно-Казахстанской области»,Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Анализ состояния и режима работы линий электропередачи;,https://enbek.kz/ru/vacancy/inzhener-energetik~2894937,Молодежная практика,Сервисное обслуживание/производство
Инженер-программист,IT и телекоммуникации,от 103 500 тенге,"Государственное коммунальное казенное предприятие ""Дворец школьников"" отдела образования города Уральск управления образования акимата Западно-Казахстанской области",Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Работа в основных программах системы Мiсгоsоft;,https://enbek.kz/ru/vacancy/inzhener-programmist~2860572,Молодежная практика,IT
Делопроизводитель,HR и секретариат,от 103 500 тенге,Коммунальное государственное учреждение «Центр занятости населения акимата города Уральска»,Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2860457,Молодежная практика,Менеджмент
Юрист,Юриспруденция,от 103 500 тенге,Коммунальное государственное учреждение «Центр занятости населения акимата города Уральска»,Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Контроль соблюдения законодательных актов;,https://enbek.kz/ru/vacancy/yurist~2860458,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,Коммунальное государственное учреждение «Центр занятости населения акимата города Уральска»,Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2860459,Молодежная практика,Финансы
Техник-программист,IT и телекоммуникации,от 103 500 тенге,Коммунальное государственное учреждение «Центр занятости населения акимата города Уральска»,Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,"Установка, наладка, настройка и сопровождение аппаратного и программного обеспечения;",https://enbek.kz/ru/vacancy/tekhnik-programmist~2860456,Молодежная практика,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП ПИОНЕР,Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2860943,Молодежная практика,Финансы
Воспитатель,Образование и воспитание,от 91 890 тенге,"Государственное коммунальное казенное предприятие ""Ясли-сад №24 ""Солнышко"" отдела образования города Уральск управления образования акимата Западно-Казахстанской области""",Вакансия опубликована 18.11.2022,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~2740257,Молодежная практика,
Инженер на производстве,Производство,от 91 890 тенге,"Товарищество с ограниченной ответственностью ""ТМК-Казтрубпром""",Вакансия опубликована 17.10.2022,Адреса нет,полный день,Проектная работа,Знание производственных процессов;,https://enbek.kz/ru/vacancy/inzhener-na-proizvodstve~2669505,Молодежная практика,Сервисное обслуживание/производство
Экономист,Финансы и бухучет,от 91 890 тенге,"Товарищество с ограниченной ответственностью ""ТМК-Казтрубпром""",Вакансия опубликована 17.10.2022,Адреса нет,полный день,Проектная работа,Расчет экономической эффективности производства;,https://enbek.kz/ru/vacancy/ekonomist~2669506,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 91 890 тенге,"Государственное учреждение ""Отдел образования города Уральск управления образования акимата Западно-Казахстанской области""",Вакансия опубликована 14.10.2022,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/bukhgalter~2675740,Молодежная практика,Финансы
Филолог,Маркетинг и СМИ,от 91 890 тенге,"Государственное учреждение ""Отдел образования города Уральск управления образования акимата Западно-Казахстанской области""",Вакансия опубликована 14.10.2022,Адреса нет,полный день,Проектная работа,Редактирование и исправление переведенного материала;,https://enbek.kz/ru/vacancy/filolog~2675741,Молодежная практика,Журналистика
Сборщик (общий профиль),Производство,от 91 890 тенге,"Товарищество с ограниченной ответственностью ""Уральский трансформаторный завод""",Вакансия опубликована 11.10.2022,Адреса нет,полный день,Проектная работа,Сборка пространственных каркасов;,https://enbek.kz/ru/vacancy/sborshchik-(obshchii-profil)~2667195,Молодежная практика,Сервисное обслуживание/производство
Учитель информатики,Образование и воспитание,от 91 890 тенге,"Коммунальное государственное учреждение ""Общеобразовательная школа № 7"" отдела образования города Уральск управления образования акимата Западно-Казахстанской области""",Вакансия опубликована 06.10.2022,Адреса нет,полный день,Проектная работа,Преподавание предметов на русском языке;,https://enbek.kz/ru/vacancy/uchitel-informatiki~2652520,Молодежная практика,
Юрист,Юриспруденция,от 91 890 тенге,Филиал республиканского государственного учреждения «Администратор судов по Западно–Казахстанской области Департамента по обеспечению деятельности судов при Верховном Суде Республики Казахстан (аппарата Верховного Суда Республики Казахстан)» - Канцелярия Уральского городского суда Западно-Казахстанской области,Вакансия опубликована 06.10.2022,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yurist~2657615,Молодежная практика,Юриспруденция
Инженер-технолог (общий профиль),Производство,от 91 890 тенге,"Акционерное общество ""Западно-Казахстанская машиностроительная компания""",Вакансия опубликована 06.10.2022,Адреса нет,полный день,Проектная работа,Контроль технологического процесса;,https://enbek.kz/ru/vacancy/inzhener-tekhnolog-(obshchii-profil)~2654550,Молодежная практика,Сервисное обслуживание/производство
Техник-химик лаборант,Производство,от 91 890 тенге,"Акционерное общество ""Западно-Казахстанская машиностроительная компания""",Вакансия опубликована 06.10.2022,Адреса нет,полный день,Проектная работа,проведение химических анализов;,https://enbek.kz/ru/vacancy/tekhnik-khimik-laborant~2654551,Молодежная практика,Сервисное обслуживание/производство
Инженер-конструктор,Производство,от 91 890 тенге,"Акционерное общество ""Западно-Казахстанская машиностроительная компания""",Вакансия опубликована 06.10.2022,Адреса нет,полный день,Проектная работа,Разработка документации и чертежей;,https://enbek.kz/ru/vacancy/inzhener-konstruktor~2654552,Молодежная практика,Сервисное обслуживание/производство
Юрист,Юриспруденция,от 91 890 тенге,«Уральское коммунальное государственное учреждение по охране лесов и животного мира» Управления природных ресурсов и регулирования природопользования акимата Западно-Казахстанской области,Вакансия опубликована 22.09.2022,Адреса нет,полный день,Проектная работа,Рассмотрение жалоб и претензий по спорным вопросам;,https://enbek.kz/ru/vacancy/yurist~2627228,Молодежная практика,Юриспруденция
Преподаватель колледжа в области образования,Образование и воспитание,от 91 890 тенге,"Учреждение ""Уральский гуманитарно-технический колледж""",Вакансия опубликована 21.09.2022,Адреса нет,полный день,Проектная работа,Ведение учебной документации;,https://enbek.kz/ru/vacancy/prepodavatel-kolledzha-v-oblasti-obrazovaniya~2623802,Молодежная практика,
Работник архива,HR и секретариат,от 95 400 тенге,"РГУ ""Департамент Комитета промышленной безопасности Министерства по чрезвычайным ситуациям Республики Казахстан по Западно-Казахстанской области""",Вакансия опубликована 15.09.2022,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/rabotnik-arkhiva~2602191,Молодежная практика,Менеджмент
Хореограф,Культура и спорт,от 91 890 тенге,"Коммунальное государственное учреждение ""Общеобразовательная школа №36 имени М.Б.Ихсанова"" отдела образования города Уральск управления образования акимата Западно-Казахстанской области""",Вакансия опубликована 14.09.2022,Адреса нет,полный день,Проектная работа,Владение различными стилями и направлениями в музыке;,https://enbek.kz/ru/vacancy/khoreograf~2599164,Молодежная практика,
Учитель технологии,Образование и воспитание,от 91 890 тенге,"Государственное коммунальное казенное предприятие ""Уральский колледж информационных технологий"" Управления образования Акимата Западно-Казахстанской области",Вакансия опубликована 09.09.2022,Адреса нет,полный день,Проектная работа,Преподавание предметов на русском языке;,https://enbek.kz/ru/vacancy/uchitel-tekhnologii~2597829,Молодежная практика,
Культорганизатор,Культура и спорт,от 91 890 тенге,"Государственное учреждение ""Отдел культуры и развития языков города Уральска""",Вакансия опубликована 08.09.2022,Адреса нет,полный день,Проектная работа,"Подготовка и разработка идейно-тематической базы, написание сценария;",https://enbek.kz/ru/vacancy/kultorganizator~2594938,Молодежная практика,
Фасовщик,Производство,от 91 890 тенге,"Товарищество с ограниченной ответственностью ""Хлебо-молочный комбинат № 1""",Вакансия опубликована 02.09.2022,Адреса нет,полный день,Проектная работа,Знание процесса линии фасовки;,https://enbek.kz/ru/vacancy/fasovshchik~2579185,Молодежная практика,Сервисное обслуживание/производство
Электрик цеха,Энергетика,от 91 890 тенге,"Товарищество с ограниченной ответственностью ""Ural Electric (Урал Электрик)""",Вакансия опубликована 02.09.2022,Адреса нет,полный день,Проектная работа,Электромонтаж освещения и осветительных сетей;,https://enbek.kz/ru/vacancy/elektrik-cekha~2574418,Первое рабочее место,Сервисное обслуживание/производство
Химик (общий профиль),"Нефть, газ, добыча ресурсов",от 91 890 тенге,"Товарищество с ограниченной ответственностью ""Топан""",Вакансия опубликована 02.09.2022,Адреса нет,полный день,Проектная работа,Анализ показателей химического сырья и химической продукции;,https://enbek.kz/ru/vacancy/khimik-(obshchii-profil)~2575148,Молодежная практика,
Юрист,Юриспруденция,от 91 890 тенге,"Государственное учреждение ""Управление по инспекции труда Западно-Казахстанкой области""",Вакансия опубликована 31.08.2022,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/yurist~2556893,Молодежная практика,Юриспруденция
Архитектор проектировщик,Строительство и архитектура,от 91 890 тенге,"Государственное учреждение ""Отдел архитектуры и градостроительства города Уральска""",Вакансия опубликована 25.08.2022,Адреса нет,полный день,Проектная работа,Определение элементов архитектуры системы;,https://enbek.kz/ru/vacancy/arkhitektor-proektirovshchik~2557265,Молодежная практика,Строительство и архитектура
