Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Администратор торгового зала (автосалон),8,от 150 000 KZT на руки,ТОО ASTER AUTO,Вакансия опубликована 15 мая 2023 в Астане,Алматы,сменный график,Полная занятость,Грамотная речь;Грамотность;Мобильность;Умение расставлять приоритеты;,https://almaty.hh.kz/vacancy/79879595,,
Стажер в отдел бухгалтерии,18,до 120 000 KZT до вычета налогов,ТОО BI Construction & Engineering (ТМ BI GROUP),Вакансия опубликована 10 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80227648,,Финансы
Менеджер по туризму,72,з/п не указана,ИП ПСН АСТАНА 25,Вакансия опубликована 2 мая 2023 в Астане,"Астана, улица Динмухамеда Кунаева, 33",полный день,Полная занятость,Индивидуальные туры;Навыки продаж;Грамотная речь;Консультирование клиентов;Умение работать в команде;Телефонные переговоры;Бронирование туров;Международный туризм;Выездной туризм;Навыки телефонных продаж;Пользователь ПК;Английский — A1 — Начальный;Казахский — B2 — Средне-продвинутый;Русский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/79206734,,
Администратор в гостиницу,8,до 140 000 KZT на руки,ТОО Отель Тенгри,Вакансия опубликована 18 мая 2023 в Астане,"Нур-Султан (Астана), улица Беимбета Майлина, 1А",сменный график,Частичная занятость,Пользователь ПК;Английский язык;Грамотная речь;Грамотность;Умение расставлять приоритеты;Казахский — A2 — Элементарный;Русский — A2 — Элементарный;Английский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/79429218,,
Специалист по съёмке трафика такси,40,з/п не указана,Яндекс Крауд,Вакансия опубликована 15 мая 2023 в Астане,Алматы,удаленная работа,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80462084,,
SMM специалист,3,от 20 000 до 25 000 руб. на руки,ООО АБП,Вакансия опубликована 4 мая 2023 в Астане,"Москва, Софийская набережная, 34",удаленная работа,Полная занятость,Пользователь ПК;Грамотная речь;Поиск информации в интернет;Cоциальная реклама;Высокий уровень самоорганизации;,https://almaty.hh.kz/vacancy/80115059,,Менеджмент
Слесарь по ремонту подвижного состава,115,от 200 000 до 250 000 KZT до вычета налогов,"Акмолинский вагоноремонтный завод, АО",Вакансия опубликована 12 мая 2023 в Астане,"Нур-Султан (Астана), улица Тайбурыл, 7/2",полный день,Полная занятость,Работа в команде;Желание работать и развиваться;,https://almaty.hh.kz/vacancy/80328072,,Сервисное обслуживание/производство
Администратор-кассир,8,от 170 000 до 170 000 KZT на руки,ТОО Hammer Legend (Хамер Лэджэнд),Вакансия опубликована 27 мая 2023 в Астане,"Астана, улица Туркестан, 10",сменный график,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Грамотность;Точность и внимательность к деталям;,https://almaty.hh.kz/vacancy/80660271,,
Электромонтажник/монтажник,143,от 395 000 до 620 000 KZT на руки,ЗАО ЭнергоСтрой,Вакансия опубликована 29 мая 2023 в Астане,"Екатеринбург, Геологическая, Площадь 1905 года, Чкаловская, улица Начдива Васильева, 3А",Вахтовый метод,Полная занятость,E9,https://almaty.hh.kz/vacancy/80066132,,Сервисное обслуживание/производство
Повар/пиццайоло,94,от 215 000 до 370 000 KZT на руки,ИП Ахунов Дмитрий Анатольевич,Вакансия опубликована 25 мая 2023 в Астане,"Астана, улица Сыганак, 60/5",сменный график,Полная занятость,Работа в команде;Грамотная речь;Общественное питание;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/81021127,,
Кладовщик/Помощник механика (Специалист по зарядке самокатов),111,от 210 000 KZT до вычета налогов,ТОО МАИР ГРУПП,Вакансия опубликована 17 мая 2023 в Астане,Алматы,полный день,Полная занятость,Пользователь ПК;Работа в команде;Поиск информации в интернет;Internet;,https://almaty.hh.kz/vacancy/80586061,,Сервисное обслуживание/производство
Помощник бухгалтера,18,от 120 000 до 150 000 KZT на руки,ТОО ТеплоТехСнаб,Вакансия опубликована 28 мая 2023 в Астане,"Нур-Султан (Астана), улица Бактыораза Бейсекбаева, 21/2",полный день,Полная занятость,1С: Бухгалтерия;Документооборот;Офисная техника;Первичная документация;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80820069,,Финансы
Врач-косметолог/физиотерапевт ВОП/массажист,56,от 300 000 KZT до вычета налогов,ТОО DS (Densaulyk),Вакансия опубликована 11 мая 2023 в Астане,"Нур-Султан (Астана), улица Анатолия Храпатого, 14",сменный график,Полная занятость,Консультативные продажи;Деловое общение;Грамотная речь;Работа в коллективе;Практическая медицина;Желание обучаться;,https://almaty.hh.kz/vacancy/80300068,,Медицина
Специалист отдела кадров,117,з/п не указана,ТОО National Medical Park,Вакансия опубликована 3 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80054425,,Менеджмент
Тестовод - раскатчик,85,от 210 000 до 230 000 KZT до вычета налогов,ТОО Мастер Кондитер,Вакансия опубликована 29 мая 2023 в Астане,"Нур-Султан (Астана), улица Шары Жиенкуловой, 7/2",полный день,Полная занятость,Ответственность и пунктуальность;,https://almaty.hh.kz/vacancy/80545370,,Сервисное обслуживание/производство
Супервайзер в клининговую компанию,8,от 200 000 до 250 000 KZT на руки,ТОО Vita Service 2016,Вакансия опубликована 17 мая 2023 в Астане,Алматы,полный день,Полная занятость,Работа в команде;Управление персоналом;Организация рабочих мест;Мобильность;Способность обучать других;Устойчивость к стрессам;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/80574692,,
Intern/Consultant - Fraud Investigation Group (Forensic) - Financial Advisory Department,16,з/п не указана,"Deloitte, Caspian Region",Вакансия опубликована 15 мая 2023 в Астане,Алматы,полный день,Стажировка,Английский язык;MS PowerPoint;Forensic;,https://almaty.hh.kz/vacancy/80411014,,Финансы
Менеджер по закупу,66,от 250 000 до 250 000 KZT до вычета налогов,ТОО Клиника здоровья и эстетической стоматологии Colibri,Вакансия опубликована 20 мая 2023 в Астане,"Нур-Султан (Астана), улица Достык, 4",полный день,Полная занятость,Деловая коммуникация;Умение расставлять приоритеты;Деловые переговоры;Закупка товаров и услуг;Работа с компьютером;Работа с поставщиками;оформление заказов;Контроль оформления документов;Работа на складе;Умение работать в команде;,https://almaty.hh.kz/vacancy/79928325,,Менеджмент
Финансовый консультант,137,от 165 000 до 230 000 KZT до вычета налогов,ТОО Центр электронного факторинга,Вакансия опубликована 22 мая 2023 в Астане,"Астана, проспект Женис, 1",полный день,Полная занятость,Грамотная речь;Работа в команде;Консультирование клиентов;Грамотность;Консультирование;Казахский — C1 — Продвинутый;Русский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80788402,,Финансы
Специалист по нормативно-техническим документам,45,от 150 000 до 180 000 KZT на руки,ТОО Казпром Серт,Вакансия опубликована 24 мая 2023 в Астане,Алматы,полный день,Полная занятость,Работа в коллективе;оформление документации;Знание MS Office;Умение работать с документами;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/80922818,,Сервисное обслуживание/производство
Помощник оператора,85,от 160 000 KZT на руки,ТОО PET,Вакансия опубликована 29 мая 2023 в Астане,"Астана, улица Коктал, 15",сменный график,Полная занятость,Работа в команде;,https://almaty.hh.kz/vacancy/78864716,,Сервисное обслуживание/производство
Техник по обслуживанию терминалов,111,от 120 000 до 200 009 KZT на руки,"ТОО Cash Master,TM (TOO Almaty Enterprising Company Ltd )",Вакансия опубликована 4 мая 2023 в Астане,Алматы,полный день,Полная занятость,Настройка ПО;Настройка ПК;Настройка сетевых подключений;,https://almaty.hh.kz/vacancy/80083228,,Сервисное обслуживание/производство
Администратор службы сервиса в фитнес-клуб World Class,8,от 120 000 KZT до вычета налогов,"ТОО World-Class, ТМ",Вакансия опубликована 27 мая 2023 в Астане,"Астана, улица Орынбор, 14А",сменный график,Полная занятость,Спортивное питание;Работа с кассой;Кассовые операции;Грамотная речь;Пользователь ПК;,https://almaty.hh.kz/vacancy/80629952,,
Менеджер продуктов (Эксперт),40,з/п не указана,"Beeline, ТМ",Вакансия опубликована 24 мая 2023 в Астане,Алматы,полный день,Полная занятость,Бизнес-анализ;Управление проектами;Управление командой;MS PowerPoint;Стратегическое мышление;Разработка нового продукта;SWOT анализ;Планирование и организация;Системность;Русский — C1 — Продвинутый;Английский — C1 — Продвинутый;Казахский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80953702,,
Технолог общественного питания / Бухгалтер-калькулятор в Mega Silkway,49,от 160 000 до 200 000 KZT на руки,ИП MK Corporation,Вакансия опубликована 26 мая 2023 в Астане,"Астана, проспект Кабанбай Батыра, 62",полный день,Полная занятость,Производственный контроль;Ведение отчетности;Организаторские навыки;Контроль качества;Умение работать в коллективе;,https://almaty.hh.kz/vacancy/81068304,,Сервисное обслуживание/производство
"Сборщик в цех жалюзи и ролл-штор, монтажник",40,от 250 000 KZT на руки,ТОО Getex,Вакансия опубликована 28 мая 2023 в Астане,"Нур-Султан (Астана), улица Талгар, 7/1",полный день,Полная занятость,Умение работать в команде;Расстановка приоритетов;Продуктивность;,https://almaty.hh.kz/vacancy/80784934,,
Сервисный инженер (Ремонт Бытовой Техники),111,от 488 000 до 1 280 000 KZT до вычета налогов,СервисМэн,Вакансия опубликована 16 мая 2023 в Астане,Алматы,сменный график,Полная занятость,Удаленная работа;Умение общаться с людьми;Желание работать и зарабатывать;,https://almaty.hh.kz/vacancy/80471725,,Сервисное обслуживание/производство
Старший лаборант филиала,168,от 200 000 KZT на руки,ТОО QazaqOil (PetroRetail),Вакансия опубликована 16 мая 2023 в Астане,Алматы,полный день,Полная занятость,Контроль качества;Химические методы анализа;Пользователь ПК;Аналитические исследования;Аналитическое мышление;Лабораторная работа;Работа в команде;оформление документации;,https://almaty.hh.kz/vacancy/79967131,,Наука
Администратор на ресепшен,8,от 150 000 KZT на руки,ТОО Микрофинансовая организация «R-Finance»,Вакансия опубликована 29 мая 2023 в Астане,Алматы,полный день,Полная занятость,Пользователь ПК;Грамотная речь;Прием и распределение телефонных звонков;Работа в команде;Деловое общение;Офисная техника;Прием посетителей;Обеспечение жизнедеятельности офиса;Грамотная устная и письменная речь;Управление курьерской службой;,https://almaty.hh.kz/vacancy/80157646,,
HR Intern,40,з/п не указана,ТОО Alstom,Вакансия опубликована 10 мая 2023 в Астане,"Нур-Султан (Астана), улица А 184, 10",полный день,Стажировка,поиск и подбор персонала;Power BI;аналитика;project;Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80239993,,
Медицинский представитель,65,з/п не указана,ТОО «Promar (Промар)»,Вакансия опубликована 29 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81208239,,Медицина
Старший повар (универсал),94,от 300 000 до 400 000 KZT на руки,ТОО Mall Management Company,Вакансия опубликована 22 мая 2023 в Астане,"Астана, проспект Туран, 37",полный день,Полная занятость,Ведение документации;Организаторские навыки;,https://almaty.hh.kz/vacancy/80785917,,
Рамп Агент (Агент по загрузке ВС),40,з/п не указана,"AIR ASTANA, АО",Вакансия опубликована 12 мая 2023 в Астане,Алматы,сменный график,Полная занятость,Пользователь ПК;Работа с большим объемом информации;Работа в команде;Грамотная речь;Ориентация на результат;Английский язык;,https://almaty.hh.kz/vacancy/80335404,,
Рекрутер / менеджер по подбору персонала,118,от 200 000 до 500 000 KZT до вычета налогов,Workle Pro,Вакансия опубликована 2 мая 2023 в Астане,Алматы,полный день,Частичная занятость,Подбор персонала;,https://almaty.hh.kz/vacancy/79967825,,Менеджмент
Менеджер по видеонаблюдению,40,от 180 000 до 210 000 KZT до вычета налогов,ИП Avrora Fashion Gallery (ИП Пурей Е.И.),Вакансия опубликована 14 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80025228,,
Audit Specialist (A1),16,з/п не указана,ТОО Grant Thornton,Вакансия опубликована 27 мая 2023 в Астане,Алматы,полный день,Полная занятость,Responsibility;Английский язык;MS Excel;Teamplayer;Accounting;Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80976505,,Финансы
Агент по сбору данных для Яндекс Go,40,з/п не указана,Яндекс Крауд,Вакансия опубликована 5 мая 2023 в Астане,Алматы,гибкий график,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80154070,,
Диспетчер Service Desk,121,до 150 000 KZT на руки,ТОО Logitex,Вакансия опубликована 23 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80861199,,
Специалист по туризму (удаленно),72,от 400 до 800 USD до вычета налогов,KIVORK,Вакансия опубликована 18 мая 2023 в Астане,Алматы,удаленная работа,Полная занятость,Английский язык;Работа в команде;Обучение и развитие;математика;Аналитическое мышление;Системное мышление;Поиск информации в интернет;Удаленная работа;Уверенный пользователь ПК;Работа с большим объемом информации;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/80167894,,
Консультант,40,з/п не указана,АО Народный банк Казахстана,Вакансия опубликована 11 мая 2023 в Астане,Алматы,полный день,Полная занятость,Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80268667,,
Расфасовщик мясопродуктов,40,от 230 000 до 280 000 KZT до вычета налогов,ТОО Apple City Corps,Вакансия опубликована 15 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80401225,,
"Фитнес -тренер / инструктор т/з, TTAU GYM Республика",138,от 50 000 до 500 000 KZT до вычета налогов,ИП T-tau fitness,Вакансия опубликована 29 мая 2023 в Астане,"Нур-Султан (Астана), проспект Республики, 34А",сменный график,Частичная занятость,Работа в команде;Грамотная речь;Творческое мышление;Способность обучать других;,https://almaty.hh.kz/vacancy/81214415,,
Администратор ресепшен,8,от 150 000 до 150 000 KZT на руки,ТОО Reikartz Hotel Group (РХМ Казахстан),Вакансия опубликована 28 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80470897,,
"Ведущий Торговый представитель категории В, С",129,от 250 000 до 350 000 KZT на руки,ТОО СМАГУЛОВА ЗУЛЬФИЯ МУКАНОВНА,Вакансия опубликована 28 мая 2023 в Астане,"Нур-Султан (Астана), проспект Республики",полный день,Полная занятость,Обслуживание покупателей;Русский — A1 — Начальный;,https://almaty.hh.kz/vacancy/80999719,,
Логист-аналитик,10,з/п не указана,"ТОО Олимп КДЛ, ТМ (ТОО Мырза Хан)",Вакансия опубликована 2 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79963650,,IT
АВА Терапист/АВА-Инструктор/Психолог,138,от 200 000 до 250 000 KZT на руки,ТОО Абилитационный центр Тамшылар,Вакансия опубликована 28 мая 2023 в Астане,Алматы,полный день,Полная занятость,Пользователь ПК;Детская психология;Общая психология;Работа в команде;Грамотная речь;,https://almaty.hh.kz/vacancy/81041032,,
Level Designer,34,з/п не указана,Fntastic,Вакансия опубликована 29 мая 2023 в Астане,Астана,удаленная работа,Полная занятость,Дизайн;Работа в команде;Разработка компьютерных Игр;Чувство стиля;Левел-дизайн;gamedev;,https://almaty.hh.kz/vacancy/81262611,,Массмедиа
Intern to Mining & Metals Consulting,28,з/п не указана,PricewaterhouseCoopers,Вакансия опубликована 24 мая 2023 в Астане,Алматы,полный день,Полная занятость,Geology;Mining engineering;English;Business communication;Power Point;Research;Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/79718794,,Гео
Стажер в бухгалтерию,18,з/п не указана,ТОО ГИД Consult,Вакансия опубликована 4 мая 2023 в Астане,Алматы,полный день,Стажировка,Первичная бухгалтерская документация;1C: Бухгалтерия;Internet;Быстро учусь;Работа с первичной документацией;,https://almaty.hh.kz/vacancy/80107014,,Финансы
"Психолог, Астана",101,от 130 000 до 250 000 KZT до вычета налогов,ТОО Центр психологии Семья и Детство,Вакансия опубликована 28 мая 2023 в Астане,"Астана, улица Сарайшык, 5",полный день,Проектная работа/разовое задание,Общая психология;Работа в команде;Грамотная речь;Работа с людьми;,https://almaty.hh.kz/vacancy/80259481,,Медицина
Бухгалтер-стажер,18,з/п не указана,ТОО MN Partners,Вакансия опубликована 10 мая 2023 в Астане,"Астана, улица Касыма Аманжолова, 26",полный день,Стажировка,Знание 1С;Работа с банками;Бухгалтерская отчетность;,https://almaty.hh.kz/vacancy/80251297,,Финансы
Чародей отдела продаж - Властелин процветания,106,от 60 000 до 200 000 руб. на руки,Красный Джин,Вакансия опубликована 2 мая 2023 в Астане,"Сочи, Пластунская улица, 80В",удаленная работа,Полная занятость,Работа в команде;Телефонные переговоры;Пользователь ПК;Умение работать в команде;Ведение переговоров;Заключение договоров;Навыки продаж;Опыт в управлении командой продаж;Глубокое понимание процесса продаж и методологий;Навыки в обучении и развитии сотрудников;Опыт в управлении продажами B2B и B2C;Навыки разработки стратегий продаж;Умение анализировать данные и принимать решения;Опыт работы с CRM-системами и другими инструментами управления продажами;Навыки презентации и коммуникации;Опыт работы в продажах национального и международного уровней;Навыки работы с ключевыми клиентами и управление ключевыми партнерскими отношениями;Понимание технологий и цифровой трансформации в продажах;Умение строить и поддерживать сильный бренд компании в отрасли;Навыки привлечения и удержания талантливых сотрудников;Гибкость и адаптивность в быстро меняющейся среде;Казахский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/79951686,,
Педагог по подготовке к школе,132,от 130 000 до 250 000 KZT на руки,ТОО Центр психологии Семья и Детство,Вакансия опубликована 29 мая 2023 в Астане,"Астана, улица Сарайшык, 5",гибкий график,Полная занятость,Пользователь ПК;Грамотная речь;Грамотность;,https://almaty.hh.kz/vacancy/80618122,,
Дизайнер корпусной мебели,34,от 100 000 до 300 000 KZT на руки,ИП QAZGROUP,Вакансия опубликована 3 мая 2023 в Астане,Алматы,полный день,Полная занятость,Рисование;Работа в команде;Дизайн;Терпение;Внимательность к мелочам;Общение;Коммуникабильность;PRO 100;Pro100;,https://almaty.hh.kz/vacancy/80025885,,Массмедиа
Бухгалтер,18,от 150 000 до 150 000 KZT на руки,ТОО Moonlight 84,Вакансия опубликована 17 мая 2023 в Астане,"Нур-Султан (Астана), проспект Рахимжана Кошкарбаева, 10/1",полный день,Полная занятость,Бухгалтерская отчетность;Кассовые операции;Налоговая отчетность;Основные средства;Первичная документация;,https://almaty.hh.kz/vacancy/80589322,,Финансы
Координатор/диспетчер,8,от 150 000 до 180 000 KZT на руки,ТОО Logitex,Вакансия опубликована 12 мая 2023 в Астане,"Нур-Султан (Астана), улица Тараса Шевченко, 8",полный день,Полная занятость,"оформление документации;Организаторские навыки;Грамотность;Грамотная письменная речь;исполнение поручений руководителя;Работа с документами;Умение быстро усваивать новую информацию;Работа в условиях многозадачности;Коммуникабельность, ответственность;Точность и внимательность;",https://almaty.hh.kz/vacancy/80332866,,
Врач общей практики,24,от 200 000 до 200 000 KZT на руки,ТОО Медицинский центр PROFOSMOTR,Вакансия опубликована 27 мая 2023 в Астане,"Нур-Султан (Астана), улица Малика Габдуллина, 19",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80650408,,Медицина
Менеджер сопровождения,40,от 200 000 KZT на руки,ИП Куанышпаева,Вакансия опубликована 22 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80833677,,
Оператор 1 С (Моби С),84,от 200 000 до 200 000 KZT на руки,ТОО Солнечный дар,Вакансия опубликована 29 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79967258,,IT
Менеджер по внешним коммуникациям,40,з/п не указана,Fntastic,Вакансия опубликована 28 мая 2023 в Астане,Астана,полный день,Полная занятость,Английский язык;Грамотная речь;Работа в команде;Ведение переговоров;Деловая коммуникация;Деловая переписка;gamedev;Геймдев;Разработка компьютерных Игр;,https://almaty.hh.kz/vacancy/80205023,,
Главный специалист сектора развития международного партнерства и продвижения в международных рейтинг,40,от 140 000 до 250 000 KZT до вычета налогов,АО Евразийский национальный университет им. Л.Н. Гумилева,Вакансия опубликована 12 мая 2023 в Астане,"Астана, улица Каныша Сатпаева, 2А",полный день,Полная занятость,Ответственность;Работа в команде;Деловая переписка;Согласование договоров;Уверенный пользователь MS Office;Английский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80361780,,
Специалист службы поддержки клиентов,121,от 150 000 до 180 000 KZT на руки,ТОО Documentolog,Вакансия опубликована 27 мая 2023 в Астане,"Астана, Международная специализированная выставка Экспо-2017",полный день,Полная занятость,"Грамотная речь;Консультирование клиентов по телефону;входящие звонки;Четкая дикция;Опытный пользователь ПК;Консультация клиентов;способность быстро обучаться и легко воспринимать крупные объемы информации;Умение работать в команде;Работа с клиентами;Точность и внимательность к деталям;умение проявлять внимание, заинтересованность, дружелюбие;Казахский — C1 — Продвинутый;Русский — C1 — Продвинутый;",https://almaty.hh.kz/vacancy/80924879,,
"Кладовщик в ""Золотое Яблоко"" (ТРЦ ""MEGA Silk Way"")",81,от 190 000 KZT на руки,Парфюмерно-косметический супермаркет Золотое Яблоко,Вакансия опубликована 27 мая 2023 в Астане,"Астана, проспект Кабанбай Батыра, 62",полный день,Полная занятость,Работа с ТМЦ;Учет товаров;Контроль отгрузок;Материальная ответственность;Способность обучать других;Ответственное хранение;Складской Учет;Управление командой;,https://almaty.hh.kz/vacancy/80656010,,
Менеджер по взысканию задолженности,40,от 250 000 KZT до вычета налогов,АО «Bank Freedom Finance Kazakhstan»,Вакансия опубликована 10 мая 2023 в Астане,"Астана, проспект Бауыржана Момышулы, 22/14",полный день,Полная занятость,Пользователь ПК;Грамотная речь;Грамотность;Умение расставлять приоритеты;Взыскание долгов;,https://almaty.hh.kz/vacancy/80247707,,
Юрист начального уровня,146,от 276 000 KZT на руки,ТОО Правовые Партнеры,Вакансия опубликована 25 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80335464,,
Менеджер отдела резервации и бронирования/Менеджер по туризму,72,от 150 000 до 250 000 KZT на руки,ТОО KazAllianceGroup,Вакансия опубликована 2 мая 2023 в Астане,Алматы,полный день,Полная занятость,Работа в команде;Работа с большим объемом информации;Русский язык;Позитивное мышление;Грамотность;Международный туризм;Работать в команде;Способность быстро обучаться;Позитивный настрой;Деловая переписка;Поиск информации в интернет;,https://almaty.hh.kz/vacancy/79961273,,
Администратор,8,от 130 000 до 150 000 KZT на руки,ТОО DK Stom Group,Вакансия опубликована 29 мая 2023 в Астане,Алматы,сменный график,Частичная занятость,Пользователь ПК;Грамотная речь;Работа в команде;Умение работать в команде;Прием и распределение телефонных звонков;Казахский — A1 — Начальный;,https://almaty.hh.kz/vacancy/80551342,,
Агент отдела обслуживания гостей/Оператор в колл-центр/AYS,72,з/п не указана,"ТОО СААД ОТЕЛЬ, ТМ (Saad)",Вакансия опубликована 25 мая 2023 в Астане,"Нур-Султан (Астана), улица Достык, 2",полный день,Полная занятость,Opera;Английский язык;Гостиничный менеджмент;Гостиницы;Грамотная речь;Английский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80994833,,
Оператор-статист,40,от 190 000 до 190 000 KZT до вычета налогов,"ТОО Олимп КДЛ, ТМ (ТОО Мырза Хан)",Вакансия опубликована 4 мая 2023 в Астане,Алматы,полный день,Полная занятость,"1С: Предприятие 8;Деловая переписка;Электронный документооборот;1С: Документооборот;Документооборот;Работа с договорами;Ведение отчетности;Коммуникабельность, ответственность;Введение переговоров;Пунктуальность;Исполнительность;",https://almaty.hh.kz/vacancy/80075768,,
Начинающий специалист,94,з/п не указана,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 26 мая 2023 в Астане,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81074464,,
Менеджер по продажам со знанием турецкого языка,93,от 260 000 до 1 000 000 KZT на руки,ТОО MILESTONE LTD,Вакансия опубликована 26 мая 2023 в Астане,"Нур-Султан (Астана), улица Достык, 18",полный день,Полная занятость,Активные продажи;Деловое общение;Поиск и привлечение клиентов;Навыки продаж;Развитие продаж;телефонные продажи;Турецкий — B1 — Средний;,https://almaty.hh.kz/vacancy/53826958,,
Оператор-диспетчер,39,от 800 USD на руки,Restart HVAC,Вакансия опубликована 16 мая 2023 в Астане,город Маунтин-Вью,полный день,Полная занятость,Знание английского языка;Точность и внимательность к деталям;Работа с претензиями;,https://almaty.hh.kz/vacancy/80473009,,
Посыльный/Bellman (Швейцар),40,от 150 000 KZT на руки,"ТОО Отель Wyndham Garden Astana, TM",Вакансия опубликована 24 мая 2023 в Астане,"Нур-Султан (Астана), улица Хусейн бен Талал, 25",полный день,Полная занятость,Английский язык;Грамотная речь;Умение работать в команде;Поиск информации в интернет;Навыки межличностного общения;Электронная почта;Материальная ответственность;Ответственное хранение;Работа в команде;Деловое общение;Грамотность;Английский — A1 — Начальный;,https://almaty.hh.kz/vacancy/80922192,,
Консультант СП,121,з/п не указана,ТОО Холдинг Самгау,Вакансия опубликована 8 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80187865,,
Настройщик/разработчик бизнес-процессов (ВРМ система),96,от 150 000 до 400 000 KZT на руки,ТОО Simourg (Симург),Вакансия опубликована 19 мая 2023 в Астане,"Астана, улица Сыганак, 45",гибкий график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80723887,,IT
"Торговый представитель - регион, ВС",129,з/п не указана,ТОО Натур Продукт,Вакансия опубликована 12 мая 2023 в Астане,Алматы,полный день,Полная занятость,Пользователь ПК;оформление документации;Стабильность;Работа с компьютером;,https://almaty.hh.kz/vacancy/80328818,,
Юрист,146,от 240 000 KZT на руки,ТОО Правовые Партнеры,Вакансия опубликована 25 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80080627,,
Бухгалтер,18,от 100 000 до 150 000 KZT на руки,ТОО Leader Consulting,Вакансия опубликована 21 мая 2023 в Астане,"Нур-Султан (Астана), микрорайон Шубар, улица Арай, 25",полный день,Полная занятость,Первичная документация;реализация товаров и услуг;1С: Бухгалтерия;ТМЦ;Статистическая отчетность;,https://almaty.hh.kz/vacancy/80773160,,Финансы
Маркетолог,68,от 200 000 до 400 000 KZT на руки,Частная компания Investroom Ltd,Вакансия опубликована 28 мая 2023 в Астане,"Нур-Султан (Астана), улица Амангельды Иманова, 19",полный день,Полная занятость,Знание маркетинговых основ;Аналитический склад ума;Проведение презентаций;,https://almaty.hh.kz/vacancy/80076941,,Менеджмент
Телемаркетолог в Яндекс Доставку,40,з/п не указана,Яндекс,Вакансия опубликована 19 мая 2023 в Астане,Алматы,полный день,Полная занятость,Грамотная речь;Работа с большим объемом информации;Оценка потребностей клиентов;Телемаркетинг;Телефонные переговоры;Казахский — C1 — Продвинутый;Русский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80708849,,
Менеджер ипотечного кредитования,40,от 250 000 до 650 000 KZT на руки,ТОО Новая площадь inc,Вакансия опубликована 19 мая 2023 в Астане,"Нур-Султан (Астана), улица Сарайшык, 5",полный день,Полная занятость,Ведение переговоров;Работа в команде;Грамотная речь;Деловое общение;Ведение отчетности;,https://almaty.hh.kz/vacancy/80706949,,
Санитар,64,от 100 000 до 180 000 KZT до вычета налогов,АО Национальный научный медицинский центр,Вакансия опубликована 27 мая 2023 в Астане,"Нур-Султан (Астана), проспект Абылай Хана, 42",полный день,Полная занятость,Пользователь ПК;Работа в команде;Грамотность;Организационные навыки;,https://almaty.hh.kz/vacancy/80397055,,Медицина
