Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
"Медицинский представитель (направление Косметология), г. Астана",65,от 170 000 до 350 000 KZT на руки,ТОО Аманат,Вакансия опубликована 3 мая 2023 в Астане,Алматы,полный день,Полная занятость,Работа в команде;Ведение переговоров;Проведение презентаций;Организация мероприятий;Деловое общение;,https://almaty.hh.kz/vacancy/80023269,,Медицина
Специалист отдела технологического контроля (Супервайзер-эколог/инженер-эколог),45,от 45 000 руб. на руки,ООО Объединенная геологическая компания,Вакансия опубликована 27 мая 2023 в Астане,Алматы,полный день,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Работа с большим объемом информации;Деловое общение;планировать и оптимально организовать рабочий процесс;,https://almaty.hh.kz/vacancy/80401263,,Сервисное обслуживание/производство
Тренер по шахматам,40,от 150 000 до 250 000 KZT на руки,ТОО Центр образовательных услуг Білім,Вакансия опубликована 29 мая 2023 в Астане,"Астана, проспект Женис, 29/1",гибкий график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81216677,,
Мобильный агент по съёмке такси,40,з/п не указана,Яндекс Крауд,Вакансия опубликована 4 мая 2023 в Астане,Алматы,гибкий график,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80082929,,
Менеджер по аренде (можно без опыта),40,от 350 000 до 700 000 KZT на руки,"ТОО Этажи, ТМ (ТОО Etagi Almaty)",Вакансия опубликована 23 мая 2023 в Астане,"Астана, улица Достык, 4",полный день,Полная занятость,Активные продажи;Грамотная речь;Работа в команде;Навыки продаж;Холодные продажи;Продажа дополнительных услуг и оборудования;Быстро учусь;Желание зарабатывать;Жилая недвижимость;Загородная недвижимость;Коммерческая недвижимость;Аренда недвижимости;Элитная недвижимость;Аренда офисных помещений;Вторичная недвижимость;Первичная недвижимость;Подбор недвижимости по запросу клиента;,https://almaty.hh.kz/vacancy/80382688,,
Менеджер по продажам (Медицинский представитель),65,от 200 000 KZT на руки,ТОО INVITRO (ТОО ИНВИТРО-Казахстан),Вакансия опубликована 24 мая 2023 в Астане,Алматы,полный день,Полная занятость,Коммуникабельность;B2C продажи;Активные продажи;Проведение презентаций;Навыки продаж;Ведение переговоров;Поиск и привлечение клиентов;Прямые продажи;CRM;Работа в команде;Телефонные переговоры;Подготовка презентаций;Навыки презентации;Деловая коммуникация;Деловое общение;,https://almaty.hh.kz/vacancy/79875637,,Медицина
Преподаватель по подготовке к SAT (онлайн),132,от 90 000 до 300 000 KZT на руки,ИП Шаихова,Вакансия опубликована 16 мая 2023 в Астане,Алматы,удаленная работа,Полная занятость,E9,https://almaty.hh.kz/vacancy/80485387,,
Менеджер курьеров,105,з/п не указана,ТОО Smart Solutions Personnel,Вакансия опубликована 5 мая 2023 в Астане,Алматы,полный день,Полная занятость,Внимательность к мелочам;Деловая коммуникация;Организаторские навыки;Excel;Google Sheets;Работа в команде;Работа с большим объемом информации;Работа в условиях многозадачности;Умение организовать работу;,https://almaty.hh.kz/vacancy/80143695,,Юриспруденция
Сервис-техник/Мастер по ремонту оборудования,111,от 240 000 KZT до вычета налогов,ТОО AND Asia,Вакансия опубликована 4 мая 2023 в Астане,"Нур-Султан (Астана), 101-я улица",полный день,Полная занятость,Пользователь ПК;Техническое обслуживание;Готовность к командировкам;Техническая грамотность;,https://almaty.hh.kz/vacancy/78807392,,Сервисное обслуживание/производство
Торговый агент (г. Астана),129,з/п не указана,ТОО JTI Kazakhstan,Вакансия опубликована 11 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80267355,,
Оператор выдачи заказов,40,з/п не указана,ТОО Magnum E-commerce Kazakhstan,Вакансия опубликована 22 мая 2023 в Астане,"Нур-Султан (Астана), трасса Астана - Караганда, 45",сменный график,Полная занятость,Работа в команде;Умение работать в команде;Internet;,https://almaty.hh.kz/vacancy/73555957,,
Travel Expert / GDS (удаленно),72,от 400 до 800 USD до вычета налогов,KIVORK,Вакансия опубликована 26 мая 2023 в Астане,Алматы,удаленная работа,Полная занятость,Английский язык;Работа с большим объемом информации;Поиск информации в интернет;Грамотность;Аналитическое мышление;Системное мышление;математика;точные науки;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/80187107,,
Мобильный агент по сбору информации для Я Go,40,з/п не указана,Яндекс Крауд,Вакансия опубликована 3 мая 2023 в Астане,Алматы,гибкий график,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80043217,,
Заведующий складом брака и тары,81,з/п не указана,"ФудМастер, ТМ",Вакансия опубликована 12 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80332691,,
Торговый представитель (область),129,з/п не указана,ТОО Snack Distribution,Вакансия опубликована 15 мая 2023 в Астане,Алматы,полный день,Полная занятость,Работа с дебиторской задолженностью;работа с текущей базой клиентов;Поиск и привлечение клиентов;Мерчендайзинг;Проведение промо акций;,https://almaty.hh.kz/vacancy/80423486,,
Тренер по художественной гимнастике,40,от 200 000 до 250 000 KZT на руки,ТОО Центр образовательных услуг Білім,Вакансия опубликована 29 мая 2023 в Астане,"Астана, проспект Женис, 29/1",гибкий график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81217366,,
"IT-наставник для детей по разработке игр (Minecraft, Roblox)",96,до 80 000 руб. на руки,Skyeng,Вакансия опубликована 10 мая 2023 в Астане,Алматы,удаленная работа,Частичная занятость,Разработка компьютерных Игр;Minecraft;Roblox;Программирование для детей;Преподаватель;Преподавание;Обучение;,https://almaty.hh.kz/vacancy/80255592,,IT
"Плотник в мебельную фабрику ""Катрин""",40,от 250 000 KZT на руки,ТОО AGER 2005,Вакансия опубликована 29 мая 2023 в Астане,Алматы,полный день,Полная занятость,Работа в команде;Плотницкие работы;Деревообработка;Терпеливость;,https://almaty.hh.kz/vacancy/80157971,,
Фармацевт-провизор,133,з/п не указана,"ТОО EUROPHARMA, ТМ (ТОО AK NIET GROUP)",Вакансия опубликована 21 мая 2023 в Астане,Алматы,полный день,Полная занятость,Пользователь ПК;Грамотная речь;Работа в команде;Деловое общение;Грамотность;1С-Битрикс;1С программирование;,https://almaty.hh.kz/vacancy/72717112,,Медицина
Юрист / госзакупщик,146,з/п не указана,ТОО TargetAI Limited,Вакансия опубликована 3 мая 2023 в Астане,"Нур-Султан (Астана), проспект Мангилик Ел, 55/22",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80027762,,
Сотрудник ресторана KFC Едиль,94,з/п не указана,ТОО Caspian International Restaurants company,Вакансия опубликована 22 мая 2023 в Астане,Алматы,гибкий график,Полная занятость,E9,https://almaty.hh.kz/vacancy/78933930,,
"Менеджер проекта с сертификатом PMP или IPMA ""A,B""",40,з/п не указана,ТОО КАЗГИСА,Вакансия опубликована 19 мая 2023 в Астане,Алматы,полный день,Проектная работа/разовое задание,PMP;IPMA;,https://almaty.hh.kz/vacancy/80684559,,
HR Менеджер,118,до 320 000 KZT на руки,"ТОО Этажи, ТМ (ТОО Etagi Almaty)",Вакансия опубликована 3 мая 2023 в Астане,"Астана, улица Кадыргали Жалаири, 2",полный день,Полная занятость,Грамотная речь;Работа в команде;Обучение персонала;Грамотность;Ориентация на результат;Уверенный пользователь ПК;Умение общаться с людьми;Готовность обучаться;Обучение и развитие;Оценка персонала;Управление командой;Адаптация персонала;,https://almaty.hh.kz/vacancy/80028578,,Менеджмент
Повар (Россия),94,от 240 000 до 320 000 руб. на руки,ООО Партнеры Красноярск,Вакансия опубликована 15 мая 2023 в Астане,Алматы,Вахтовый метод,Полная занятость,E9,https://almaty.hh.kz/vacancy/80404408,,
Специалист отдела контроля качества,40,от 18 000 руб. на руки,Home office,Вакансия опубликована 28 мая 2023 в Астане,"Воронеж, Ленинский район, Бакунинский переулок, 11",удаленная работа,Частичная занятость,Работа в команде;Грамотность;Организационные навыки;Удаленная работа;Русский язык;Турецкий — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80124983,,
Врач-дерматокосметолог,24,з/п не указана,ТОО Arna Cosmo,Вакансия опубликована 23 мая 2023 в Астане,"Нур-Султан (Астана), улица Кайыма Мухамедханова, 9",сменный график,Полная занятость,Грамотная речь;Работа в команде;Грамотность;Желание учиться и развиваться;Косметология;Желание зарабатывать;Умение общаться с людьми;,https://almaty.hh.kz/vacancy/80882282,,Медицина
Продавец,40,з/п не указана,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 19 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80718032,,
Заведующий складом,81,от 200 000 KZT на руки,ФИЛИАЛ ТОО HENRY BONNAR В Г.АСТАНА,Вакансия опубликована 3 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80050773,,
Торговый представитель,129,от 210 000 KZT на руки,ИП МҰҚТАРОВ ДАМИР САПИЯНҰЛЫ VIP-Сервис,Вакансия опубликована 29 мая 2023 в Астане,Алматы,полный день,Полная занятость,работа с текущей базой клиентов;умение принмать решения;,https://almaty.hh.kz/vacancy/80392483,,
Специалист по взысканию просроченной задолженности,146,от 140 000 до 400 000 KZT на руки,ТОО Коллекторское агентство Эксперт,Вакансия опубликована 26 мая 2023 в Астане,"Нур-Султан (Астана), улица Илияса Жансугурова, 8/2",полный день,Полная занятость,Деловое общение;Выездные мероприятия;Уверенный пользователь ПК;Планирование карьеры;Опытный пользователь ПК;,https://almaty.hh.kz/vacancy/81102733,,
CRM-специалист (Bitrix24),113,з/п не указана,ИП PBM Group,Вакансия опубликована 12 мая 2023 в Астане,Алматы,полный день,Проектная работа/разовое задание,CRM;amoCRM;СЭД;Описание бизнес-процессов;Электронный документооборот;Bitrix24;CRM Bitrix24;,https://almaty.hh.kz/vacancy/80333327,,IT
Тренер по растяжке/АЭРО,138,от 200 000 до 450 000 KZT до вычета налогов,ТОО BeFit AST,Вакансия опубликована 28 мая 2023 в Астане,Алматы,полный день,Частичная занятость,Фитнес;Анатомия;Работа с людьми;Групповое обучение;Желание обучаться;,https://almaty.hh.kz/vacancy/80529844,,
Повар-пекарь,94,з/п не указана,ТОО Omar Consulting Group,Вакансия опубликована 11 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80285477,,
Менеджер по продажам автоаксессуаров в магазин АВТОВОЛНА,40,от 150 000 KZT на руки,ИП Шпенглер АА,Вакансия опубликована 29 мая 2023 в Астане,"Нур-Султан (Астана), микрорайон Железнодорожный, переулок Кобда, 2/1",полный день,Полная занятость,Активные продажи;Навыки продаж;Обучение и развитие;,https://almaty.hh.kz/vacancy/80280994,,
"Сборщик заказов (трасса Астана-Караганда, 45)",40,от 150 000 до 180 000 KZT на руки,ТОО Magnum E-commerce Kazakhstan,Вакансия опубликована 22 мая 2023 в Астане,"Нур-Султан (Астана), трасса Астана - Караганда, 45",полный день,Полная занятость,Работа в команде;Умение работать в команде;Планирование карьеры;Курьер;Работа в коллективе;,https://almaty.hh.kz/vacancy/75506639,,
Сотрудник ресторана KFC Respublika,94,з/п не указана,ТОО Caspian International Restaurants company,Вакансия опубликована 10 мая 2023 в Астане,Алматы,гибкий график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80240230,,
Сотрудник ресторана KFC Богенбая,94,з/п не указана,ТОО Caspian International Restaurants company,Вакансия опубликована 23 мая 2023 в Астане,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/78143979,,
Оператор-заправщик АЗС,40,от 110 000 до 180 000 KZT до вычета налогов,ТОО QazaqOil (PetroRetail),Вакансия опубликована 26 мая 2023 в Астане,Алматы,сменный график,Полная занятость,Работа в команде;Ответственность;,https://almaty.hh.kz/vacancy/78556732,,
Оператор выкладки товаров,77,з/п не указана,ТОО Magnum E-commerce Kazakhstan,Вакансия опубликована 23 мая 2023 в Астане,"Нур-Султан (Астана), трасса Астана - Караганда, 45",сменный график,Полная занятость,Выкладка товаров;Казахский — A2 — Элементарный;Русский — A2 — Элементарный;,https://almaty.hh.kz/vacancy/77079305,,
Дезинфектор (Специалист по борьбе с вредителями),85,от 250 000 KZT на руки,ТОО ORKIN,Вакансия опубликована 27 мая 2023 в Астане,Алматы,полный день,Полная занятость,Грамотная речь;Работа с людьми;Ориентация на клиента;Способность быстро обучаться;Умение общаться с людьми;,https://almaty.hh.kz/vacancy/80017208,,Сервисное обслуживание/производство
Брокер по недвижимости,154,от 150 000 руб. на руки,BY business group,Вакансия опубликована 25 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/76446680,,Финансы
HR Менеджер ( подбор персонала),118,от 300 000 до 500 000 KZT на руки,"ТОО Этажи, ТМ (ТОО Etagi Almaty)",Вакансия опубликована 30 апреля 2023 в Астане,Алматы,полный день,Полная занятость,Подбор персонала;Адаптация персонала;Оценка кандидатов;Подбор персонала для розницы;Составление предложений о работе;,https://almaty.hh.kz/vacancy/75975245,,Менеджмент
Специалист по монтажу и обслуживанию ОВиК,40,з/п не указана,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 17 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80564300,,
Сборщик мебели,40,от 160 000 KZT до вычета налогов,ТОО WeFind,Вакансия опубликована 24 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79205952,,
Курьер-водитель на личном автомобиле,40,з/п не указана,ТОО Magnum E-commerce Kazakhstan,Вакансия опубликована 29 мая 2023 в Астане,"Астана, шоссе Алаш, 23/1",полный день,Полная занятость,Знание города;Курьер;Водитель;,https://almaty.hh.kz/vacancy/80684491,,
Сборщик заказов,66,з/п не указана,ТОО Magnum E-commerce Kazakhstan,Вакансия опубликована 29 мая 2023 в Астане,Алматы,сменный график,Полная занятость,оформление заказов;Работа в команде;Ответственность и пунктуальность;,https://almaty.hh.kz/vacancy/79699050,,Менеджмент
Сборщик заказов (Шоссе Алаш 23/1),40,з/п не указана,ТОО Magnum E-commerce Kazakhstan,Вакансия опубликована 15 мая 2023 в Астане,"Астана, шоссе Алаш, 23/1",сменный график,Полная занятость,внимательность;Стрессоустойчивость;Наличие телефона;Работа в команде;,https://almaty.hh.kz/vacancy/75878096,,
Мобильный агент по видеосъёмке для Яндекс Go,20,з/п не указана,Яндекс Крауд,Вакансия опубликована 4 мая 2023 в Астане,Алматы,полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80083149,,Массмедиа
Менеджер по продажам,40,от 170 000 до 300 000 KZT до вычета налогов,ТОО СК Рахат,Вакансия опубликована 29 мая 2023 в Астане,"Астана, улица С 341, 12",полный день,Полная занятость,"Заключение договоров;Деловая переписка;Телефонные переговоры, прием и обработка заказов;Проведение переговоров;Работа с базами данных;Создание, развитие и ведение клиентской базы;Ведение активных клиентов;Навыки делового общения;навыки создания, развития и ведения клиентской базы;Ведение отчетности;Опыт продаж;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;",https://almaty.hh.kz/vacancy/80867455,,
Юрист по работе с документами,146,от 139 000 KZT на руки,ТОО Правовые Партнеры,Вакансия опубликована 25 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80080366,,
Грузчик,40,з/п не указана,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 19 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80726962,,
Консультант-Кассир,40,з/п не указана,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 16 мая 2023 в Астане,Алматы,полный день,Полная занятость,Кассовые операции;Кассовые документы;Активные продажи;Обучение персонала;Навыки продаж;,https://almaty.hh.kz/vacancy/80473921,,
Ассистент HR-менеджера,118,до 250 000 KZT на руки,"ТОО Этажи, ТМ (ТОО Etagi Almaty)",Вакансия опубликована 17 мая 2023 в Астане,Алматы,полный день,Полная занятость,Подбор персонала;Обучение и развитие;Управление персоналом;Оценка персонала;Обучение персонала;Рекрутмент;Грамотная речь;Адаптация персонала;Телефонное интервью;,https://almaty.hh.kz/vacancy/80552918,,Менеджмент
Координатор отдела продаж,40,от 150 000 до 200 000 KZT до вычета налогов,ТОО Astana Orleu Conference Inc,Вакансия опубликована 5 мая 2023 в Астане,"Астана, улица Алихана Бокейханова",полный день,Полная занятость,Деловая коммуникация;Холодные продажи;Стрессоустойчивость;Активные продажи;Работа с существующей базой клиентов;Телефонные переговоры;,https://almaty.hh.kz/vacancy/80150738,,
Кассир,40,з/п не указана,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 19 мая 2023 в Астане,Алматы,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80718527,,
Специалист по подбору персонала,118,от 100 000 до 115 000 KZT на руки,АО Сәтті Жұлдыз,Вакансия опубликована 15 мая 2023 в Астане,"Нур-Султан (Астана), переулок Иманова, 14",полный день,Полная занятость,Грамотная речь;Английский язык;Работа в команде;Грамотность;Собеседование;,https://almaty.hh.kz/vacancy/80420583,,Менеджмент
Key Account Мерчендайзер (г. Астана),129,з/п не указана,ТОО JTI Kazakhstan,Вакансия опубликована 2 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79963893,,
Продавец,40,з/п не указана,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 19 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80727389,,
Оператор выкладки товаров (Шоссе АЛАШ 23/1),77,з/п не указана,ТОО Magnum E-commerce Kazakhstan,Вакансия опубликована 29 мая 2023 в Астане,"Астана, шоссе Алаш, 23/1",сменный график,Полная занятость,Выкладка товаров;Казахский — A2 — Элементарный;Русский — A2 — Элементарный;,https://almaty.hh.kz/vacancy/79263006,,
Врач-кардиолог,24,от 300 000 до 600 000 KZT на руки,ТОО Патронажная диагностическая служба,Вакансия опубликована 23 мая 2023 в Астане,"Астана, жилой комплекс Отандастар",гибкий график,Частичная занятость,"Коммуникабельность, ответственность;",https://almaty.hh.kz/vacancy/80872741,,Медицина
Врач-гастроэнтеролог,24,от 300 000 до 600 000 KZT на руки,ТОО Патронажная диагностическая служба,Вакансия опубликована 23 мая 2023 в Астане,"Астана, жилой комплекс Отандастар",сменный график,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80873880,,Медицина
Пекарь,94,от 160 000 до 185 000 KZT на руки,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 15 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/76973092,,
Врач-эндокринолог,24,от 300 000 до 600 000 KZT на руки,ТОО Патронажная диагностическая служба,Вакансия опубликована 22 мая 2023 в Астане,"Астана, жилой комплекс Отандастар",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80806596,,Медицина
Супервайзер отдела продаж,106,от 600 000 до 2 000 000 KZT на руки,"ТОО Этажи, ТМ (ТОО Etagi Almaty)",Вакансия опубликована 24 мая 2023 в Астане,"Астана, улица Кадыргали Жалаири, 2",полный день,Полная занятость,Активные продажи;Поиск и привлечение клиентов;Деловая переписка;Деловое общение;Заключение договоров;,https://almaty.hh.kz/vacancy/80922075,,
Оператор по выдачи заказов (Шоссе Алаш 23/1),40,з/п не указана,ТОО Magnum E-commerce Kazakhstan,Вакансия опубликована 29 мая 2023 в Астане,"Астана, шоссе Алаш, 23/1",полный день,Полная занятость,Пользователь ПК;Работа в команде;Умение работать в команде;Ответственное хранение;оформление заказов;,https://almaty.hh.kz/vacancy/79192581,,
Грузчик,40,з/п не указана,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 19 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80727126,,
Кассир,40,з/п не указана,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 19 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80726943,,
Специалист лазерной эпиляции / Косметолог,40,от 80 000 руб. до вычета налогов,Lalaser Land,Вакансия опубликована 22 мая 2023 в Астане,Алматы,сменный график,Частичная занятость,Активные продажи;Аппаратная косметология;Навыки продаж;Консультирование клиентов;Массаж лица;Эстетическая косметология;,https://almaty.hh.kz/vacancy/80794144,,
Кассир,40,з/п не указана,"Small, ТМ (Скиф Сауда, ТОО)",Вакансия опубликована 16 мая 2023 в Астане,Алматы,сменный график,Полная занятость,Кассовые операции;Кассовые документы;Инкассация;Мерчандайзинг;,https://almaty.hh.kz/vacancy/80473887,,
"Музыкант/Преподаватель по вокалу, фортепиано и гитаре в музыкальную школу (г. Астана)",40,от 120 000 до 200 000 KZT на руки,"ИП Исмагулов, Музыкальная школа рока и джаза T-maj",Вакансия опубликована 29 мая 2023 в Астане,"Нур-Султан (Астана), улица Александра Кравцова, 6/1",полный день,Частичная занятость,Вокал;Музыкант;Гитара;Фортепиано;Барабаны;,https://almaty.hh.kz/vacancy/80090670,,
Ресепшионист / Администратор,8,от 150 000 KZT на руки,ИП Априори-НТ,Вакансия опубликована 27 мая 2023 в Астане,Алматы,сменный график,Полная занятость,Грамотная речь;Деловое общение;Пользователь ПК;Деловая этика;Навыки межличностного общения;,https://almaty.hh.kz/vacancy/80038943,,
"Администратор в Филиал ""Федерации Тенниса по городу Астана""",8,от 180 000 до 180 000 KZT на руки,Филиал Федерация Тенниса,Вакансия опубликована 29 мая 2023 в Астане,"Нур-Султан (Астана), проспект Туран, 6/1А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80267835,,
Менеджер по туризму,72,от 100 000 до 400 000 KZT до вычета налогов,ТОО Алмаз Тур,Вакансия опубликована 2 мая 2023 в Астане,"Астана, улица Достык, 4",полный день,Полная занятость,Коммуникабильность;Стрессоустойчивость;Ответственность;,https://almaty.hh.kz/vacancy/79966049,,
Сервис-кондитер,94,от 135 000 KZT на руки,ИП Жақия,Вакансия опубликована 2 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79972214,,
Монтажник автоматических ворот,78,от 250 000 до 500 000 KZT на руки,ТОО Etalon Group,Вакансия опубликована 11 мая 2023 в Астане,"Нур-Султан (Астана), улица Беимбета Майлина, 2/1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80018817,,
Торговый представитель,129,з/п не указана,Abi,Вакансия опубликована 10 мая 2023 в Астане,Алматы,полный день,Полная занятость,работа с текущей базой клиентов;Мерчендайзинг;Поиск и привлечение клиентов;Работа с дебиторской задолженностью;HoReCa;FMCG Продажи;,https://almaty.hh.kz/vacancy/80230511,,
Кассир-контролер,40,з/п не указана,ТОО Микрофинансовая организация KMF(КМФ),Вакансия опубликована 15 мая 2023 в Астане,"Астана, проспект Абая, 75",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80398719,,
Оператор по приемке товара,84,от 120 000 до 140 000 KZT на руки,ТОО Бостан,Вакансия опубликована 16 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80485137,,IT
Ведущий аналитик 1С ERP (регламетированный учет),10,з/п не указана,ТОО ПРОФ-ИТ ТЕХНОЛОГИИ,Вакансия опубликована 11 мая 2023 в Астане,Алматы,удаленная работа,Полная занятость,E9,https://almaty.hh.kz/vacancy/80322195,,IT
Ассистент стоматолога (на левый берег),15,от 200 000 до 201 000 KZT на руки,ТОО Бай Дент,Вакансия опубликована 28 мая 2023 в Астане,Нур-Султан (Астана),полный день,Полная занятость,Ориентация на результат;Клиентоориентированность;Работа в команде;Деловое общение;Умение работать в команде;Работа с людьми;Русский — A1 — Начальный;Казахский — B1 — Средний;,https://almaty.hh.kz/vacancy/80184161,,Медицина
Медсестра/Медбрат в аппаратную косметологическую клинику,64,от 150 000 до 300 000 KZT до вычета налогов,ИП ХАЖИЕВА А. К,Вакансия опубликована 18 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80626105,,Медицина
Оператор на производственную линию,85,от 250 000 KZT до вычета налогов,ТОО Qaz-Food Group,Вакансия опубликована 15 мая 2023 в Астане,Алматы,полный день,Полная занятость,Пользователь ПК;Умение работать в коллективе;Автоматизированное рабочее место (АРМ);Исполнительность;Внимательность;Умение работать в команде;,https://almaty.hh.kz/vacancy/80414447,,Сервисное обслуживание/производство
Администратор по продажам,18,з/п не указана,ТОО ХайдельбергЦемент Сервисез,Вакансия опубликована 2 мая 2023 в Астане,Алматы,полный день,Полная занятость,SAP;MS Outlook;Первичные документы;Internet;Умение работать в коллективе;1С: Предприятие 8;,https://almaty.hh.kz/vacancy/79959343,,Финансы
Кастелянша/кастелян,40,от 110 000 до 110 000 KZT на руки,ТОО Fortunata,Вакансия опубликована 16 мая 2023 в Астане,"Нур-Султан (Астана), улица Сарайшык, 1",сменный график,Полная занятость,Материальная ответственность;,https://almaty.hh.kz/vacancy/80501144,,
Мерчендайзер,77,от 180 000 KZT на руки,"АО CASPIAN beverage holding, АО",Вакансия опубликована 27 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80645326,,
Администратор в маникюрном салоне,8,от 140 000 до 160 000 KZT на руки,ИП AikaTalip,Вакансия опубликована 2 мая 2023 в Астане,"Нур-Султан (Астана), улица Бухар Жырау, 40",полный день,Полная занятость,"Телефонные переговоры;навыки обслуживания людей, умение проявлять тактичность и толерантность;Умение работать в команде;Консультирование клиентов;Грамотная речь;Консультирование клиентов по телефону;Грамотность;",https://almaty.hh.kz/vacancy/80009530,,
Администратор,40,от 150 000 KZT на руки,ТОО VIP Loveliness,Вакансия опубликована 11 мая 2023 в Астане,"Нур-Султан (Астана), улица Амангельды Иманова, 12",полный день,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Деловая переписка;проведение опросов общественного мнения;,https://almaty.hh.kz/vacancy/80272667,,
Teaching Assistant (Primary school),132,з/п не указана,Учреждение Международная школа Spectrum,Вакансия опубликована 17 мая 2023 в Астане,Алматы,полный день,Полная занятость,"Organization Skills;Time management;Interpersonal skills;Teamplayer;Learning & Development;Responsibility;Training & Development;Creativity;English;Ответственность и пунктуальность;Умение эффективно планировать свое время;Коммуникабельность, ответственность;Высокий уровень дисциплины;Организованный;Английский — C2 — В совершенстве;Казахский — C1 — Продвинутый;Русский — C1 — Продвинутый;",https://almaty.hh.kz/vacancy/80598604,,
Пекарь,94,от 180 000 до 230 000 KZT на руки,ИП M-Group,Вакансия опубликована 16 мая 2023 в Астане,"Астана, улица Максута Нарикбаева, 22",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80484538,,
"Специалист по установке, замене бытовых фильтров",40,от 300 000 до 450 000 KZT на руки,"ТОО AQUAPHOR Чистая Вода, ТОО",Вакансия опубликована 3 мая 2023 в Астане,Алматы,полный день,Полная занятость,Работа в команде;,https://almaty.hh.kz/vacancy/80029400,,
Водитель-электромонтер,144,з/п не указана,ТОО Energetika Alemi,Вакансия опубликована 28 мая 2023 в Астане,"Астана, улица Генерала Сабыра Ракымова, 36",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80381112,,Сервисное обслуживание/производство
Художник-дизайнер,34,от 250 000 до 350 000 KZT на руки,ТОО Design Pro,Вакансия опубликована 15 мая 2023 в Астане,Алматы,полный день,Полная занятость,любознательность;Стрессоустойчивость;усидчивость;эстетический вкус;умение работать в команде;,https://almaty.hh.kz/vacancy/80421578,,Массмедиа
Менеджер по закупкам,66,от 70 000 KZT на руки,ТОО Amazon plus pharm,Вакансия опубликована 11 мая 2023 в Астане,Алматы,полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80276549,,Менеджмент
